Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,replicon
G12WB-1871,CD630_17281,2001382,2001577,G12WB-1871-MONOMER,AM180355.1
G12WB-3512,CD630_33430,3906770,3907751,G12WB-3512-MONOMER,AM180355.1
G12WB-890,CD630_07790,949264,950410,G12WB-890-MONOMER,AM180355.1
G12WB-3658,CD630_34780,4066402,4067218,G12WB-3658-MONOMER,AM180355.1
G12WB-1800,CD630_16600,1929538,1929856,G12WB-1800-MONOMER,AM180355.1
G12WB-433,CD630_03240,391384,392137,G12WB-433-MONOMER,AM180355.1
G12WB-2272,CD630_21170,2449603,2450512,G12WB-2272-MONOMER,AM180355.1
G12WB-3490,CD630_33230,3888355,3888931,G12WB-3490-MONOMER,AM180355.1
G12WB-1718,CD630_15810,1832894,1833377,G12WB-1718-MONOMER,AM180355.1
G12WB-1998,CD630_18540,2144674,2144935,G12WB-1998-MONOMER,AM180355.1
G12WB-2688,CD630_25330,2925845,2928233,G12WB-2688-MONOMER,AM180355.1
G12WB-3414,CD630_32471,3802998,3803136,G12WB-3414-MONOMER,AM180355.1
G12WB-1643,CD630_15071,1745085,1745235,G12WB-1643-MONOMER,AM180355.1
G12WB-860,CD630_07480,911797,914833,G12WB-860-MONOMER,AM180355.1
G12WB-3117,CD630_29530,3429093,3430143,G12WB-3117-MONOMER,AM180355.1
G12WB-3321,CD630_31562,3686841,3687057,G12WB-3321-MONOMER,AM180355.1
G12WB-1549,CD630_14110,1635500,1636085,G12WB-1549-MONOMER,AM180355.1
G12WB-2238,CD630_20860,2408022,2408694,G12WB-2238-MONOMER,AM180355.1
G12WB-1149,CD630_10340,1207998,1208973,G12WB-1149-MONOMER,AM180355.1
G12WB-3202,CD630_30400,3532396,3533200,G12WB-3202-MONOMER,AM180355.1
G12WB-1482,CD630_13470,1563927,1564998,G12WB-1482-MONOMER,AM180355.1
G12WB-2652,CD630_24980,2882689,2883979,G12WB-2652-MONOMER,AM180355.1
G12WB-1561,CD630_14220,1652210,1653020,G12WB-1561-MONOMER,AM180355.1
G12WB-3112,CD630_29480,3425272,3426067,G12WB-3112-MONOMER,AM180355.1
G12WB-1377,CD630_12440,1446405,1446825,G12WB-1377-MONOMER,AM180355.1
G12WB-3054,CD630_28940,3383690,3384506,G12WB-3054-MONOMER,AM180355.1
G12WB-3528,CD630_33590,3922360,3923899,G12WB-3528-MONOMER,AM180355.1
G12WB-3088,CD630_29260,3411002,3411614,G12WB-3088-MONOMER,AM180355.1
G12WB-1306,CD630_11760,1376749,1377274,G12WB-1306-MONOMER,AM180355.1
G12WB-1118,CD630_10030,1172152,1172992,G12WB-1118-MONOMER,AM180355.1
G12WB-440,CD630_03310,398604,399129,G12WB-440-MONOMER,AM180355.1
G12WB-3063,CD630_29020,3390153,3390414,G12WB-3063-MONOMER,AM180355.1
G12WB-1188,CD630_10650,1258271,1258712,G12WB-1188-MONOMER,AM180355.1
G12WB-1529,CD630_13920,1612362,1612707,G12WB-1529-MONOMER,AM180355.1
G12WB-2011,CD630_18650,2166078,2167701,G12WB-2011-MONOMER,AM180355.1
G12WB-3006,CD630_28460,3327824,3328445,G12WB-3006-MONOMER,AM180355.1
G12WB-1103,CD630_09880,1152016,1152463,G12WB-1103-MONOMER,AM180355.1
G12WB-3498,CD630_33300,3894169,3894526,G12WB-3498-MONOMER,AM180355.1
G12WB-873,CD630_07610,932733,934347,G12WB-873-MONOMER,AM180355.1
G12WB-2775,CD630_26240,3030984,3031620,G12WB-2775-MONOMER,AM180355.1
G12WB-2859,CD630_27060,3128683,3130552,G12WB-2859-MONOMER,AM180355.1
G12WB-418,CD630_03120,373979,374345,G12WB-418-MONOMER,AM180355.1
G12WB-2253,CD630_21010,2426690,2427479,G12WB-2253-MONOMER,AM180355.1
G12WB-974,CD630_08660,1042903,1043884,G12WB-974-MONOMER,AM180355.1
G12WB-2677,CD630_25220,2916006,2916357,G12WB-2677-MONOMER,AM180355.1
G12WB-1980,CD630_18350,2124647,2125727,G12WB-1980-MONOMER,AM180355.1
G12WB-2668,CD630_25140,2901817,2903035,G12WB-2668-MONOMER,AM180355.1
G12WB-889,CD630_07780,948831,949251,G12WB-889-MONOMER,AM180355.1
G12WB-2586,CD630_24340,2811281,2811884,G12WB-2586-MONOMER,AM180355.1
G12WB-840,CD630_07290,892292,892670,G12WB-840-MONOMER,AM180355.1
G12WB-3083,CD630_29210,3406651,3408091,G12WB-3083-MONOMER,AM180355.1
G12WB-788,CD630_06790,821645,822653,G12WB-788-MONOMER,AM180355.1
G12WB-2511,CD630_23600,2729406,2729892,G12WB-2511-MONOMER,AM180355.1
G12WB-222,CD630_01180,161042,161600,G12WB-222-MONOMER,AM180355.1
G12WB-1132,CD630_10170,1186268,1187996,G12WB-1132-MONOMER,AM180355.1
G12WB-242,CD630_01380,184688,185207,G12WB-242-MONOMER,AM180355.1
G12WB-340,CD630_02370,298979,300503,G12WB-340-MONOMER,AM180355.1
G12WB-2638,CD630_24830,2864140,2865199,G12WB-2638-MONOMER,AM180355.1
G12WB-1545,CD630_14070,1630684,1632133,G12WB-1545-MONOMER,AM180355.1
G12WB-2377,CD630_22221,2573946,2574057,G12WB-2377-MONOMER,AM180355.1
G12WB-342,CD630_02390,300941,301814,G12WB-342-MONOMER,AM180355.1
G12WB-3033,CD630_28730,3360413,3362693,G12WB-3033-MONOMER,AM180355.1
G12WB-3510,CD630_33420,3905805,3906312,G12WB-3510-MONOMER,AM180355.1
G12WB-1078,CD630_09620,1132226,1132487,G12WB-1078-MONOMER,AM180355.1
G12WB-2284,CD630_21270,2463408,2464233,G12WB-2284-MONOMER,AM180355.1
G12WB-1100,CD630_09850,1148317,1149685,G12WB-1100-MONOMER,AM180355.1
G12WB-431,CD630_03220,388187,389093,G12WB-431-MONOMER,AM180355.1
G12WB-2218,CD630_20670,2382261,2382738,G12WB-2218-MONOMER,AM180355.1
G12WB-589,CD630_04770,566409,566922,G12WB-589-MONOMER,AM180355.1
G12WB-1510,CD630_13730,1586577,1587564,G12WB-1510-MONOMER,AM180355.1
G12WB-1996,CD630_18520,2143558,2143774,G12WB-1996-MONOMER,AM180355.1
G12WB-456,CD630_03470,422832,423795,G12WB-456-MONOMER,AM180355.1
G12WB-1051,CD630_09390,1110832,1111027,G12WB-1051-MONOMER,AM180355.1
G12WB-3475,CD630_33080,3871764,3873114,G12WB-3475-MONOMER,AM180355.1
G12WB-859,CD630_07470,910290,911751,G12WB-859-MONOMER,AM180355.1
G12WB-1031,CD630_09230,1101430,1101577,G12WB-1031-MONOMER,AM180355.1
G12WB-2170,CD630_20220,2334649,2335054,G12WB-2170-MONOMER,AM180355.1
G12WB-397,CD630_02920,353053,354148,G12WB-397-MONOMER,AM180355.1
G12WB-2236,CD630_20840,2405131,2406319,G12WB-2236-MONOMER,AM180355.1
G12WB-213,CD630_01100,153932,154772,G12WB-213-MONOMER,AM180355.1
G12WB-4437,CD630_16632,1937011,1937191,G12WB-4437-MONOMER,AM180355.1
G12WB-1961,CD630_18170,2099549,2100146,G12WB-1961-MONOMER,AM180355.1
G12WB-2650,CD630_24960,2880767,2881718,G12WB-2650-MONOMER,AM180355.1
G12WB-2039,CD630_18940,2198910,2199294,G12WB-2039-MONOMER,AM180355.1
G12WB-4287,CD630_01820,240563,240839,G12WB-4287-MONOMER,AM180355.1
G12WB-824,CD630_07130,871522,873277,G12WB-824-MONOMER,AM180355.1
G12WB-3047,CD630_28870,3375864,3377019,G12WB-3047-MONOMER,AM180355.1
G12WB-1926,CD630_17790,2060075,2060879,G12WB-1926-MONOMER,AM180355.1
G12WB-3871,CD630_36781,4288751,4288937,G12WB-3871-MONOMER,AM180355.1
G12WB-2197,CD630_20470,2359513,2360194,G12WB-2197-MONOMER,AM180355.1
G12WB-1116,CD630_10010,1170661,1171360,G12WB-1116-MONOMER,AM180355.1
G12WB-1868,CD630_17260,1999656,1999938,G12WB-1868-MONOMER,AM180355.1
G12WB-3808,CD630_36220,4228107,4228452,G12WB-3808-MONOMER,AM180355.1
G12WB-2619,CD630_24640,2843564,2844740,G12WB-2619-MONOMER,AM180355.1
G12WB-1526,CD630_13890,1607848,1608916,G12WB-1526-MONOMER,AM180355.1
G12WB-1780,CD630_16410,1902981,1904220,G12WB-1780-MONOMER,AM180355.1
G12WB-3761,CD630_35740,4174047,4174278,G12WB-3761-MONOMER,AM180355.1
G12WB-3018,CD630_28580,3340685,3341975,G12WB-3018-MONOMER,AM180355.1
G12WB-3496,CD630_33280,3892913,3893153,G12WB-3496-MONOMER,AM180355.1
G12WB-1706,CD630_15680,1815271,1817308,G12WB-1706-MONOMER,AM180355.1
G12WB-3637,CD630_34570,4050779,4051196,G12WB-3637-MONOMER,AM180355.1
G12WB-1073,CD630_09570,1125949,1126510,G12WB-1073-MONOMER,AM180355.1
G12WB-414,CD630_03080,369852,370353,G12WB-414-MONOMER,AM180355.1
G12WB-1624,CD630_14870,1722326,1722794,G12WB-1624-MONOMER,AM180355.1
G12WB-3483,CD630_33151,3881019,3881193,G12WB-3483-MONOMER,AM180355.1
G12WB-1490,CD630_13550,1571944,1572145,G12WB-1490-MONOMER,AM180355.1
G12WB-1978,CD630_18330,2122292,2123357,G12WB-1978-MONOMER,AM180355.1
G12WB-1537,CD630_14000,1620151,1620745,G12WB-1537-MONOMER,AM180355.1
G12WB-3401,CD630_32340,3786790,3787360,G12WB-3401-MONOMER,AM180355.1
G12WB-3453,CD630_32860,3848734,3850363,G12WB-3453-MONOMER,AM180355.1
G12WB-839,CD630_07280,890079,892206,G12WB-839-MONOMER,AM180355.1
G12WB-1450,CD630_13151,1525711,1525810,G12WB-1450-MONOMER,AM180355.1
G12WB-3313,CD630_31510,3681077,3681827,G12WB-3313-MONOMER,AM180355.1
G12WB-3869,CD630_36770,4287414,4288044,G12WB-3869-MONOMER,AM180355.1
G12WB-2217,CD630_20660,2380941,2382054,G12WB-2217-MONOMER,AM180355.1
G12WB-1374,CD630_12401,1443636,1443831,G12WB-1374-MONOMER,AM180355.1
G12WB-3186,CD630_30240,3512453,3513800,G12WB-3186-MONOMER,AM180355.1
G12WB-1943,CD630_17960,2076760,2077708,G12WB-1943-MONOMER,AM180355.1
G12WB-2636,CD630_24810,2862991,2863666,G12WB-2636-MONOMER,AM180355.1
G12WB-1289,CD630_11590,1358976,1359678,G12WB-1289-MONOMER,AM180355.1
G12WB-3109,CD630_29460,3424399,3424717,G12WB-3109-MONOMER,AM180355.1
G12WB-806,CD630_06960,845721,847098,G12WB-806-MONOMER,AM180355.1
G12WB-3031,CD630_28710,3358625,3358901,G12WB-3031-MONOMER,AM180355.1
G12WB-1184,CD630_10631,1256078,1256285,G12WB-1184-MONOMER,AM180355.1
G12WB-3085,CD630_29230,3409327,3410020,G12WB-3085-MONOMER,AM180355.1
G12WB-2178,CD630_20300,2341429,2342452,G12WB-2178-MONOMER,AM180355.1
G12WB-1099,CD630_09840,1147630,1148068,G12WB-1099-MONOMER,AM180355.1
G12WB-1092,CD630_09770,1140822,1141527,G12WB-1092-MONOMER,AM180355.1
G12WB-3058,CD630_28970,3385539,3387246,G12WB-3058-MONOMER,AM180355.1
G12WB-2600,CD630_24461,2821647,2821827,G12WB-2600-MONOMER,AM180355.1
G12WB-1509,CD630_13720,1585878,1586577,G12WB-1509-MONOMER,AM180355.1
G12WB-2840,CD630_26871,3107008,3107179,G12WB-2840-MONOMER,AM180355.1
G12WB-2979,CD630_28181,3290762,3290930,G12WB-2979-MONOMER,AM180355.1
G12WB-3000,CD630_28400,3320189,3321461,G12WB-3000-MONOMER,AM180355.1
G12WB-3473,CD630_33060,3869814,3871101,G12WB-3473-MONOMER,AM180355.1
G12WB-2739,CD630_25830,2987771,2988524,G12WB-2739-MONOMER,AM180355.1
G12WB-2767,CD630_26160,3022965,3023238,G12WB-2767-MONOMER,AM180355.1
G12WB-103,CD630_00510,76996,78478,G12WB-103-MONOMER,AM180355.1
G12WB-394,CD630_02890,349330,350194,G12WB-394-MONOMER,AM180355.1
G12WB-96,CD630_00440,69039,69513,G12WB-96-MONOMER,AM180355.1
G12WB-2661,CD630_25070,2895035,2895755,G12WB-2661-MONOMER,AM180355.1
G12WB-1470,CD630_13350,1549629,1550082,G12WB-1470-MONOMER,AM180355.1
G12WB-1958,CD630_18140,2096884,2097526,G12WB-1958-MONOMER,AM180355.1
G12WB-847,CD630_07360,898195,898546,G12WB-847-MONOMER,AM180355.1
G12WB-2550,CD630_23990,2768516,2768726,G12WB-2550-MONOMER,AM180355.1
G12WB-3435,CD630_32680,3826925,3827768,G12WB-3435-MONOMER,AM180355.1
G12WB-82,CD630_00300,49298,51476,G12WB-82-MONOMER,AM180355.1
G12WB-775,CD630_06642,805896,806166,G12WB-775-MONOMER,AM180355.1
G12WB-2467,CD630_23150,2676528,2677329,G12WB-2467-MONOMER,AM180355.1
G12WB-3846,CD630_36550,4266202,4267492,G12WB-3846-MONOMER,AM180355.1
G12WB-2193,CD630_20440,2357318,2357786,G12WB-2193-MONOMER,AM180355.1
G12WB-72,CD630_00200,34144,34558,G12WB-72-MONOMER,AM180355.1
G12WB-2413,CD630_22580,2615720,2616755,G12WB-2413-MONOMER,AM180355.1
G12WB-1918,CD630_17710,2052390,2052768,G12WB-1918-MONOMER,AM180355.1
G12WB-2617,CD630_24620,2841792,2842413,G12WB-2617-MONOMER,AM180355.1
G12WB-698,CD630_05860,703974,704154,G12WB-698-MONOMER,AM180355.1
G12WB-2368,CD630_22121,2565349,2565472,G12WB-2368-MONOMER,AM180355.1
G12WB-79,CD630_00270,45540,46914,G12WB-79-MONOMER,AM180355.1
G12WB-3016,CD630_28560,3339336,3339876,G12WB-3016-MONOMER,AM180355.1
G12WB-1071,CD630_09561,1123783,1123978,G12WB-1071-MONOMER,AM180355.1
G12WB-2276,CD630_21210,2455376,2455889,G12WB-2276-MONOMER,AM180355.1
G12WB-2155,CD630_20100,2319373,2320111,G12WB-2155-MONOMER,AM180355.1
G12WB-107,CD630_00540,80899,81658,G12WB-107-MONOMER,AM180355.1
G12WB-2213,CD630_20620,2377536,2378535,G12WB-2213-MONOMER,AM180355.1
G12WB-565,CD630_04532,538316,538613,G12WB-565-MONOMER,AM180355.1
G12WB-2583,CD630_24310,2806464,2808012,G12WB-2583-MONOMER,AM180355.1
G12WB-1488,CD630_13530,1569535,1570357,G12WB-1488-MONOMER,AM180355.1
G12WB-452,CD630_03430,419402,420134,G12WB-452-MONOMER,AM180355.1
G12WB-1045,CD630_09340,1107179,1107428,G12WB-1045-MONOMER,AM180355.1
G12WB-2986,CD630_28260,3298320,3299415,G12WB-2986-MONOMER,AM180355.1
G12WB-3450,CD630_32830,3844632,3845541,G12WB-3450-MONOMER,AM180355.1
G12WB-1028,CD630_09200,1100437,1100701,G12WB-1028-MONOMER,AM180355.1
G12WB-2163,CD630_20160,2326831,2327089,G12WB-2163-MONOMER,AM180355.1
G12WB-1002,CD630_08940,1076411,1077908,G12WB-1002-MONOMER,AM180355.1
G12WB-3867,CD630_36750,4283933,4285829,G12WB-3867-MONOMER,AM180355.1
G12WB-2112,CD630_19700,2271213,2271846,G12WB-2112-MONOMER,AM180355.1
G12WB-439,CD630_03300,397787,398540,G12WB-439-MONOMER,AM180355.1
G12WB-1456,CD630_13210,1531844,1532090,G12WB-1456-MONOMER,AM180355.1
G12WB-1937,CD630_17900,2072106,2073096,G12WB-1937-MONOMER,AM180355.1
G12WB-1988,CD630_18430,2135118,2135427,G12WB-1988-MONOMER,AM180355.1
G12WB-416,CD630_03100,371407,372496,G12WB-416-MONOMER,AM180355.1
G12WB-3415,CD630_32480,3803253,3804018,G12WB-3415-MONOMER,AM180355.1
G12WB-803,CD630_06940,842614,843196,G12WB-803-MONOMER,AM180355.1
G12WB-1919,CD630_17720,2052973,2053414,G12WB-1919-MONOMER,AM180355.1
G12WB-3859,CD630_36670,4276358,4276961,G12WB-3859-MONOMER,AM180355.1
G12WB-3824,CD630_36370,4245654,4246614,G12WB-3824-MONOMER,AM180355.1
G12WB-2175,CD630_20270,2338388,2339606,G12WB-2175-MONOMER,AM180355.1
G12WB-1861,CD630_17170,1991452,1992532,G12WB-1861-MONOMER,AM180355.1
G12WB-3804,CD630_36180,4224999,4225383,G12WB-3804-MONOMER,AM180355.1
G12WB-1900,CD630_17550,2033526,2034243,G12WB-1900-MONOMER,AM180355.1
G12WB-2599,CD630_24460,2821174,2821618,G12WB-2599-MONOMER,AM180355.1
G12WB-1768,CD630_16290,1888375,1888996,G12WB-1768-MONOMER,AM180355.1
G12WB-3758,CD630_35710,4172002,4172500,G12WB-3758-MONOMER,AM180355.1
G12WB-765,CD630_06560,782555,783776,G12WB-765-MONOMER,AM180355.1
G12WB-3,CD630_00030,2804,3011,G12WB-3-MONOMER,AM180355.1
G12WB-1699,CD630_15600,1808015,1808771,G12WB-1699-MONOMER,AM180355.1
G12WB-3617,CD630_34391,4030896,4031088,G12WB-3617-MONOMER,AM180355.1
G12WB-2131,CD630_19890,2295112,2295511,G12WB-2131-MONOMER,AM180355.1
G12WB-1024,CD630_09160,1097767,1098283,G12WB-1024-MONOMER,AM180355.1
G12WB-1600,CD630_14630,1691645,1692092,G12WB-1600-MONOMER,AM180355.1
G12WB-346,CD630_02430,305997,306738,G12WB-346-MONOMER,AM180355.1
G12WB-2568,CD630_24170,2790292,2791306,G12WB-2568-MONOMER,AM180355.1
G12WB-1469,CD630_13340,1547873,1549319,G12WB-1469-MONOMER,AM180355.1
G12WB-1516,CD630_13782,1595547,1595769,G12WB-1516-MONOMER,AM180355.1
G12WB-3379,CD630_32130,3758514,3758766,G12WB-3379-MONOMER,AM180355.1
G12WB-2964,CD630_28040,3274272,3275298,G12WB-2964-MONOMER,AM180355.1
G12WB-3433,CD630_32660,3823264,3825292,G12WB-3433-MONOMER,AM180355.1
G12WB-1436,CD630_13011,1508019,1508160,G12WB-1436-MONOMER,AM180355.1
G12WB-3309,CD630_31480,3672293,3674912,G12WB-3309-MONOMER,AM180355.1
G12WB-1438,CD630_13030,1508774,1509512,G12WB-1438-MONOMER,AM180355.1
G12WB-3840,CD630_36530,4263090,4264149,G12WB-3840-MONOMER,AM180355.1
G12WB-1369,CD630_12350,1438695,1439079,G12WB-1369-MONOMER,AM180355.1
G12WB-3172,CD630_30070,3492773,3493625,G12WB-3172-MONOMER,AM180355.1
G12WB-3391,CD630_32240,3773399,3774401,G12WB-3391-MONOMER,AM180355.1
G12WB-1916,CD630_17690,2047378,2051632,G12WB-1916-MONOMER,AM180355.1
G12WB-1266,CD630_11360,1335295,1336240,G12WB-1266-MONOMER,AM180355.1
G12WB-3101,CD630_29380,3420497,3420878,G12WB-3101-MONOMER,AM180355.1
G12WB-3802,CD630_36160,4221924,4223343,G12WB-3802-MONOMER,AM180355.1
G12WB-784,CD630_06730,817365,818073,G12WB-784-MONOMER,AM180355.1
G12WB-1172,CD630_10521,1245666,1245744,G12WB-1172-MONOMER,AM180355.1
G12WB-3077,CD630_29140,3402532,3402934,G12WB-3077-MONOMER,AM180355.1
G12WB-1881,CD630_17370,2011030,2012278,G12WB-1881-MONOMER,AM180355.1
G12WB-2152,CD630_20070,2316966,2317704,G12WB-2152-MONOMER,AM180355.1
G12WB-1089,CD630_09730,1138966,1139263,G12WB-1089-MONOMER,AM180355.1
G12WB-3053,CD630_28930,3383377,3383674,G12WB-3053-MONOMER,AM180355.1
G12WB-75,CD630_00230,40920,41385,G12WB-75-MONOMER,AM180355.1
G12WB-2581,CD630_24291,2804937,2805135,G12WB-2581-MONOMER,AM180355.1
G12WB-2808,CD630_26570,3066671,3067019,G12WB-2808-MONOMER,AM180355.1
G12WB-2971,CD630_28110,3280620,3282057,G12WB-2971-MONOMER,AM180355.1
G12WB-2113,CD630_19710,2271935,2273015,G12WB-2113-MONOMER,AM180355.1
G12WB-2983,CD630_28220,3293962,3295135,G12WB-2983-MONOMER,AM180355.1
G12WB-2632,CD630_24770,2858634,2859540,G12WB-2632-MONOMER,AM180355.1
G12WB-2714,CD630_25590,2959062,2959617,G12WB-2714-MONOMER,AM180355.1
G12WB-2552,CD630_24010,2769020,2769593,G12WB-2552-MONOMER,AM180355.1
G12WB-1000,CD630_08920,1073974,1074175,G12WB-1000-MONOMER,AM180355.1
G12WB-2537,CD630_23861,2756311,2756494,G12WB-2537-MONOMER,AM180355.1
G12WB-956,CD630_08460,1021973,1022894,G12WB-956-MONOMER,AM180355.1
G12WB-2947,CD630_27880,3244555,3244957,G12WB-2947-MONOMER,AM180355.1
G12WB-1454,CD630_13190,1529661,1530405,G12WB-1454-MONOMER,AM180355.1
G12WB-2455,CD630_23010,2666035,2666290,G12WB-2455-MONOMER,AM180355.1
G12WB-832,CD630_07210,882958,883633,G12WB-832-MONOMER,AM180355.1
G12WB-1418,CD630_12840,1491711,1493883,G12WB-1418-MONOMER,AM180355.1
G12WB-3412,CD630_32460,3798298,3800482,G12WB-3412-MONOMER,AM180355.1
G12WB-2404,CD630_22480,2604564,2605761,G12WB-2404-MONOMER,AM180355.1
G12WB-760,CD630_06512,777712,777841,G12WB-760-MONOMER,AM180355.1
G12WB-3372,CD630_32060,3752702,3753017,G12WB-3372-MONOMER,AM180355.1
G12WB-3820,CD630_36340,4242651,4243446,G12WB-3820-MONOMER,AM180355.1
G12WB-233,CD630_01290,173448,173976,G12WB-233-MONOMER,AM180355.1
G12WB-716,CD630_06052,728176,728326,G12WB-716-MONOMER,AM180355.1
G12WB-3783,CD630_35960,4202740,4205122,G12WB-3783-MONOMER,AM180355.1
G12WB-1899,CD630_17540,2032846,2033530,G12WB-1899-MONOMER,AM180355.1
G12WB-2265,CD630_21120,2441401,2441701,G12WB-2265-MONOMER,AM180355.1
G12WB-686,CD630_05750,686148,687240,G12WB-686-MONOMER,AM180355.1
G12WB-1855,CD630_17120,1986854,1987358,G12WB-1855-MONOMER,AM180355.1
G12WB-763,CD630_06540,779193,779832,G12WB-763-MONOMER,AM180355.1
G12WB-548,CD630_04380,520352,521387,G12WB-548-MONOMER,AM180355.1
G12WB-1067,CD630_09531,1121296,1121473,G12WB-1067-MONOMER,AM180355.1
G12WB-725,CD630_06160,740226,741051,G12WB-725-MONOMER,AM180355.1
G12WB-2128,CD630_19870,2291447,2292884,G12WB-2128-MONOMER,AM180355.1
G12WB-1042,CD630_09310,1106069,1106441,G12WB-1042-MONOMER,AM180355.1
G12WB-2208,CD630_20570,2372137,2372704,G12WB-2208-MONOMER,AM180355.1
G12WB-2096,CD630_19540,2252562,2255118,G12WB-2096-MONOMER,AM180355.1
G12WB-2566,CD630_24150,2787669,2788029,G12WB-2566-MONOMER,AM180355.1
G12WB-2154,CD630_20091,2319237,2319369,G12WB-2154-MONOMER,AM180355.1
G12WB-450,CD630_03410,418409,418844,G12WB-450-MONOMER,AM180355.1
G12WB-2533,CD630_23830,2749686,2751678,G12WB-2533-MONOMER,AM180355.1
G12WB-2962,CD630_28020,3272575,3273697,G12WB-2962-MONOMER,AM180355.1
G12WB-4340,CD630_06511,777262,777445,G12WB-4340-MONOMER,AM180355.1
G12WB-1023,CD630_09150,1097441,1097684,G12WB-1023-MONOMER,AM180355.1
G12WB-2932,CD630_27730,3224091,3225000,G12WB-2932-MONOMER,AM180355.1
G12WB-1435,CD630_13010,1507082,1507751,G12WB-1435-MONOMER,AM180355.1
G12WB-402,CD630_02960,357415,357679,G12WB-402-MONOMER,AM180355.1
G12WB-2087,CD630_19450,2241417,2241879,G12WB-2087-MONOMER,AM180355.1
G12WB-1400,CD630_12660,1471136,1472201,G12WB-1400-MONOMER,AM180355.1
G12WB-339,CD630_02360,298598,298952,G12WB-339-MONOMER,AM180355.1
G12WB-3852,CD630_36610,4272852,4273173,G12WB-3852-MONOMER,AM180355.1
G12WB-1967,CD630_18230,2107109,2107853,G12WB-1967-MONOMER,AM180355.1
G12WB-3357,CD630_31910,3732792,3733914,G12WB-3357-MONOMER,AM180355.1
G12WB-380,CD630_02750,337098,338121,G12WB-380-MONOMER,AM180355.1
G12WB-3799,CD630_36130,4219387,4219840,G12WB-3799-MONOMER,AM180355.1
G12WB-1903,CD630_17570,2035081,2035543,G12WB-1903-MONOMER,AM180355.1
G12WB-3763,CD630_35760,4175812,4177066,G12WB-3763-MONOMER,AM180355.1
G12WB-1879,CD630_17350,2009557,2010244,G12WB-1879-MONOMER,AM180355.1
G12WB-3747,CD630_35610,4163317,4163731,G12WB-3747-MONOMER,AM180355.1
G12WB-1851,CD630_17080,1983452,1984820,G12WB-1851-MONOMER,AM180355.1
G12WB-1837,CD630_16950,1966111,1967377,G12WB-1837-MONOMER,AM180355.1
G12WB-745,CD630_06360,759257,760148,G12WB-745-MONOMER,AM180355.1
G12WB-3539,CD630_33682,3936388,3936565,G12WB-3539-MONOMER,AM180355.1
G12WB-1750,CD630_16110,1864070,1865339,G12WB-1750-MONOMER,AM180355.1
G12WB-692,CD630_05810,695031,695637,G12WB-692-MONOMER,AM180355.1
G12WB-2110,CD630_19680,2269901,2270588,G12WB-2110-MONOMER,AM180355.1
G12WB-3457,CD630_32900,3852906,3853956,G12WB-3457-MONOMER,AM180355.1
G12WB-1682,CD630_15431,1793207,1793417,G12WB-1682-MONOMER,AM180355.1
G12WB-2075,CD630_19330,2231799,2232645,G12WB-2075-MONOMER,AM180355.1
G12WB-255,CD630_01510,200244,200721,G12WB-255-MONOMER,AM180355.1
G12WB-3376,CD630_32100,3756338,3756842,G12WB-3376-MONOMER,AM180355.1
G12WB-1575,CD630_14380,1669136,1670495,G12WB-1575-MONOMER,AM180355.1
G12WB-251,CD630_01470,197000,197579,G12WB-251-MONOMER,AM180355.1
G12WB-2945,CD630_27860,3240043,3241621,G12WB-2945-MONOMER,AM180355.1
G12WB-3283,CD630_31201,3634236,3634395,G12WB-3283-MONOMER,AM180355.1
G12WB-1506,CD630_13690,1584082,1584409,G12WB-1506-MONOMER,AM180355.1
G12WB-2918,CD630_27590,3207410,3207809,G12WB-2918-MONOMER,AM180355.1
G12WB-1415,CD630_12810,1487246,1488332,G12WB-1415-MONOMER,AM180355.1
G12WB-3158,CD630_29930,3476160,3476787,G12WB-3158-MONOMER,AM180355.1
G12WB-1426,CD630_12920,1500200,1500623,G12WB-1426-MONOMER,AM180355.1
G12WB-1385,CD630_12511,1455743,1456112,G12WB-1385-MONOMER,AM180355.1
G12WB-3370,CD630_32040,3750555,3751206,G12WB-3370-MONOMER,AM180355.1
G12WB-3098,CD630_29350,3418129,3418513,G12WB-3098-MONOMER,AM180355.1
G12WB-1366,CD630_12334,1437002,1437104,G12WB-1366-MONOMER,AM180355.1
G12WB-3340,CD630_31740,3709145,3710153,G12WB-3340-MONOMER,AM180355.1
G12WB-378,CD630_02730,333417,335355,G12WB-378-MONOMER,AM180355.1
G12WB-3074,CD630_29110,3401336,3401777,G12WB-3074-MONOMER,AM180355.1
G12WB-1251,CD630_11240,1321140,1322121,G12WB-1251-MONOMER,AM180355.1
G12WB-3742,CD630_35560,4156715,4157306,G12WB-3742-MONOMER,AM180355.1
G12WB-1852,CD630_17090,1984844,1985453,G12WB-1852-MONOMER,AM180355.1
G12WB-3050,CD630_28900,3381113,3381818,G12WB-3050-MONOMER,AM180355.1
G12WB-1156,CD630_10370,1219344,1221258,G12WB-1156-MONOMER,AM180355.1
G12WB-1818,CD630_16760,1951705,1952347,G12WB-1818-MONOMER,AM180355.1
G12WB-722,CD630_06130,737121,737874,G12WB-722-MONOMER,AM180355.1
G12WB-2786,CD630_26350,3044194,3045127,G12WB-2786-MONOMER,AM180355.1
G12WB-2961,CD630_28010,3272148,3272442,G12WB-2961-MONOMER,AM180355.1
G12WB-672,CD630_05600,667036,667873,G12WB-672-MONOMER,AM180355.1
G12WB-2093,CD630_19510,2249416,2249974,G12WB-2093-MONOMER,AM180355.1
