Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,replicon
G12WB-3144,CD630_29790,3461091,3461793,G12WB-3144-MONOMER,AM180355.1
G12WB-885,CD630_07740,944966,945980,G12WB-885-MONOMER,AM180355.1
G12WB-1182,CD630_10620,1255206,1255434,G12WB-1182-MONOMER,AM180355.1
G12WB-2266,CD630_21130,2442023,2443301,G12WB-2266-MONOMER,AM180355.1
G12WB-1590,CD630_14530,1681857,1682643,G12WB-1590-MONOMER,AM180355.1
G12WB-2681,CD630_25260,2918802,2920806,G12WB-2681-MONOMER,AM180355.1
G12WB-3554,CD630_33800,3951763,3952771,G12WB-3554-MONOMER,AM180355.1
G12WB-3108,CD630_29450,3423804,3424314,G12WB-3108-MONOMER,AM180355.1
G12WB-465,CD630_03590,430952,431381,G12WB-465-MONOMER,AM180355.1
G12WB-1143,CD630_10280,1199709,1200558,G12WB-1143-MONOMER,AM180355.1
G12WB-2044,CD630_18990,2202067,2202505,G12WB-2044-MONOMER,AM180355.1
G12WB-1556,CD630_14180,1642282,1643638,G12WB-1556-MONOMER,AM180355.1
G12WB-9,CD630_00090,9134,9446,G12WB-9-MONOMER,AM180355.1
G12WB-3522,CD630_33530,3917017,3918433,G12WB-3522-MONOMER,AM180355.1
G12WB-2282,CD630_21260,2461810,2462935,G12WB-2282-MONOMER,AM180355.1
G12WB-4373,CD630_09780,1142980,1143262,G12WB-4373-MONOMER,AM180355.1
G12WB-2696,CD630_25410,2937221,2938610,G12WB-2696-MONOMER,AM180355.1
G12WB-2006,CD630_18600,2153746,2154793,G12WB-2006-MONOMER,AM180355.1
G12WB-3125,CD630_29600,3436769,3438695,G12WB-3125-MONOMER,AM180355.1
G12WB-869,CD630_07570,926371,928042,G12WB-869-MONOMER,AM180355.1
G12WB-1162,CD630_10430,1232936,1236464,G12WB-1162-MONOMER,AM180355.1
G12WB-2247,CD630_20950,2420921,2421644,G12WB-2247-MONOMER,AM180355.1
G12WB-1574,CD630_14360,1666827,1668297,G12WB-1574-MONOMER,AM180355.1
G12WB-2663,CD630_25090,2896690,2898043,G12WB-2663-MONOMER,AM180355.1
G12WB-3538,CD630_33681,3935040,3935442,G12WB-3538-MONOMER,AM180355.1
G12WB-307,CD630_02040,265951,268186,G12WB-307-MONOMER,AM180355.1
G12WB-448,CD630_03390,412405,413143,G12WB-448-MONOMER,AM180355.1
G12WB-1128,CD630_10130,1180991,1181696,G12WB-1128-MONOMER,AM180355.1
G12WB-2020,CD630_18730,2174329,2175607,G12WB-2020-MONOMER,AM180355.1
G12WB-1539,CD630_14020,1621708,1622440,G12WB-1539-MONOMER,AM180355.1
G12WB-882,CD630_07710,942867,943296,G12WB-882-MONOMER,AM180355.1
G12WB-3506,CD630_33370,3899427,3901809,G12WB-3506-MONOMER,AM180355.1
G12WB-2263,CD630_21100,2439400,2440075,G12WB-2263-MONOMER,AM180355.1
G12WB-425,CD630_03170,384318,385056,G12WB-425-MONOMER,AM180355.1
G12WB-2679,CD630_25240,2917046,2917736,G12WB-2679-MONOMER,AM180355.1
G12WB-1991,CD630_18470,2138729,2139740,G12WB-1991-MONOMER,AM180355.1
G12WB-3106,CD630_29430,3422245,3423196,G12WB-3106-MONOMER,AM180355.1
G12WB-853,CD630_07420,905502,906618,G12WB-853-MONOMER,AM180355.1
G12WB-1141,CD630_10260,1197699,1198428,G12WB-1141-MONOMER,AM180355.1
G12WB-2231,CD630_20790,2398572,2400864,G12WB-2231-MONOMER,AM180355.1
G12WB-1554,CD630_14160,1641001,1641430,G12WB-1554-MONOMER,AM180355.1
G12WB-2646,CD630_24910,2873434,2874379,G12WB-2646-MONOMER,AM180355.1
G12WB-3520,CD630_33510,3915755,3916340,G12WB-3520-MONOMER,AM180355.1
G12WB-3042,CD630_28820,3369976,3371287,G12WB-3042-MONOMER,AM180355.1
G12WB-437,CD630_03280,394177,396442,G12WB-437-MONOMER,AM180355.1
G12WB-111,CD630_00580,83723,84917,G12WB-111-MONOMER,AM180355.1
G12WB-2004,CD630_18590,2151737,2153444,G12WB-2004-MONOMER,AM180355.1
G12WB-1521,CD630_13830,1601724,1602354,G12WB-1521-MONOMER,AM180355.1
G12WB-867,CD630_07550,923272,924076,G12WB-867-MONOMER,AM180355.1
G12WB-3486,CD630_33190,3884480,3885539,G12WB-3486-MONOMER,AM180355.1
G12WB-2244,CD630_20920,2416330,2417371,G12WB-2244-MONOMER,AM180355.1
G12WB-407,CD630_03010,362099,363611,G12WB-407-MONOMER,AM180355.1
G12WB-2660,CD630_25060,2893511,2894912,G12WB-2660-MONOMER,AM180355.1
G12WB-1972,CD630_18280,2114053,2115871,G12WB-1972-MONOMER,AM180355.1
G12WB-3066,CD630_29050,3393095,3395447,G12WB-3066-MONOMER,AM180355.1
G12WB-834,CD630_07230,884593,885979,G12WB-834-MONOMER,AM180355.1
G12WB-1126,CD630_10110,1179135,1179885,G12WB-1126-MONOMER,AM180355.1
G12WB-2204,CD630_20540,2367699,2368893,G12WB-2204-MONOMER,AM180355.1
G12WB-1536,CD630_13990,1619217,1620081,G12WB-1536-MONOMER,AM180355.1
G12WB-263,CD630_01600,211073,211787,G12WB-263-MONOMER,AM180355.1
G12WB-3504,CD630_33350,3897501,3898410,G12WB-3504-MONOMER,AM180355.1
G12WB-3027,CD630_28670,3352429,3353812,G12WB-3027-MONOMER,AM180355.1
G12WB-424,CD630_03160,383534,384308,G12WB-424-MONOMER,AM180355.1
G12WB-109,CD630_00560,82410,82938,G12WB-109-MONOMER,AM180355.1
G12WB-1989,CD630_18450,2137788,2138070,G12WB-1989-MONOMER,AM180355.1
G12WB-1503,CD630_13660,1579380,1581834,G12WB-1503-MONOMER,AM180355.1
G12WB-851,CD630_07400,902545,903643,G12WB-851-MONOMER,AM180355.1
G12WB-3469,CD630_33020,3866713,3867226,G12WB-3469-MONOMER,AM180355.1
G12WB-223,CD630_01190,161769,163116,G12WB-223-MONOMER,AM180355.1
G12WB-389,CD630_02840,346713,347118,G12WB-389-MONOMER,AM180355.1
G12WB-2644,CD630_24890,2869923,2871813,G12WB-2644-MONOMER,AM180355.1
G12WB-1952,CD630_18050,2087646,2089128,G12WB-1952-MONOMER,AM180355.1
G12WB-3040,CD630_28800,3368889,3369207,G12WB-3040-MONOMER,AM180355.1
G12WB-625,CD630_05110,604426,606028,G12WB-625-MONOMER,AM180355.1
G12WB-815,CD630_07050,858655,859132,G12WB-815-MONOMER,AM180355.1
G12WB-1108,CD630_09930,1157902,1158418,G12WB-1108-MONOMER,AM180355.1
G12WB-2188,CD630_20400,2352827,2353637,G12WB-2188-MONOMER,AM180355.1
G12WB-152,CD630_00941,115207,115321,G12WB-152-MONOMER,AM180355.1
G12WB-2610,CD630_24560,2833084,2834194,G12WB-2610-MONOMER,AM180355.1
G12WB-3484,CD630_33160,3881203,3881962,G12WB-3484-MONOMER,AM180355.1
G12WB-3011,CD630_28510,3333631,3333862,G12WB-3011-MONOMER,AM180355.1
G12WB-405,CD630_02990,360145,361036,G12WB-405-MONOMER,AM180355.1
G12WB-1057,CD630_09450,1114549,1115989,G12WB-1057-MONOMER,AM180355.1
G12WB-1970,CD630_18260,2112198,2113089,G12WB-1970-MONOMER,AM180355.1
G12WB-1479,CD630_13440,1561213,1562335,G12WB-1479-MONOMER,AM180355.1
G12WB-831,CD630_07200,882058,882922,G12WB-831-MONOMER,AM180355.1
G12WB-3445,CD630_32780,3836727,3837150,G12WB-3445-MONOMER,AM180355.1
G12WB-2202,CD630_20520,2365513,2366173,G12WB-2202-MONOMER,AM180355.1
G12WB-3860,CD630_36680,4277065,4278358,G12WB-3860-MONOMER,AM180355.1
G12WB-2628,CD630_24730,2854575,2854842,G12WB-2628-MONOMER,AM180355.1
G12WB-193,CD630_01090,140392,140932,G12WB-193-MONOMER,AM180355.1
G12WB-3025,CD630_28650,3350385,3350919,G12WB-3025-MONOMER,AM180355.1
G12WB-799,CD630_06900,836027,837932,G12WB-799-MONOMER,AM180355.1
G12WB-1087,CD630_09710,1137877,1138138,G12WB-1087-MONOMER,AM180355.1
G12WB-2168,CD630_20200,2331405,2334000,G12WB-2168-MONOMER,AM180355.1
G12WB-1500,CD630_13640,1578186,1578615,G12WB-1500-MONOMER,AM180355.1
G12WB-2593,CD630_24400,2816433,2816895,G12WB-2593-MONOMER,AM180355.1
G12WB-3467,CD630_33000,3863569,3864154,G12WB-3467-MONOMER,AM180355.1
G12WB-2995,CD630_28350,3312970,3314473,G12WB-2995-MONOMER,AM180355.1
G12WB-388,CD630_02830,343916,346484,G12WB-388-MONOMER,AM180355.1
G12WB-1014,CD630_09070,1093831,1094164,G12WB-1014-MONOMER,AM180355.1
G12WB-1950,CD630_18030,2084185,2085940,G12WB-1950-MONOMER,AM180355.1
G12WB-1464,CD630_13290,1541131,1542673,G12WB-1464-MONOMER,AM180355.1
G12WB-813,CD630_07030,855338,857939,G12WB-813-MONOMER,AM180355.1
G12WB-3428,CD630_32600,3817983,3818637,G12WB-3428-MONOMER,AM180355.1
G12WB-2185,CD630_20370,2350230,2350770,G12WB-2185-MONOMER,AM180355.1
G12WB-3835,CD630_36480,4257464,4257776,G12WB-3835-MONOMER,AM180355.1
G12WB-2607,CD630_24530,2829095,2830112,G12WB-2607-MONOMER,AM180355.1
G12WB-1910,CD630_17640,2041601,2042303,G12WB-1910-MONOMER,AM180355.1
G12WB-301,CD630_01980,256538,258074,G12WB-301-MONOMER,AM180355.1
G12WB-778,CD630_06670,808553,809468,G12WB-778-MONOMER,AM180355.1
G12WB-1055,CD630_09430,1112620,1113313,G12WB-1055-MONOMER,AM180355.1
G12WB-2145,CD630_19990,2309720,2310149,G12WB-2145-MONOMER,AM180355.1
G12WB-1477,CD630_13420,1558096,1558672,G12WB-1477-MONOMER,AM180355.1
G12WB-2577,CD630_24260,2801343,2802402,G12WB-2577-MONOMER,AM180355.1
G12WB-3443,CD630_32760,3835103,3835910,G12WB-3443-MONOMER,AM180355.1
G12WB-2977,CD630_28170,3287000,3288791,G12WB-2977-MONOMER,AM180355.1
G12WB-3855,CD630_36630,4274032,4274311,G12WB-3855-MONOMER,AM180355.1
G12WB-1448,CD630_13140,1523746,1524652,G12WB-1448-MONOMER,AM180355.1
G12WB-1928,CD630_17810,2062225,2063614,G12WB-1928-MONOMER,AM180355.1
G12WB-3402,CD630_32350,3787543,3788179,G12WB-3402-MONOMER,AM180355.1
G12WB-796,CD630_06870,832015,832372,G12WB-796-MONOMER,AM180355.1
G12WB-3815,CD630_36290,4237056,4238328,G12WB-3815-MONOMER,AM180355.1
G12WB-2166,CD630_20180,2328809,2329706,G12WB-2166-MONOMER,AM180355.1
G12WB-1893,CD630_17490,2026037,2027189,G12WB-1893-MONOMER,AM180355.1
G12WB-2591,CD630_24380,2815188,2815590,G12WB-2591-MONOMER,AM180355.1
G12WB-758,CD630_06500,773615,775571,G12WB-758-MONOMER,AM180355.1
G12WB-2993,CD630_28330,3308696,3311471,G12WB-2993-MONOMER,AM180355.1
G12WB-2122,CD630_19800,2284035,2284806,G12WB-2122-MONOMER,AM180355.1
G12WB-1011,CD630_09040,1088174,1089293,G12WB-1011-MONOMER,AM180355.1
G12WB-2561,CD630_24100,2781338,2783966,G12WB-2561-MONOMER,AM180355.1
G12WB-1462,CD630_13270,1539079,1539622,G12WB-1462-MONOMER,AM180355.1
G12WB-2956,CD630_27970,3260791,3266755,G12WB-2956-MONOMER,AM180355.1
G12WB-3426,CD630_32580,3815433,3816870,G12WB-3426-MONOMER,AM180355.1
G12WB-1429,CD630_12950,1502403,1503123,G12WB-1429-MONOMER,AM180355.1
G12WB-3833,CD630_36460,4256185,4256887,G12WB-3833-MONOMER,AM180355.1
G12WB-3385,CD630_32190,3766986,3767862,G12WB-3385-MONOMER,AM180355.1
G12WB-1909,CD630_17630,2041123,2041390,G12WB-1909-MONOMER,AM180355.1
G12WB-3792,CD630_36050,4212320,4212971,G12WB-3792-MONOMER,AM180355.1
G12WB-776,CD630_06650,807043,807781,G12WB-776-MONOMER,AM180355.1
G12WB-1872,CD630_17290,2001950,2003570,G12WB-1872-MONOMER,AM180355.1
G12WB-2143,CD630_19970,2307220,2308243,G12WB-2143-MONOMER,AM180355.1
G12WB-738,CD630_06290,752695,753373,G12WB-738-MONOMER,AM180355.1
G12WB-2575,CD630_24240,2799194,2800403,G12WB-2575-MONOMER,AM180355.1
G12WB-2104,CD630_19620,2261409,2263827,G12WB-2104-MONOMER,AM180355.1
G12WB-2973,CD630_28130,3283645,3284536,G12WB-2973-MONOMER,AM180355.1
G12WB-2543,CD630_23920,2761486,2762191,G12WB-2543-MONOMER,AM180355.1
G12WB-1446,CD630_13100,1520505,1520886,G12WB-1446-MONOMER,AM180355.1
G12WB-2940,CD630_27810,3232585,3234142,G12WB-2940-MONOMER,AM180355.1
G12WB-3398,CD630_32310,3782204,3782744,G12WB-3398-MONOMER,AM180355.1
G12WB-1410,CD630_12760,1482637,1483903,G12WB-1410-MONOMER,AM180355.1
G12WB-3813,CD630_36270,4235489,4236395,G12WB-3813-MONOMER,AM180355.1
G12WB-3366,CD630_32000,3746263,3747292,G12WB-3366-MONOMER,AM180355.1
G12WB-1890,CD630_17460,2022507,2023761,G12WB-1890-MONOMER,AM180355.1
G12WB-3775,CD630_35880,4189007,4192214,G12WB-3775-MONOMER,AM180355.1
G12WB-756,CD630_06480,770504,771164,G12WB-756-MONOMER,AM180355.1
G12WB-1846,CD630_17030,1977907,1978711,G12WB-1846-MONOMER,AM180355.1
G12WB-2120,CD630_19780,2282297,2283035,G12WB-2120-MONOMER,AM180355.1
G12WB-711,CD630_05980,721374,721947,G12WB-711-MONOMER,AM180355.1
G12WB-2559,CD630_24080,2779280,2780591,G12WB-2559-MONOMER,AM180355.1
G12WB-2088,CD630_19460,2241916,2242750,G12WB-2088-MONOMER,AM180355.1
G12WB-2954,CD630_27950,3256733,3258335,G12WB-2954-MONOMER,AM180355.1
G12WB-2527,CD630_23770,2743132,2743639,G12WB-2527-MONOMER,AM180355.1
G12WB-1427,CD630_12930,1500643,1501480,G12WB-1427-MONOMER,AM180355.1
G12WB-2926,CD630_27670,3215557,3217669,G12WB-2926-MONOMER,AM180355.1
G12WB-3382,CD630_32160,3761078,3762614,G12WB-3382-MONOMER,AM180355.1
G12WB-1393,CD630_12590,1461530,1462823,G12WB-1393-MONOMER,AM180355.1
G12WB-379,CD630_02740,335741,336872,G12WB-379-MONOMER,AM180355.1
G12WB-3349,CD630_31830,3723566,3724754,G12WB-3349-MONOMER,AM180355.1
G12WB-1865,CD630_17230,1997180,1997945,G12WB-1865-MONOMER,AM180355.1
G12WB-3751,CD630_35650,4166109,4166766,G12WB-3751-MONOMER,AM180355.1
G12WB-736,CD630_06271,751317,751548,G12WB-736-MONOMER,AM180355.1
G12WB-1828,CD630_16860,1959654,1960329,G12WB-1828-MONOMER,AM180355.1
G12WB-2102,CD630_19600,2259618,2260650,G12WB-2102-MONOMER,AM180355.1
G12WB-683,CD630_05720,680845,681664,G12WB-683-MONOMER,AM180355.1
G12WB-2541,CD630_23900,2759697,2760072,G12WB-2541-MONOMER,AM180355.1
G12WB-2066,CD630_19220,2222163,2222436,G12WB-2066-MONOMER,AM180355.1
G12WB-2939,CD630_27800,3230833,3232540,G12WB-2939-MONOMER,AM180355.1
G12WB-2503,CD630_23520,2721590,2722064,G12WB-2503-MONOMER,AM180355.1
G12WB-1408,CD630_12740,1479493,1481581,G12WB-1408-MONOMER,AM180355.1
G12WB-291,CD630_01860,244199,245102,G12WB-291-MONOMER,AM180355.1
G12WB-3364,CD630_31980,3743480,3744731,G12WB-3364-MONOMER,AM180355.1
G12WB-1373,CD630_12400,1443025,1443535,G12WB-1373-MONOMER,AM180355.1
G12WB-3773,CD630_35860,4186845,4187835,G12WB-3773-MONOMER,AM180355.1
G12WB-3334,CD630_31690,3701392,3702331,G12WB-3334-MONOMER,AM180355.1
G12WB-1844,CD630_17020,1976365,1977667,G12WB-1844-MONOMER,AM180355.1
G12WB-3732,CD630_35510,4145069,4146479,G12WB-3732-MONOMER,AM180355.1
G12WB-708,CD630_05950,719776,720313,G12WB-708-MONOMER,AM180355.1
G12WB-1810,CD630_16680,1944261,1945284,G12WB-1810-MONOMER,AM180355.1
G12WB-2083,CD630_19401,2238301,2238580,G12WB-2083-MONOMER,AM180355.1
G12WB-665,CD630_05530,659279,660590,G12WB-665-MONOMER,AM180355.1
G12WB-2523,CD630_23730,2739312,2740770,G12WB-2523-MONOMER,AM180355.1
G12WB-2049,CD630_19050,2206205,2207804,G12WB-2049-MONOMER,AM180355.1
G12WB-2924,CD630_27650,3213153,3214110,G12WB-2924-MONOMER,AM180355.1
G12WB-2489,CD630_23370,2703552,2704473,G12WB-2489-MONOMER,AM180355.1
G12WB-1391,CD630_12570,1459574,1459925,G12WB-1391-MONOMER,AM180355.1
G12WB-2895,CD630_27370,3175192,3175999,G12WB-2895-MONOMER,AM180355.1
G12WB-3347,CD630_31810,3720611,3721940,G12WB-3347-MONOMER,AM180355.1
G12WB-1352,CD630_12210,1419073,1419679,G12WB-1352-MONOMER,AM180355.1
G12WB-375,CD630_02700,330608,331490,G12WB-375-MONOMER,AM180355.1
G12WB-3310,CD630_31490,3674929,3678457,G12WB-3310-MONOMER,AM180355.1
G12WB-1825,CD630_16830,1957525,1958089,G12WB-1825-MONOMER,AM180355.1
G12WB-3716,CD630_35350,4130232,4131102,G12WB-3716-MONOMER,AM180355.1
G12WB-680,CD630_05690,677416,678421,G12WB-680-MONOMER,AM180355.1
G12WB-1791,CD630_16520,1915886,1916486,G12WB-1791-MONOMER,AM180355.1
G12WB-2064,CD630_19200,2220754,2221384,G12WB-2064-MONOMER,AM180355.1
G12WB-645,CD630_05330,638827,639190,G12WB-645-MONOMER,AM180355.1
G12WB-2501,CD630_23490,2718460,2719993,G12WB-2501-MONOMER,AM180355.1
G12WB-2473,CD630_23210,2683382,2684303,G12WB-2473-MONOMER,AM180355.1
G12WB-2908,CD630_27491,3193007,3193154,G12WB-2908-MONOMER,AM180355.1
G12WB-1335,CD630_12040,1402955,1403171,G12WB-1335-MONOMER,AM180355.1
G12WB-137,CD630_00820,107812,108181,G12WB-137-MONOMER,AM180355.1
G12WB-3293,CD630_31300,3646297,3647746,G12WB-3293-MONOMER,AM180355.1
G12WB-3331,CD630_31660,3699427,3699790,G12WB-3331-MONOMER,AM180355.1
G12WB-3699,CD630_35180,4110890,4112243,G12WB-3699-MONOMER,AM180355.1
G12WB-3730,CD630_35490,4143311,4144247,G12WB-3730-MONOMER,AM180355.1
G12WB-1770,CD630_16310,1889810,1890515,G12WB-1770-MONOMER,AM180355.1
G12WB-1807,CD630_16660,1939728,1941573,G12WB-1807-MONOMER,AM180355.1
G12WB-627,CD630_05140,607560,612429,G12WB-627-MONOMER,AM180355.1
G12WB-663,CD630_05510,656968,658240,G12WB-663-MONOMER,AM180355.1
G12WB-245,CD630_01410,187365,188040,G12WB-245-MONOMER,AM180355.1
G12WB-2047,CD630_19030,2204240,2204777,G12WB-2047-MONOMER,AM180355.1
G12WB-132,CD630_00780,105663,105999,G12WB-132-MONOMER,AM180355.1
G12WB-2487,CD630_23350,2700696,2702196,G12WB-2487-MONOMER,AM180355.1
G12WB-2860,CD630_27070,3130784,3132002,G12WB-2860-MONOMER,AM180355.1
G12WB-2893,CD630_27350,3172412,3173840,G12WB-2893-MONOMER,AM180355.1
G12WB-3277,CD630_31150,3626874,3628329,G12WB-3277-MONOMER,AM180355.1
G12WB-135,CD630_00801,107305,107509,G12WB-135-MONOMER,AM180355.1
G12WB-1746,CD630_16070,1860494,1861211,G12WB-1746-MONOMER,AM180355.1
G12WB-3308,CD630_31470,3670356,3671982,G12WB-3308-MONOMER,AM180355.1
G12WB-3684,CD630_35030,4094057,4094720,G12WB-3684-MONOMER,AM180355.1
G12WB-3714,CD630_35330,4128619,4129333,G12WB-3714-MONOMER,AM180355.1
G12WB-609,CD630_04980,586450,587836,G12WB-609-MONOMER,AM180355.1
G12WB-1789,CD630_16500,1912288,1913254,G12WB-1789-MONOMER,AM180355.1
G12WB-2431,CD630_22780,2642987,2643674,G12WB-2431-MONOMER,AM180355.1
G12WB-643,CD630_05310,636500,637412,G12WB-643-MONOMER,AM180355.1
G12WB-1302,CD630_11720,1370833,1372054,G12WB-1302-MONOMER,AM180355.1
G12WB-2471,CD630_23190,2682066,2682732,G12WB-2471-MONOMER,AM180355.1
G12WB-2843,CD630_26900,3108960,3109893,G12WB-2843-MONOMER,AM180355.1
G12WB-1333,CD630_12020,1400681,1401752,G12WB-1333-MONOMER,AM180355.1
G12WB-3261,CD630_30990,3605033,3606221,G12WB-3261-MONOMER,AM180355.1
G12WB-2880,CD630_27230,3159560,3160625,G12WB-2880-MONOMER,AM180355.1
G12WB-1729,CD630_15910,1844993,1846688,G12WB-1729-MONOMER,AM180355.1
G12WB-3291,CD630_31280,3643208,3643880,G12WB-3291-MONOMER,AM180355.1
G12WB-367,CD630_02630,323725,325801,G12WB-367-MONOMER,AM180355.1
G12WB-3697,CD630_35160,4109359,4109638,G12WB-3697-MONOMER,AM180355.1
G12WB-594,CD630_04820,570186,571611,G12WB-594-MONOMER,AM180355.1
G12WB-1767,CD630_16280,1885923,1888062,G12WB-1767-MONOMER,AM180355.1
G12WB-2412,CD630_22560,2614622,2615672,G12WB-2412-MONOMER,AM180355.1
G12WB-623,CD630_05101,603578,603809,G12WB-623-MONOMER,AM180355.1
G12WB-1284,CD630_11540,1352636,1352966,G12WB-1284-MONOMER,AM180355.1
G12WB-2445,CD630_22920,2659170,2659584,G12WB-2445-MONOMER,AM180355.1
G12WB-2826,CD630_26750,3090806,3091709,G12WB-2826-MONOMER,AM180355.1
G12WB-1317,CD630_11860,1386556,1388557,G12WB-1317-MONOMER,AM180355.1
G12WB-3246,CD630_30850,3583001,3585617,G12WB-3246-MONOMER,AM180355.1
G12WB-2858,CD630_27050,3127141,3128506,G12WB-2858-MONOMER,AM180355.1
G12WB-1705,CD630_15670,1814420,1815098,G12WB-1705-MONOMER,AM180355.1
G12WB-3275,CD630_31130,3623231,3624611,G12WB-3275-MONOMER,AM180355.1
G12WB-3653,CD630_34730,4063900,4064161,G12WB-3653-MONOMER,AM180355.1
G12WB-1744,CD630_16050,1859252,1859711,G12WB-1744-MONOMER,AM180355.1
G12WB-575,CD630_04630,552157,552796,G12WB-575-MONOMER,AM180355.1
G12WB-3682,CD630_35010,4090080,4093467,G12WB-3682-MONOMER,AM180355.1
G12WB-2391,CD630_22360,2587408,2588296,G12WB-2391-MONOMER,AM180355.1
G12WB-607,CD630_04960,585694,586009,G12WB-607-MONOMER,AM180355.1
G12WB-127,CD630_00730,102883,103513,G12WB-127-MONOMER,AM180355.1
G12WB-243,CD630_01390,185302,186262,G12WB-243-MONOMER,AM180355.1
G12WB-2811,CD630_26600,3069604,3070891,G12WB-2811-MONOMER,AM180355.1
G12WB-130,CD630_00760,104485,105316,G12WB-130-MONOMER,AM180355.1
G12WB-3230,CD630_30690,3564042,3564852,G12WB-3230-MONOMER,AM180355.1
G12WB-2841,CD630_26880,3107367,3107589,G12WB-2841-MONOMER,AM180355.1
G12WB-1681,CD630_15430,1792478,1793132,G12WB-1681-MONOMER,AM180355.1
G12WB-326,CD630_02230,285931,287464,G12WB-326-MONOMER,AM180355.1
G12WB-3636,CD630_34560,4050028,4050598,G12WB-3636-MONOMER,AM180355.1
G12WB-1727,CD630_15890,1842495,1843458,G12WB-1727-MONOMER,AM180355.1
G12WB-558,CD630_04470,531537,532947,G12WB-558-MONOMER,AM180355.1
G12WB-3668,CD630_34870,4074361,4075951,G12WB-3668-MONOMER,AM180355.1
G12WB-99,CD630_00470,71714,72428,G12WB-99-MONOMER,AM180355.1
G12WB-592,CD630_04800,568644,569421,G12WB-592-MONOMER,AM180355.1
G12WB-237,CD630_01330,179478,180261,G12WB-237-MONOMER,AM180355.1
G12WB-241,CD630_01370,183343,184678,G12WB-241-MONOMER,AM180355.1
G12WB-1250,CD630_11230,1320104,1320977,G12WB-1250-MONOMER,AM180355.1
G12WB-1282,CD630_11520,1350568,1351699,G12WB-1282-MONOMER,AM180355.1
G12WB-2792,CD630_26410,3049424,3049688,G12WB-2792-MONOMER,AM180355.1
G12WB-2824,CD630_26730,3088816,3089776,G12WB-2824-MONOMER,AM180355.1
G12WB-3216,CD630_30550,3547741,3549649,G12WB-3216-MONOMER,AM180355.1
G12WB-3244,CD630_30830,3579532,3581446,G12WB-3244-MONOMER,AM180355.1
G12WB-1664,CD630_15260,1768749,1770015,G12WB-1664-MONOMER,AM180355.1
G12WB-1703,CD630_15650,1811479,1812469,G12WB-1703-MONOMER,AM180355.1
G12WB-3620,CD630_34410,4032550,4033738,G12WB-3620-MONOMER,AM180355.1
G12WB-3651,CD630_34710,4062738,4063284,G12WB-3651-MONOMER,AM180355.1
G12WB-539,CD630_04310,510327,511800,G12WB-539-MONOMER,AM180355.1
G12WB-573,CD630_04610,550182,551364,G12WB-573-MONOMER,AM180355.1
G12WB-971,CD630_08630,1039716,1040046,G12WB-971-MONOMER,AM180355.1
G12WB-239,CD630_01350,182646,182955,G12WB-239-MONOMER,AM180355.1
G12WB-2354,CD630_21991,2547691,2547928,G12WB-2354-MONOMER,AM180355.1
G12WB-1268,CD630_11380,1337815,1338793,G12WB-1268-MONOMER,AM180355.1
G12WB-1236,CD630_11080,1303737,1305678,G12WB-1236-MONOMER,AM180355.1
G12WB-281,CD630_01750,232565,233039,G12WB-281-MONOMER,AM180355.1
G12WB-2769,CD630_26180,3024532,3027640,G12WB-2769-MONOMER,AM180355.1
G12WB-3229,CD630_30680,3563540,3564023,G12WB-3229-MONOMER,AM180355.1
G12WB-3198,CD630_30360,3525859,3527215,G12WB-3198-MONOMER,AM180355.1
G12WB-1678,CD630_15400,1787452,1789333,G12WB-1678-MONOMER,AM180355.1
G12WB-1642,CD630_15070,1744508,1745093,G12WB-1642-MONOMER,AM180355.1
G12WB-3634,CD630_34540,4047631,4048114,G12WB-3634-MONOMER,AM180355.1
G12WB-3604,CD630_34270,4018343,4018919,G12WB-3604-MONOMER,AM180355.1
G12WB-556,CD630_04450,528965,529340,G12WB-556-MONOMER,AM180355.1
G12WB-523,CD630_04160,486449,486713,G12WB-523-MONOMER,AM180355.1
G12WB-988,CD630_08800,1058186,1058633,G12WB-988-MONOMER,AM180355.1
G12WB-950,CD630_08400,1015653,1016538,G12WB-950-MONOMER,AM180355.1
G12WB-2367,CD630_22120,2564715,2565177,G12WB-2367-MONOMER,AM180355.1
G12WB-2338,CD630_21810,2525273,2526038,G12WB-2338-MONOMER,AM180355.1
G12WB-1249,CD630_11220,1319389,1319941,G12WB-1249-MONOMER,AM180355.1
G12WB-1221,CD630_10980,1290199,1291117,G12WB-1221-MONOMER,AM180355.1
G12WB-2790,CD630_26390,3048183,3048945,G12WB-2790-MONOMER,AM180355.1
G12WB-2751,CD630_25940,3002092,3003304,G12WB-2751-MONOMER,AM180355.1
G12WB-3214,CD630_30530,3545896,3546916,G12WB-3214-MONOMER,AM180355.1
G12WB-318,CD630_02150,278947,279346,G12WB-318-MONOMER,AM180355.1
G12WB-1662,CD630_15240,1766903,1767449,G12WB-1662-MONOMER,AM180355.1
G12WB-1626,CD630_14890,1724350,1725316,G12WB-1626-MONOMER,AM180355.1
G12WB-3619,CD630_34400,4031481,4032354,G12WB-3619-MONOMER,AM180355.1
G12WB-3587,CD630_34130,3998346,3999609,G12WB-3587-MONOMER,AM180355.1
G12WB-537,CD630_04290,509016,509619,G12WB-537-MONOMER,AM180355.1
G12WB-500,CD630_03940,465357,466356,G12WB-500-MONOMER,AM180355.1
G12WB-97,CD630_00450,69684,70335,G12WB-97-MONOMER,AM180355.1
