Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Accession-2,replicon
VC_1011,VC_1011,1080357,1080999,VC_1011-MONOMER,,AE003852.1
VC_1013,VC_1013,1081719,1082349,VC_1013-MONOMER,,AE003852.1
VC_1014,VC_1014,1082360,1083407,VC_1014-MONOMER,,AE003852.1
VC_1015,VC_1015,1083406,1085812,VC_1015-MONOMER,,AE003852.1
VC_1016,VC_1016,1085739,1086327,VC_1016-MONOMER,,AE003852.1
VC_1017,VC_1017,1086326,1086968,VC_1017-MONOMER,,AE003852.1
VC_1020,VC_1020,1089756,1089957,VC_1020-MONOMER,,AE003852.1
VC_1021,VC_1021,1090249,1091617,VC_1021-MONOMER,,AE003852.1
VC_1022,VC_1022,1091620,1091962,VC_1022-MONOMER,,AE003852.1
VC_1024,VC_1024,1093131,1094136,VC_1024-MONOMER,,AE003852.1
VC_1025,VC_1025,1094195,1094708,VC_1025-MONOMER,,AE003852.1
VC_1026,VC_1026,1094715,1095198,VC_1026-MONOMER,,AE003852.1
VC_1027,VC_1027,1095194,1095440,VC_1027-MONOMER,,AE003852.1
VC_1028,VC_1028,1095441,1095894,VC_1028-MONOMER,,AE003852.1
VC_1029,VC_1029,1095908,1096883,VC_1029-MONOMER,,AE003852.1
VC_1030,VC_1030,1096937,1097030,VC_1030-MONOMER,,AE003852.1
VC_1032,VC_1032,1097460,1097658,VC_1032-MONOMER,,AE003852.1
VC_1034,VC_1034,1100392,1101169,VC_1034-MONOMER,,AE003852.1
VC_1036,VC_1036,1102360,1104556,VC_1036-MONOMER,,AE003852.1
VC_1037,VC_1037,1104497,1105646,VC_1037-MONOMER,,AE003852.1
VC_1038,VC_1038,1105804,1106464,VC_1038-MONOMER,,AE003852.1
VC_1040,VC_1040,1108744,1109350,VC_1040-MONOMER,,AE003852.1
VC_1043,VC_1043,1111530,1112817,VC_1043-MONOMER,,AE003852.1
VC_1046,VC_1046,1114747,1116202,VC_1046-MONOMER,,AE003852.1
VC_1047,VC_1047,1116153,1118328,VC_1047-MONOMER,,AE003852.1
VC_1049,VC_1049,1119080,1119980,VC_1049-MONOMER,,AE003852.1
VC_1051,VC_1051,1121464,1121596,VC_1051-MONOMER,,AE003852.1
VC_1053,VC_1053,1122125,1122671,VC_1053-MONOMER,,AE003852.1
VC_1054,VC_1054,1122689,1124768,VC_1054-MONOMER,,AE003852.1
VC_1056,VC_1056,1125182,1125785,VC_1056-MONOMER,,AE003852.1
VC_1059,VC_1059,1126811,1127555,VC_1059-MONOMER,,AE003852.1
VC_1060,VC_1060,1127704,1128775,VC_1060-MONOMER,,AE003852.1
VC_1063,VC_1063,1130555,1131416,VC_1063-MONOMER,,AE003852.1
VC_1067,VC_1067,1133234,1135316,VC_1067-MONOMER,,AE003852.1
VC_1068,VC_1068,1135857,1136199,VC_1068-MONOMER,,AE003852.1
VC_1071,VC_1071,1137846,1139082,VC_1071-MONOMER,,AE003852.1
VC_1072,VC_1072,1139200,1139344,VC_1072-MONOMER,,AE003852.1
VC_1076,VC_1076,1144670,1145510,VC_1076-MONOMER,,AE003852.1
VC_1078,VC_1078,1146073,1146214,VC_1078-MONOMER,,AE003852.1
VC_1090,VC_1090,1158068,1158212,VC_1090-MONOMER,,AE003852.1
VC_1092,VC_1092,1160447,1161368,VC_1092-MONOMER,,AE003852.1
VC_1093,VC_1093,1161381,1162284,VC_1093-MONOMER,,AE003852.1
VC_1095,VC_1095,1163261,1164272,VC_1095-MONOMER,,AE003852.1
VC_1097,VC_1097,1165466,1167611,VC_1097-MONOMER,,AE003852.1
VC_1098,VC_1098,1167746,1168943,VC_1098-MONOMER,,AE003852.1
VC_1104,VC_1104,1173700,1175170,VC_1104-MONOMER,,AE003852.1
VC_1105,VC_1105,1175202,1176174,VC_1105-MONOMER,,AE003852.1
VC_1107,VC_1107,1177055,1177652,VC_1107-MONOMER,,AE003852.1
VC_1109,VC_1109,1179025,1179121,VC_1109-MONOMER,,AE003852.1
VC_1110,VC_1110,1179129,1180437,VC_1110-MONOMER,,AE003852.1
VC_1111,VC_1111,1180543,1181830,VC_1111-MONOMER,,AE003852.1
VC_1112,VC_1112,1181956,1183009,VC_1112-MONOMER,,AE003852.1
VC_1113,VC_1113,1182992,1184147,VC_1113-MONOMER,,AE003852.1
VC_1114,VC_1114,1184008,1184947,VC_1114-MONOMER,,AE003852.1
VC_1115,VC_1115,1184922,1185639,VC_1115-MONOMER,,AE003852.1
VC_1116,VC_1116,1185720,1185930,VC_1116-MONOMER,,AE003852.1
VC_1117,VC_1117,1186156,1187020,VC_1117-MONOMER,,AE003852.1
VC_1126,VC_1126,1193366,1194737,VC_1126-MONOMER,,AE003852.1
VC_1127,VC_1127,1194794,1195412,VC_1127-MONOMER,,AE003852.1
VC_1128,VC_1128,1195434,1196553,VC_1128-MONOMER,,AE003852.1
VC_1129,VC_1129,1196814,1198119,VC_1129-MONOMER,,AE003852.1
VC_1130,VC_1130,1198166,1198580,VC_1130-MONOMER,,AE003852.1
VC_1132,VC_1132,1201259,1202174,VC_1132-MONOMER,,AE003852.1
VC_1133,VC_1133,1202178,1203474,VC_1133-MONOMER,,AE003852.1
VC_1134,VC_1134,1203477,1204518,VC_1134-MONOMER,,AE003852.1
VC_1135,VC_1135,1204569,1205643,VC_1135-MONOMER,,AE003852.1
VC_1136,VC_1136,1205642,1206254,VC_1136-MONOMER,,AE003852.1
VC_1137,VC_1137,1206296,1207034,VC_1137-MONOMER,,AE003852.1
VC_1138,VC_1138,1207015,1207789,VC_1138-MONOMER,,AE003852.1
VC_1139,VC_1139,1207785,1208418,VC_1139-MONOMER,,AE003852.1
VC_1140,VC_1140,1208618,1209491,VC_1140-MONOMER,,AE003852.1
VC_1141,VC_1141,1209651,1211877,VC_1141-MONOMER,,AE003852.1
VC_1142,VC_1142,1211975,1212206,VC_1142-MONOMER,,AE003852.1
VC_1143,VC_1143,1212669,1212990,VC_1143-MONOMER,,AE003852.1
VC_1144,VC_1144,1213028,1215299,VC_1144-MONOMER,,AE003852.1
VC_1149,VC_1149,1220317,1221964,VC_1149-MONOMER,,AE003852.1
VC_1153,VC_1153,1224974,1225583,VC_1153-MONOMER,,AE003852.1
VC_1157,VC_1157,1228095,1228866,VC_1157-MONOMER,,AE003852.1
VC_1159,VC_1159,1230430,1231570,VC_1159-MONOMER,,AE003852.1
VC_1163,VC_1163,1235013,1235985,VC_1163-MONOMER,,AE003852.1
VC_1164,VC_1164,1236096,1236837,VC_1164-MONOMER,,AE003852.1
VC_1165,VC_1165,1236962,1237832,VC_1165-MONOMER,,AE003852.1
VC_1166,VC_1166,1238123,1239899,VC_1166-MONOMER,,AE003852.1
VC_1169,VC_1169,1242247,1243054,VC_1169-MONOMER,,AE003852.1
VC_1170,VC_1170,1243053,1244244,VC_1170-MONOMER,,AE003852.1
VC_1171,VC_1171,1244284,1245694,VC_1171-MONOMER,,AE003852.1
VC_1172,VC_1172,1245699,1246761,VC_1172-MONOMER,,AE003852.1
VC_1173,VC_1173,1246718,1247330,VC_1173-MONOMER,,AE003852.1
VC_1174,VC_1174,1247326,1248898,VC_1174-MONOMER,,AE003852.1
VC_1175,VC_1175,1248907,1249000,VC_1175-MONOMER,,AE003852.1
VC_1176,VC_1176,1249031,1249169,VC_1176-MONOMER,,AE003852.1
VC_1179,VC_1179,1250861,1251827,VC_1179-MONOMER,,AE003852.1
VC_1180,VC_1180,1251994,1253716,VC_1180-MONOMER,,AE003852.1
VC_1181,VC_1181,1253708,1255496,VC_1181-MONOMER,,AE003852.1
VC_1182,VC_1182,1255615,1256572,VC_1182-MONOMER,,AE003852.1
VC_1188,VC_1188,1261729,1263496,VC_1188-MONOMER,,AE003852.1
VC_1190,VC_1190,1264435,1265653,VC_1190-MONOMER,,AE003852.1
VC_1192,VC_1192,1266152,1266260,VC_1192-MONOMER,,AE003852.1
VC_1200,VC_1200,1274130,1275342,VC_1200-MONOMER,,AE003852.1
VC_1202,VC_1202,1276290,1277826,VC_1202-MONOMER,,AE003852.1
VC_1206,VC_1206,1281865,1282576,VC_1206-MONOMER,,AE003852.1
VC_1209,VC_1209,1284103,1284703,VC_1209-MONOMER,,AE003852.1
VC_1213,VC_1213,1290574,1291219,VC_1213-MONOMER,,AE003852.1
VC_1214,VC_1214,1291218,1293051,VC_1214-MONOMER,,AE003852.1
VC_1215,VC_1215,1293098,1293656,VC_1215-MONOMER,,AE003852.1
VC_1218,VC_1218,1296291,1296408,VC_1218-MONOMER,,AE003852.1
VC_1219,VC_1219,1296439,1297423,VC_1219-MONOMER,,AE003852.1
VC_1220,VC_1220,1297449,1299837,VC_1220-MONOMER,,AE003852.1
VC_1221,VC_1221,1300119,1300254,VC_1221-MONOMER,,AE003852.1
VC_1222,VC_1222,1300275,1300572,VC_1222-MONOMER,,AE003852.1
VC_1223,VC_1223,1300555,1300792,VC_1223-MONOMER,,AE003852.1
VC_1224,VC_1224,1300700,1301480,VC_1224-MONOMER,,AE003852.1
VC_1225,VC_1225,1301551,1301797,VC_1225-MONOMER,,AE003852.1
VC_1227,VC_1227,1302557,1302728,VC_1227-MONOMER,,AE003852.1
VC_1228,VC_1228,1302697,1303879,VC_1228-MONOMER,,AE003852.1
VC_1230,VC_1230,1304978,1305098,VC_1230-MONOMER,,AE003852.1
VC_1231,VC_1231,1305060,1305948,VC_1231-MONOMER,,AE003852.1
VC_1234,VC_1234,1307188,1308613,VC_1234-MONOMER,,AE003852.1
VC_1236,VC_1236,1310477,1310924,VC_1236-MONOMER,,AE003852.1
VC_1237,VC_1237,1311450,1312560,VC_1237-MONOMER,,AE003852.1
VC_1238,VC_1238,1312559,1313345,VC_1238-MONOMER,,AE003852.1
VC_1239,VC_1239,1313353,1313893,VC_1239-MONOMER,,AE003852.1
VC_1240,VC_1240,1313899,1314502,VC_1240-MONOMER,,AE003852.1
VC_1241,VC_1241,1314659,1314767,VC_1241-MONOMER,,AE003852.1
VC_1243,VC_1243,1315815,1315962,VC_1243-MONOMER,,AE003852.1
VC_1244,VC_1244,1315914,1316922,VC_1244-MONOMER,,AE003852.1
VC_1245,VC_1245,1316908,1317664,VC_1245-MONOMER,,AE003852.1
VC_1251,VC_1251,1322776,1322875,VC_1251-MONOMER,,AE003852.1
VC_1253,VC_1253,1324347,1324776,VC_1253-MONOMER,,AE003852.1
VC_1255,VC_1255,1325154,1326324,VC_1255-MONOMER,,AE003852.1
VC_1256,VC_1256,1326383,1328669,VC_1256-MONOMER,,AE003852.1
VC_1257,VC_1257,1329117,1329855,VC_1257-MONOMER,,AE003852.1
VC_1258,VC_1258,1330206,1332891,VC_1258-MONOMER,,AE003852.1
VC_1261,VC_1261,1335278,1336493,VC_1261-MONOMER,,AE003852.1
VC_1262,VC_1262,1336675,1336852,VC_1262-MONOMER,,AE003852.1
VC_1263,VC_1263,1337022,1337673,VC_1263-MONOMER,,AE003852.1
VC_1264,VC_1264,1337808,1339116,VC_1264-MONOMER,,AE003852.1
VC_1268,VC_1268,1343034,1344609,VC_1268-MONOMER,,AE003852.1
VC_1269,VC_1269,1344754,1345303,VC_1269-MONOMER,,AE003852.1
VC_1278,VC_1278,1352764,1353244,VC_1278-MONOMER,,AE003852.1
VC_1279,VC_1279,1353600,1355223,VC_1279-MONOMER,,AE003852.1
VC_1280,VC_1280,1355387,1356683,VC_1280-MONOMER,,AE003852.1
VC_1285,VC_1285,1360358,1361117,VC_1285-MONOMER,,AE003852.1
VC_1287,VC_1287,1362385,1364551,VC_1287-MONOMER,,AE003852.1
VC_1288,VC_1288,1364569,1366207,VC_1288-MONOMER,,AE003852.1
VC_1292,VC_1292,1371468,1371570,VC_1292-MONOMER,,AE003852.1
VC_1293,VC_1293,1371534,1372776,VC_1293-MONOMER,,AE003852.1
VC_1294,VC_1294,1372936,1373122,VC_1294-MONOMER,,AE003852.1
VC_1296,VC_1296,1375080,1375929,VC_1296-MONOMER,,AE003852.1
VC_1297,VC_1297,1375994,1377440,VC_1297-MONOMER,,AE003852.1
VC_1299,VC_1299,1379570,1379939,VC_1299-MONOMER,,AE003852.1
VC_1303,VC_1303,1383844,1385221,VC_1303-MONOMER,,AE003852.1
VC_1308,VC_1308,1389974,1391516,VC_1308-MONOMER,,AE003852.1
VC_1309,VC_1309,1391515,1392091,VC_1309-MONOMER,,AE003852.1
VC_1312,VC_1312,1393725,1395012,VC_1312-MONOMER,,AE003852.1
VC_1315,VC_1315,1398498,1399848,VC_1315-MONOMER,,AE003852.1
VC_1319,VC_1319,1402324,1403647,VC_1319-MONOMER,,AE003852.1
VC_1320,VC_1320,1403672,1404377,VC_1320-MONOMER,,AE003852.1
VC_1322,VC_1322,1407904,1408120,VC_1322-MONOMER,,AE003852.1
VC_1324,VC_1324,1408945,1409134,VC_1324-MONOMER,,AE003852.1
VC_1325,VC_1325,1409079,1410054,VC_1325-MONOMER,,AE003852.1
VC_1326,VC_1326,1410121,1410277,VC_1326-MONOMER,,AE003852.1
VC_1327,VC_1327,1410223,1411768,VC_1327-MONOMER,,AE003852.1
VC_1328,VC_1328,1411772,1412786,VC_1328-MONOMER,,AE003852.1
VC_1331,VC_1331,1414989,1415118,VC_1331-MONOMER,,AE003852.1
VC_1336,VC_1336,1419709,1420636,VC_1336-MONOMER,,AE003852.1
VC_1337,VC_1337,1420811,1421945,VC_1337-MONOMER,,AE003852.1
VC_1338,VC_1338,1422040,1424647,VC_1338-MONOMER,,AE003852.1
VC_1339,VC_1339,1424655,1425858,VC_1339-MONOMER,,AE003852.1
VC_1344,VC_1344,1431463,1432573,VC_1344-MONOMER,,AE003852.1
VC_1347,VC_1347,1434724,1435372,VC_1347-MONOMER,,AE003852.1
VC_1351,VC_1351,1441402,1441597,VC_1351-MONOMER,,AE003852.1
VC_1352,VC_1352,1441609,1441702,VC_1352-MONOMER,,AE003852.1
VC_1355,VC_1355,1446241,1446526,VC_1355-MONOMER,,AE003852.1
VC_1356,VC_1356,1446591,1446921,VC_1356-MONOMER,,AE003852.1
VC_1357,VC_1357,1446886,1447006,VC_1357-MONOMER,,AE003852.1
VC_1365,VC_1365,1454743,1455481,VC_1365-MONOMER,,AE003852.1
VC_1366,VC_1366,1455493,1456189,VC_1366-MONOMER,,AE003852.1
VC_1367,VC_1367,1456160,1458164,VC_1367-MONOMER,,AE003852.1
VC_1376,VC_1376,1469401,1470967,VC_1376-MONOMER,,AE003852.1
VC_1378,VC_1378,1471563,1471746,VC_1378-MONOMER,,AE003852.1
VC_1381,VC_1381,1472743,1472953,VC_1381-MONOMER,,AE003852.1
VC_1382,VC_1382,1472910,1476840,VC_1382-MONOMER,,AE003852.1
VC_1383,VC_1383,1476817,1476949,VC_1383-MONOMER,,AE003852.1
VC_1385,VC_1385,1477494,1477605,VC_1385-MONOMER,,AE003852.1
VC_1386,VC_1386,1477678,1479031,VC_1386-MONOMER,,AE003852.1
VC_1387,VC_1387,1479064,1479163,VC_1387-MONOMER,,AE003852.1
VC_1388,VC_1388,1479155,1480172,VC_1388-MONOMER,,AE003852.1
VC_1392,VC_1392,1483163,1484678,VC_1392-MONOMER,,AE003852.1
VC_1397,VC_1397,1487057,1489343,VC_1397-MONOMER,,AE003852.1
VC_1398,VC_1398,1489339,1489714,VC_1398-MONOMER,,AE003852.1
VC_1399,VC_1399,1489688,1490555,VC_1399-MONOMER,,AE003852.1
VC_1401,VC_1401,1491208,1492285,VC_1401-MONOMER,,AE003852.1
VC_1403,VC_1403,1493880,1495806,VC_1403-MONOMER,,AE003852.1
VC_1404,VC_1404,1495939,1496062,VC_1404-MONOMER,,AE003852.1
VC_1408,VC_1408,1500917,1501520,VC_1408-MONOMER,,AE003852.1
VC_1409,VC_1409,1501626,1503081,VC_1409-MONOMER,,AE003852.1
VC_1410,VC_1410,1503061,1504282,VC_1410-MONOMER,,AE003852.1
VC_1411,VC_1411,1504291,1505827,VC_1411-MONOMER,,AE003852.1
VC_1412,VC_1412,1505780,1505897,VC_1412-MONOMER,,AE003852.1
VC_1415,VC_1415,1509631,1510150,VC_1415-MONOMER,,AE003852.1
VC_1416,VC_1416,1510277,1513769,VC_1416-MONOMER,,AE003852.1
VC_1417,VC_1417,1513747,1514608,VC_1417-MONOMER,,AE003852.1
VC_1418,VC_1418,1514610,1516536,VC_1418-MONOMER,,AE003852.1
VC_1419,VC_1419,1516532,1517276,VC_1419-MONOMER,,AE003852.1
VC_1423,VC_1423,1521010,1521745,VC_1423-MONOMER,,AE003852.1
VC_1424,VC_1424,1521891,1522929,VC_1424-MONOMER,,AE003852.1
VC_1426,VC_1426,1524174,1524945,VC_1426-MONOMER,,AE003852.1
VC_1427,VC_1427,1524944,1525805,VC_1427-MONOMER,,AE003852.1
VC_1428,VC_1428,1525785,1526919,VC_1428-MONOMER,,AE003852.1
VC_1432,VC_1432,1529580,1530513,VC_1432-MONOMER,,AE003852.1
VC_1433,VC_1433,1530638,1531586,VC_1433-MONOMER,,AE003852.1
VC_1436,VC_1436,1533228,1533393,VC_1436-MONOMER,,AE003852.1
VC_1437,VC_1437,1533396,1535769,VC_1437-MONOMER,,AE003852.1
VC_1439,VC_1439,1536328,1537309,VC_1439-MONOMER,,AE003852.1
VC_1440,VC_1440,1537316,1537481,VC_1440-MONOMER,,AE003852.1
VC_1441,VC_1441,1537492,1538113,VC_1441-MONOMER,,AE003852.1
VC_1442,VC_1442,1538126,1539560,VC_1442-MONOMER,,AE003852.1
VC_1446,VC_1446,1543230,1545396,VC_1446-MONOMER,,AE003852.1
VC_1447,VC_1447,1545398,1546802,VC_1447-MONOMER,,AE003852.1
VC_1448,VC_1448,1546756,1548919,VC_1448-MONOMER,,AE003852.1
VC_1450,VC_1450,1549661,1550123,VC_1450-MONOMER,,AE003852.1
VC_1451,VC_1451,1550107,1563784,VC_1451-MONOMER,,AE003852.1
VC_1456,VC_1456,1566966,1567341,VC_1456-MONOMER,,AE003852.1
VC_1457,VC_1457,1567337,1568114,VC_1457-MONOMER,,AE003852.1
VC_1458,VC_1458,1568212,1569412,VC_1458-MONOMER,,AE003852.1
VC_1459,VC_1459,1569408,1569702,VC_1459-MONOMER,,AE003852.1
VC_1461,VC_1461,1570992,1571241,VC_1461-MONOMER,,AE003852.1
VC_1471,VC_1471,1579038,1579206,VC_1471-MONOMER,,AE003852.1
VC_1477,VC_1477,1583159,1583513,VC_1477-MONOMER,,AE003852.1
VC_1481,VC_1481,1586097,1586607,VC_1481-MONOMER,,AE003852.1
VC_1482,VC_1482,1586563,1588360,VC_1482-MONOMER,,AE003852.1
VC_1483,VC_1483,1588424,1588943,VC_1483-MONOMER,,AE003852.1
VC_1484,VC_1484,1589025,1589199,VC_1484-MONOMER,,AE003852.1
VC_1488,VC_1488,1593213,1595340,VC_1488-MONOMER,,AE003852.1
VC_1489,VC_1489,1595598,1595730,VC_1489-MONOMER,,AE003852.1
VC_1490,VC_1490,1595799,1596342,VC_1490-MONOMER,,AE003852.1
VC_1491,VC_1491,1596496,1597507,VC_1491-MONOMER,,AE003852.1
VC_1494,VC_1494,1602880,1605487,VC_1494-MONOMER,,AE003852.1
VC_1496,VC_1496,1606510,1608508,VC_1496-MONOMER,,AE003852.1
VC_1497,VC_1497,1608525,1609152,VC_1497-MONOMER,,AE003852.1
VC_1502,VC_1502,1615580,1617092,VC_1502-MONOMER,,AE003852.1
VC_1504,VC_1504,1618208,1618700,VC_1504-MONOMER,,AE003852.1
VC_1505,VC_1505,1618696,1619557,VC_1505-MONOMER,,AE003852.1
VC_1509,VC_1509,1621991,1622771,VC_1509-MONOMER,,AE003852.1
VC_1519,VC_1519,1631767,1632781,VC_1519-MONOMER,,AE003852.1
VC_1526,VC_1526,1640677,1641289,VC_1526-MONOMER,,AE003852.1
VC_1529,VC_1529,1643548,1643974,VC_1529-MONOMER,,AE003852.1
VC_1530,VC_1530,1643984,1644146,VC_1530-MONOMER,,AE003852.1
VC_1532,VC_1532,1644671,1645580,VC_1532-MONOMER,,AE003852.1
VC_1535,VC_1535,1647372,1648965,VC_1535-MONOMER,,AE003852.1
VC_1536,VC_1536,1648957,1649395,VC_1536-MONOMER,,AE003852.1
VC_1537,VC_1537,1649483,1649984,VC_1537-MONOMER,,AE003852.1
VC_1540,VC_1540,1652327,1653713,VC_1540-MONOMER,,AE003852.1
VC_1544,VC_1544,1657236,1657857,VC_1544-MONOMER,,AE003852.1
VC_1545,VC_1545,1657856,1658261,VC_1545-MONOMER,,AE003852.1
VC_1546,VC_1546,1658257,1658800,VC_1546-MONOMER,,AE003852.1
VC_1547,VC_1547,1658806,1660180,VC_1547-MONOMER,,AE003852.1
VC_1551,VC_1551,1663527,1664370,VC_1551-MONOMER,,AE003852.1
VC_1555,VC_1555,1667143,1667656,VC_1555-MONOMER,,AE003852.1
VC_1559,VC_1559,1670918,1671020,VC_1559-MONOMER,,AE003852.1
VC_1560,VC_1560,1671040,1673215,VC_1560-MONOMER,,AE003852.1
VC_1561,VC_1561,1673279,1674209,VC_1561-MONOMER,,AE003852.1
VC_1562,VC_1562,1674272,1675445,VC_1562-MONOMER,,AE003852.1
VC_1563,VC_1563,1675594,1676611,VC_1563-MONOMER,,AE003852.1
VC_1564,VC_1564,1676601,1676724,VC_1564-MONOMER,,AE003852.1
VC_1565,VC_1565,1676744,1678004,VC_1565-MONOMER,,AE003852.1
VC_1566,VC_1566,1678003,1679218,VC_1566-MONOMER,,AE003852.1
VC_1567,VC_1567,1679221,1680499,VC_1567-MONOMER,,AE003852.1
VC_1568,VC_1568,1680498,1681200,VC_1568-MONOMER,,AE003852.1
VC_1569,VC_1569,1681165,1681267,VC_1569-MONOMER,,AE003852.1
VC_1573,VC_1573,1684518,1685904,VC_1573-MONOMER,,AE003852.1
VC_1577,VC_1577,1687437,1688259,VC_1577-MONOMER,,AE003852.1
VC_1578,VC_1578,1688260,1688497,VC_1578-MONOMER,,AE003852.1
VC_1579,VC_1579,1688480,1690151,VC_1579-MONOMER,,AE003852.1
VC_1585,VC_1585,1696498,1698202,VC_1585-MONOMER,,AE003852.1
VC_1586,VC_1586,1698375,1698477,VC_1586-MONOMER,,AE003852.1
VC_1588,VC_1588,1699072,1699954,VC_1588-MONOMER,,AE003852.1
VC_1589,VC_1589,1700059,1700845,VC_1589-MONOMER,,AE003852.1
VC_1590,VC_1590,1700983,1702687,VC_1590-MONOMER,,AE003852.1
VC_1591,VC_1591,1702683,1703442,VC_1591-MONOMER,,AE003852.1
VC_1592,VC_1592,1703679,1704534,VC_1592-MONOMER,,AE003852.1
VC_1593,VC_1593,1704616,1705906,VC_1593-MONOMER,,AE003852.1
VC_1594,VC_1594,1705923,1706976,VC_1594-MONOMER,,AE003852.1
VC_1595,VC_1595,1706984,1708202,VC_1595-MONOMER,,AE003852.1
VC_1602,VC_1602,1715543,1716530,VC_1602-MONOMER,,AE003852.1
VC_1611,VC_1611,1725651,1726611,VC_1611-MONOMER,,AE003852.1
VC_1612,VC_1612,1726819,1727533,VC_1612-MONOMER,,AE003852.1
VC_1614,VC_1614,1727959,1729048,VC_1614-MONOMER,,AE003852.1
VC_1623,VC_1623,1743876,1745040,VC_1623-MONOMER,,AE003852.1
VC_1624,VC_1624,1745275,1746520,VC_1624-MONOMER,,AE003852.1
VC_1627,VC_1627,1750015,1751164,VC_1627-MONOMER,,AE003852.1
VC_1635,VC_1635,1760982,1761678,VC_1635-MONOMER,,AE003852.1
VC_1640,VC_1640,1766459,1766738,VC_1640-MONOMER,,AE003852.1
VC_1645,VC_1645,1771808,1772438,VC_1645-MONOMER,,AE003852.1
VC_1646,VC_1646,1772605,1772809,VC_1646-MONOMER,,AE003852.1
VC_1648,VC_1648,1774726,1774822,VC_1648-MONOMER,,AE003852.1
VC_1649,VC_1649,1774843,1776490,VC_1649-MONOMER,,AE003852.1
VC_1651,VC_1651,1779307,1780969,VC_1651-MONOMER,,AE003852.1
VC_1652,VC_1652,1780980,1782735,VC_1652-MONOMER,,AE003852.1
VC_1653,VC_1653,1782739,1786180,VC_1653-MONOMER,,AE003852.1
VC_1654,VC_1654,1786521,1786632,VC_1654-MONOMER,,AE003852.1
VC_1655,VC_1655,1786970,1788326,VC_1655-MONOMER,,AE003852.1
VC_1657,VC_1657,1789283,1789424,VC_1657-MONOMER,,AE003852.1
VC_1670,VC_1670,1802326,1803781,VC_1670-MONOMER,,AE003852.1
VC_1671,VC_1671,1803861,1805052,VC_1671-MONOMER,,AE003852.1
VC_1673,VC_1673,1805806,1808920,VC_1673-MONOMER,,AE003852.1
VC_1676,VC_1676,1811181,1811598,VC_1676-MONOMER,,AE003852.1
VC_1677,VC_1677,1811563,1811797,VC_1677-MONOMER,,AE003852.1
VC_1678,VC_1678,1811810,1812479,VC_1678-MONOMER,,AE003852.1
VC_1679,VC_1679,1812688,1813705,VC_1679-MONOMER,,AE003852.1
VC_1682,VC_1682,1816389,1817277,VC_1682-MONOMER,,AE003852.1
VC_1689,VC_1689,1822751,1823312,VC_1689-MONOMER,,AE003852.1
VC_1690,VC_1690,1823363,1824488,VC_1690-MONOMER,,AE003852.1
VC_1691,VC_1691,1824543,1824642,VC_1691-MONOMER,,AE003852.1
VC_1692,VC_1692,1824694,1827157,VC_1692-MONOMER,,AE003852.1
VC_1693,VC_1693,1827180,1828365,VC_1693-MONOMER,,AE003852.1
VC_1694,VC_1694,1828411,1828630,VC_1694-MONOMER,,AE003852.1
VC_1695,VC_1695,1829273,1830116,VC_1695-MONOMER,,AE003852.1
VC_1701,VC_1701,1833588,1834029,VC_1701-MONOMER,,AE003852.1
VC_1704,VC_1704,1835074,1837360,VC_1704-MONOMER,,AE003852.1
VC_1705,VC_1705,1837613,1837709,VC_1705-MONOMER,,AE003852.1
VC_1706,VC_1706,1837755,1838673,VC_1706-MONOMER,,AE003852.1
VC_1710,VC_1710,1842808,1845265,VC_1710-MONOMER,,AE003852.1
VC_1714,VC_1714,1849178,1853654,VC_1714-MONOMER,,AE003852.1
VC_1715,VC_1715,1853650,1854394,VC_1715-MONOMER,,AE003852.1
VC_1716,VC_1716,1854353,1855691,VC_1716-MONOMER,,AE003852.1
VC_1717,VC_1717,1855702,1856485,VC_1717-MONOMER,,AE003852.1
VC_1718,VC_1718,1856574,1857423,VC_1718-MONOMER,,AE003852.1
VC_1719,VC_1719,1857522,1858227,VC_1719-MONOMER,,AE003852.1
VC_1720,VC_1720,1858451,1859114,VC_1720-MONOMER,,AE003852.1
VC_1721,VC_1721,1859520,1860531,VC_1721-MONOMER,,AE003852.1
VC_1722,VC_1722,1860889,1861477,VC_1722-MONOMER,,AE003852.1
VC_1726,VC_1726,1863876,1865331,VC_1726-MONOMER,,AE003852.1
VC_1727,VC_1727,1865332,1866550,VC_1727-MONOMER,,AE003852.1
VC_1728,VC_1728,1866681,1866816,VC_1728-MONOMER,,AE003852.1
VC_1729,VC_1729,1866931,1867042,VC_1729-MONOMER,,AE003852.1
VC_1730,VC_1730,1867218,1869849,VC_1730-MONOMER,,AE003852.1
VC_1732,VC_1732,1870524,1871805,VC_1732-MONOMER,,AE003852.1
VC_1733,VC_1733,1871808,1872012,VC_1733-MONOMER,,AE003852.1
VC_1734,VC_1734,1871986,1872091,VC_1734-MONOMER,,AE003852.1
VC_1735,VC_1735,1872071,1872803,VC_1735-MONOMER,,AE003852.1
VC_1737,VC_1737,1873591,1873810,VC_1737-MONOMER,,AE003852.1
VC_1738,VC_1738,1874113,1875013,VC_1738-MONOMER,,AE003852.1
VC_1739,VC_1739,1875027,1875324,VC_1739-MONOMER,,AE003852.1
VC_1742,VC_1742,1878783,1878921,VC_1742-MONOMER,,AE003852.1
VC_1747,VC_1747,1882270,1882495,VC_1747-MONOMER,,AE003852.1
VC_1752,VC_1752,1887311,1887437,VC_1752-MONOMER,,AE003852.1
