Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Accession-2
B488_RS00745	B488_RS00745	182975	183892	B488_RS00745-MONOMER	B488_01490
B488_RS06755	B488_RS06755	21505	22671	B488_RS06755-MONOMER	
B488_RS04850	B488_RS04850	1093028	1094083	B488_RS04850-MONOMER	B488_09990
B488_RS01925	B488_RS01925	454778	456253	B488_RS01925-MONOMER	B488_03930
B488_RS02165	B488_RS02165	499208	499282	B488_RS02165-tRNA	B488_13970
B488_RS05410	B488_RS05410	1210729	1211403	B488_RS05410-MONOMER	B488_11120
B488_RS07080	B488_RS07080	505371	505472	B488_RS07080-MONOMER	
B488_RS04495	B488_RS04495	1010503	1011246	B488_RS04495-MONOMER	B488_09380
B488_RS01320	B488_RS01320	299981	301021	B488_RS01320-MONOMER	B488_02640
B488_RS01035	B488_RS01035	242949	244214	B488_RS01035-MONOMER	B488_02090
B488_RS03060	B488_RS03060	691991	692407	B488_RS03060-MONOMER	B488_06290
B488_RS03935	B488_RS03935	895601	896926	B488_RS03935-MONOMER	B488_08230
B488_RS06445	B488_RS06445	1437650	1438660	B488_RS06445-MONOMER	B488_13240
B488_RS03310	B488_RS03310	761302	762462	B488_RS03310-MONOMER	B488_06840
B488_RS04435	B488_RS04435	998959	999648	B488_RS04435-MONOMER	B488_09260
B488_RS05805	B488_RS05805	1303383	1304570	B488_RS05805-MONOMER	B488_11940
B488_RS05915	B488_RS05915	1327747	1328262	B488_RS05915-MONOMER	B488_12150
B488_RS03420	B488_RS03420	788699	789325	B488_RS03420-MONOMER	B488_07080
B488_RS04175	B488_RS04175	950505	951287	B488_RS04175-MONOMER	B488_08730
B488_RS01500	B488_RS01500	343164	344537	B488_RS01500-MONOMER	B488_02970
B488_RS04855	B488_RS04855	1094092	1094664	B488_RS04855-MONOMER	B488_10000
B488_RS00105	B488_RS00105	22815	29996	B488_RS00105-MONOMER	B488_00200
B488_RS05670	B488_RS05670	1268599	1270434	B488_RS05670-MONOMER	B488_11650
B488_RS01930	B488_RS01930	456404	457777	B488_RS01930-MONOMER	B488_03940
B488_RS05145	B488_RS05145	1151998	1152693	B488_RS05145-MONOMER	B488_10580
B488_RS00365	B488_RS00365	87761	90206	B488_RS00365-MONOMER	B488_00730
B488_RS06945	B488_RS06945	1211522	1212766	B488_RS06945-MONOMER	B488_11130
B488_RS07085	B488_RS07085	505500	505595	B488_RS07085-MONOMER	
B488_RS04525	B488_RS04525	1014967	1016037	B488_RS04525-MONOMER	B488_09440
B488_RS01325	B488_RS01325	301061	301552	B488_RS01325-MONOMER	B488_02650
B488_RS03690	B488_RS03690	848043	848579	B488_RS03690-MONOMER	B488_07670
B488_RS03795	B488_RS03795	867115	868545	B488_RS03795-MONOMER	B488_07910
B488_RS02875	B488_RS02875	648566	649534	B488_RS02875-MONOMER	B488_05900
B488_RS03065	B488_RS03065	692609	693382	B488_RS03065-MONOMER	B488_06300
B488_RS01775	B488_RS01775	409876	412737	B488_RS01775-MONOMER	B488_03580
B488_RS03315	B488_RS03315	763014	763676	B488_RS03315-MONOMER	B488_06860
B488_RS04610	B488_RS04610	1034801	1035778	B488_RS04610-MONOMER	B488_09610
B488_RS06545	B488_RS06545	1460198	1461415	B488_RS06545-MONOMER	B488_13430
B488_RS06560	B488_RS06560	1462417	1462493	B488_RS06560-tRNA	B488_14270
B488_RS02755	B488_RS02755	614532	615500	B488_RS02755-MONOMER	B488_05660
B488_RS06055	B488_RS06055	1359028	1359318	B488_RS06055-MONOMER	B488_12430
B488_RS04230	B488_RS04230	962308	963501	B488_RS04230-MONOMER	B488_08840
B488_RS03550	B488_RS03550	817974	818723	B488_RS03550-MONOMER	B488_07350
B488_RS06315	B488_RS06315	1409686	1410489	B488_RS06315-MONOMER	B488_12980
B488_RS01625	B488_RS01625	375693	376745	B488_RS01625-MONOMER	B488_03260
B488_RS05525	B488_RS05525	1233310	1234263	B488_RS05525-MONOMER	B488_11350
B488_RS00750	B488_RS00750	183938	185128	B488_RS00750-MONOMER	B488_01500
B488_RS04060	B488_RS04060	931272	931700	B488_RS04060-MONOMER	B488_08480
B488_RS00110	B488_RS00110	30127	31191	B488_RS00110-MONOMER	B488_00210
B488_RS04860	B488_RS04860	1095097	1095492	B488_RS04860-MONOMER	B488_10010
B488_RS01935	B488_RS01935	457986	459389	B488_RS01935-MONOMER	B488_03950
B488_RS05150	B488_RS05150	1152775	1153812	B488_RS05150-MONOMER	B488_10590
B488_RS02435	B488_RS02435	547448	548729	B488_RS02435-MONOMER	B488_05050
B488_RS00370	B488_RS00370	90377	91612	B488_RS00370-MONOMER	B488_00740
B488_RS02695	B488_RS02695	604345	604420	B488_RS02695-tRNA	B488_13980
B488_RS05420	B488_RS05420	1212790	1213575	B488_RS05420-MONOMER	B488_11140
B488_RS02200	B488_RS02200	505968	508616	B488_RS02200-MONOMER	B488_04520
B488_RS01330	B488_RS01330	301646	302254	B488_RS01330-MONOMER	B488_02660
B488_RS01040	B488_RS01040	244456	245859	B488_RS01040-MONOMER	B488_02110
B488_RS06235	B488_RS06235	1394703	1395697	B488_RS06235-MONOMER	B488_12800
B488_RS00645	B488_RS00645	158525	159616	B488_RS00645-MONOMER	B488_01290
B488_RS03070	B488_RS03070	693572	694132	B488_RS03070-MONOMER	
B488_RS03940	B488_RS03940	896971	897786	B488_RS03940-MONOMER	B488_08240
B488_RS04825	B488_RS04825	1086000	1086074	B488_RS04825-tRNA	B488_14150
B488_RS03320	B488_RS03320	763735	765561	B488_RS03320-MONOMER	B488_06870
B488_RS05810	B488_RS05810	1304577	1305218	B488_RS05810-MONOMER	B488_11950
B488_RS05920	B488_RS05920	1328549	1329562	B488_RS05920-MONOMER	B488_12160
B488_RS00890	B488_RS00890	218086	219774	B488_RS00890-MONOMER	B488_01780
B488_RS04865	B488_RS04865	1095563	1097359	B488_RS04865-MONOMER	B488_10020
B488_RS00115	B488_RS00115	31268	32824	B488_RS00115-MONOMER	B488_00220
B488_RS05675	B488_RS05675	1270777	1272996	B488_RS05675-MONOMER	B488_11660
B488_RS04120	B488_RS04120	941647	942447	B488_RS04120-MONOMER	B488_08590
B488_RS01940	B488_RS01940	459589	461049	B488_RS01940-MONOMER	B488_03970
B488_RS05160	B488_RS05160	1154528	1155568	B488_RS05160-MONOMER	B488_10600
B488_RS05425	B488_RS05425	1213939	1215792	B488_RS05425-MONOMER	B488_11150
B488_RS02205	B488_RS02205	508806	510197	B488_RS02205-MONOMER	B488_04530
B488_RS02580	B488_RS02580	575306	575980	B488_RS02580-MONOMER	B488_05330
B488_RS06175	B488_RS06175	1383503	1384999	B488_RS06175-MONOMER	B488_12680
B488_RS01335	B488_RS01335	302254	302562	B488_RS01335-MONOMER	B488_02670
B488_RS02670	B488_RS02670	597819	598706	B488_RS02670-MONOMER	B488_05510
B488_RS03695	B488_RS03695	848827	849126	B488_RS03695-MONOMER	B488_07690
B488_RS03800	B488_RS03800	869081	870229	B488_RS03800-MONOMER	B488_07930
B488_RS02880	B488_RS02880	649813	650547	B488_RS02880-MONOMER	B488_05910
B488_RS03075	B488_RS03075	694761	695447	B488_RS03075-MONOMER	
B488_RS06375	B488_RS06375	1421228	1422226	B488_RS06375-MONOMER	B488_13100
B488_RS01780	B488_RS01780	413026	413613	B488_RS01780-MONOMER	B488_03590
B488_RS03325	B488_RS03325	765650	767020	B488_RS03325-MONOMER	B488_06880
B488_RS06550	B488_RS06550	1461426	1461773	B488_RS06550-MONOMER	B488_13440
B488_RS02760	B488_RS02760	615647	617299	B488_RS02760-MONOMER	B488_05670
B488_RS06060	B488_RS06060	1359522	1360337	B488_RS06060-MONOMER	B488_12440
B488_RS03555	B488_RS03555	819165	820526	B488_RS03555-MONOMER	B488_07360
B488_RS01630	B488_RS01630	376738	377631	B488_RS01630-MONOMER	B488_03270
B488_RS05530	B488_RS05530	1234208	1235521	B488_RS05530-MONOMER	
B488_RS00755	B488_RS00755	185491	186003	B488_RS00755-MONOMER	B488_01510
B488_RS04870	B488_RS04870	1097382	1099142	B488_RS04870-MONOMER	B488_10030
B488_RS01945	B488_RS01945	461468	462262	B488_RS01945-MONOMER	B488_03980
B488_RS05165	B488_RS05165	1155909	1157408	B488_RS05165-MONOMER	B488_10610
B488_RS02440	B488_RS02440	548912	550741	B488_RS02440-MONOMER	B488_05060
B488_RS00375	B488_RS00375	92204	94078	B488_RS00375-MONOMER	
B488_RS02710	B488_RS02710	605667	605740	B488_RS02710-tRNA	B488_13990
B488_RS05430	B488_RS05430	1215921	1216619	B488_RS05430-MONOMER	B488_11160
B488_RS02210	B488_RS02210	510510	512477	B488_RS02210-MONOMER	B488_04540
B488_RS04380	B488_RS04380	986280	987557	B488_RS04380-MONOMER	B488_09150
B488_RS01045	B488_RS01045	246107	247039	B488_RS01045-MONOMER	B488_02120
B488_RS06715	B488_RS06715	1498366	1499076	B488_RS06715-MONOMER	B488_13720
B488_RS03080	B488_RS03080	695638	696432	B488_RS03080-MONOMER	B488_06340
B488_RS03945	B488_RS03945	898027	900336	B488_RS03945-MONOMER	B488_08250
B488_RS06450	B488_RS06450	1438632	1439774	B488_RS06450-MONOMER	B488_13250
B488_RS05815	B488_RS05815	1305211	1305945	B488_RS05815-MONOMER	B488_11960
B488_RS05925	B488_RS05925	1329682	1330881	B488_RS05925-MONOMER	B488_12170
B488_RS03425	B488_RS03425	789334	790286	B488_RS03425-MONOMER	B488_07090
B488_RS00380	B488_RS00380	95306	95677	B488_RS00380-MONOMER	B488_00780
B488_RS04180	B488_RS04180	951339	952808	B488_RS04180-MONOMER	B488_08740
B488_RS01505	B488_RS01505	344629	345378	B488_RS01505-MONOMER	B488_02980
B488_RS04030	B488_RS04030	918748	920577	B488_RS04030-MONOMER	B488_08420
B488_RS04875	B488_RS04875	1099819	1100628	B488_RS04875-MONOMER	
B488_RS00120	B488_RS00120	33352	34611	B488_RS00120-MONOMER	B488_00230
B488_RS05680	B488_RS05680	1273157	1273882	B488_RS05680-MONOMER	
B488_RS00895	B488_RS00895	220026	220769	B488_RS00895-MONOMER	B488_01790
B488_RS01950	B488_RS01950	462301	463167	B488_RS01950-MONOMER	B488_03990
B488_RS05170	B488_RS05170	1157537	1157830	B488_RS05170-MONOMER	B488_10620
B488_RS00385	B488_RS00385	95715	97058	B488_RS00385-MONOMER	B488_00790
B488_RS02215	B488_RS02215	512506	513441	B488_RS02215-MONOMER	B488_04550
B488_RS02585	B488_RS02585	576065	576319	B488_RS02585-MONOMER	B488_05340
B488_RS01340	B488_RS01340	302573	304565	B488_RS01340-MONOMER	
B488_RS03700	B488_RS03700	849126	849617	B488_RS03700-MONOMER	B488_07700
B488_RS03805	B488_RS03805	870809	871543	B488_RS03805-MONOMER	
B488_RS02885	B488_RS02885	650935	651657	B488_RS02885-MONOMER	B488_05920
B488_RS03085	B488_RS03085	696429	696938	B488_RS03085-MONOMER	B488_06350
B488_RS06890	B488_RS06890	968631	968906	B488_RS06890-MONOMER	B488_08910
B488_RS06565	B488_RS06565	1462555	1462669	B488_RS06565-rRNA	B488_14280
B488_RS00390	B488_RS00390	97443	97610	B488_RS00390-MONOMER	B488_00800
B488_RS02765	B488_RS02765	617422	617892	B488_RS02765-MONOMER	B488_05680
B488_RS07115	B488_RS07115	1360387	1360584	B488_RS07115-MONOMER	
B488_RS05970	B488_RS05970	1339545	1340216	B488_RS05970-MONOMER	B488_12260
B488_RS03560	B488_RS03560	820616	822010	B488_RS03560-MONOMER	B488_07370
B488_RS06320	B488_RS06320	1411124	1412350	B488_RS06320-MONOMER	B488_12990
B488_RS01635	B488_RS01635	377591	378895	B488_RS01635-MONOMER	B488_03280
B488_RS05535	B488_RS05535	1235594	1236115	B488_RS05535-MONOMER	B488_11370
B488_RS06555	B488_RS06555	1461869	1462342	B488_RS06555-MONOMER	B488_13450
B488_RS00760	B488_RS00760	186209	186907	B488_RS00760-MONOMER	B488_01520
B488_RS04880	B488_RS04880	1100672	1101934	B488_RS04880-MONOMER	B488_10060
B488_RS01955	B488_RS01955	463404	463784	B488_RS01955-MONOMER	B488_04000
B488_RS05175	B488_RS05175	1158267	1160696	B488_RS05175-MONOMER	B488_10630
B488_RS02445	B488_RS02445	550795	550980	B488_RS02445-MONOMER	B488_05070
B488_RS02735	B488_RS02735	610991	611066	B488_RS02735-tRNA	B488_14000
B488_RS00395	B488_RS00395	98213	99172	B488_RS00395-MONOMER	B488_00810
B488_RS02220	B488_RS02220	513617	514237	B488_RS02220-MONOMER	B488_04570
B488_RS01345	B488_RS01345	304565	306067	B488_RS01345-MONOMER	B488_02690
B488_RS01050	B488_RS01050	247039	247788	B488_RS01050-MONOMER	B488_02130
B488_RS04570	B488_RS04570	1024610	1025944	B488_RS04570-MONOMER	B488_09530
B488_RS00650	B488_RS00650	159616	160092	B488_RS00650-MONOMER	B488_01300
B488_RS03090	B488_RS03090	697067	698140	B488_RS03090-MONOMER	B488_06360
B488_RS00900	B488_RS00900	220780	221523	B488_RS00900-MONOMER	B488_01800
B488_RS05100	B488_RS05100	1145260	1145344	B488_RS05100-tRNA	B488_14160
B488_RS05820	B488_RS05820	1306112	1307200	B488_RS05820-MONOMER	B488_11970
B488_RS05930	B488_RS05930	1331006	1332016	B488_RS05930-MONOMER	B488_12180
B488_RS03430	B488_RS03430	790283	791710	B488_RS03430-MONOMER	B488_07100
B488_RS00400	B488_RS00400	99333	101330	B488_RS00400-MONOMER	B488_00820
B488_RS04630	B488_RS04630	1041676	1042005	B488_RS04630-MONOMER	B488_09650
B488_RS06590	B488_RS06590	1468030	1469340	B488_RS06590-MONOMER	B488_13470
B488_RS05685	B488_RS05685	1273922	1274905	B488_RS05685-MONOMER	B488_11680
B488_RS04125	B488_RS04125	942577	943635	B488_RS04125-MONOMER	B488_08600
B488_RS01960	B488_RS01960	464134	465768	B488_RS01960-MONOMER	B488_04010
B488_RS05180	B488_RS05180	1160710	1161795	B488_RS05180-MONOMER	B488_10640
B488_RS02225	B488_RS02225	514321	515460	B488_RS02225-MONOMER	B488_04580
B488_RS04345	B488_RS04345	978017	978413	B488_RS04345-MONOMER	
B488_RS02590	B488_RS02590	576325	577095	B488_RS02590-MONOMER	B488_05350
B488_RS06180	B488_RS06180	1385263	1385628	B488_RS06180-MONOMER	B488_12690
B488_RS01350	B488_RS01350	306088	307530	B488_RS01350-MONOMER	B488_02700
B488_RS02675	B488_RS02675	598775	599254	B488_RS02675-MONOMER	B488_05520
B488_RS03705	B488_RS03705	849699	850526	B488_RS03705-MONOMER	B488_07710
B488_RS03810	B488_RS03810	871540	872424	B488_RS03810-MONOMER	B488_07950
B488_RS02890	B488_RS02890	652419	653363	B488_RS02890-MONOMER	
B488_RS06380	B488_RS06380	1422243	1422821	B488_RS06380-MONOMER	B488_13110
B488_RS03095	B488_RS03095	698130	699047	B488_RS03095-MONOMER	B488_06370
B488_RS06275	B488_RS06275	1403470	1403658	B488_RS06275-MONOMER	B488_12890
B488_RS01785	B488_RS01785	413827	414537	B488_RS01785-MONOMER	
B488_RS00905	B488_RS00905	221594	222661	B488_RS00905-MONOMER	B488_01810
B488_RS05205	B488_RS05205	1165801	1166595	B488_RS05205-MONOMER	B488_10690
B488_RS00405	B488_RS00405	101342	101986	B488_RS00405-MONOMER	B488_00830
B488_RS02770	B488_RS02770	618269	621589	B488_RS02770-MONOMER	B488_05690
B488_RS04000	B488_RS04000	912199	913362	B488_RS04000-MONOMER	B488_08360
B488_RS07120	B488_RS07120	1360556	1360825	B488_RS07120-MONOMER	
B488_RS03565	B488_RS03565	822114	822662	B488_RS03565-MONOMER	B488_07380
B488_RS01640	B488_RS01640	379073	381766	B488_RS01640-MONOMER	B488_03290
B488_RS05540	B488_RS05540	1236761	1237018	B488_RS05540-MONOMER	B488_11380
B488_RS06595	B488_RS06595	1469352	1469912	B488_RS06595-MONOMER	B488_13480
B488_RS00765	B488_RS00765	187130	187702	B488_RS00765-MONOMER	B488_01540
B488_RS03950	B488_RS03950	900422	902110	B488_RS03950-MONOMER	B488_08260
B488_RS00125	B488_RS00125	34608	36192	B488_RS00125-MONOMER	B488_00240
B488_RS04885	B488_RS04885	1102181	1103052	B488_RS04885-MONOMER	B488_10070
B488_RS01965	B488_RS01965	465810	467150	B488_RS01965-MONOMER	B488_04020
B488_RS05185	B488_RS05185	1161893	1162267	B488_RS05185-MONOMER	B488_10650
B488_RS02450	B488_RS02450	551001	552128	B488_RS02450-MONOMER	B488_05080
B488_RS07010	B488_RS07010	733226	733601	B488_RS07010-RNA	
B488_RS00410	B488_RS00410	102037	102363	B488_RS00410-MONOMER	B488_00840
B488_RS02230	B488_RS02230	515483	516649	B488_RS02230-MONOMER	B488_04590
B488_RS04500	B488_RS04500	1011243	1013324	B488_RS04500-MONOMER	B488_09390
B488_RS01355	B488_RS01355	307533	308309	B488_RS01355-MONOMER	B488_02710
B488_RS01055	B488_RS01055	248268	249131	B488_RS01055-MONOMER	B488_02140
B488_RS03100	B488_RS03100	699216	700103	B488_RS03100-MONOMER	B488_06380
B488_RS06455	B488_RS06455	1439771	1440409	B488_RS06455-MONOMER	B488_13260
B488_RS00910	B488_RS00910	222717	223730	B488_RS00910-MONOMER	B488_01820
B488_RS04425	B488_RS04425	996609	998042	B488_RS04425-MONOMER	B488_09240
B488_RS03435	B488_RS03435	791710	792831	B488_RS03435-MONOMER	B488_07110
B488_RS00415	B488_RS00415	102506	103306	B488_RS00415-MONOMER	B488_00850
B488_RS01510	B488_RS01510	345868	347133	B488_RS01510-MONOMER	B488_02990
B488_RS06600	B488_RS06600	1470072	1470677	B488_RS06600-MONOMER	B488_13490
B488_RS00130	B488_RS00130	36307	38118	B488_RS00130-MONOMER	B488_00250
B488_RS04890	B488_RS04890	1103117	1103779	B488_RS04890-MONOMER	B488_10080
B488_RS01970	B488_RS01970	467377	469899	B488_RS01970-MONOMER	B488_04040
B488_RS05190	B488_RS05190	1162304	1162507	B488_RS05190-MONOMER	B488_10660
B488_RS00420	B488_RS00420	103296	103958	B488_RS00420-MONOMER	B488_00860
B488_RS02235	B488_RS02235	516750	518831	B488_RS02235-MONOMER	B488_04600
B488_RS04530	B488_RS04530	1016041	1017489	B488_RS04530-MONOMER	B488_09450
B488_RS01360	B488_RS01360	308314	309999	B488_RS01360-MONOMER	B488_02720
B488_RS06865	B488_RS06865	850693	851067	B488_RS06865-MONOMER	B488_07720
B488_RS03815	B488_RS03815	872424	873332	B488_RS03815-MONOMER	B488_07960
B488_RS02895	B488_RS02895	653566	654483	B488_RS02895-MONOMER	B488_05940
B488_RS03105	B488_RS03105	700105	701013	B488_RS03105-MONOMER	B488_06390
B488_RS01790	B488_RS01790	414760	415275	B488_RS01790-MONOMER	B488_03610
B488_RS06775	B488_RS06775	223835	224320	B488_RS06775-MONOMER	B488_01830
B488_RS04280	B488_RS04280	969430	969927	B488_RS04280-MONOMER	B488_08920
B488_RS06570	B488_RS06570	1462701	1465512	B488_RS06570-rRNA	B488_14290
B488_RS00425	B488_RS00425	104275	104523	B488_RS00425-MONOMER	B488_00870
B488_RS02775	B488_RS02775	621624	622877	B488_RS02775-MONOMER	B488_05700
B488_RS06070	B488_RS06070	1360988	1361719	B488_RS06070-MONOMER	B488_12460
B488_RS04235	B488_RS04235	963502	964650	B488_RS04235-MONOMER	B488_08850
B488_RS03570	B488_RS03570	822757	823452	B488_RS03570-MONOMER	B488_07390
B488_RS06325	B488_RS06325	1412569	1413366	B488_RS06325-MONOMER	B488_13000
B488_RS01645	B488_RS01645	382002	382874	B488_RS01645-MONOMER	B488_03300
B488_RS05545	B488_RS05545	1237036	1237728	B488_RS05545-MONOMER	B488_11390
B488_RS06605	B488_RS06605	1470817	1471467	B488_RS06605-MONOMER	B488_13500
B488_RS00770	B488_RS00770	187709	188323	B488_RS00770-MONOMER	B488_01550
B488_RS04065	B488_RS04065	931784	932317	B488_RS04065-MONOMER	B488_08490
B488_RS00135	B488_RS00135	38231	39211	B488_RS00135-MONOMER	B488_00260
B488_RS04895	B488_RS04895	1103929	1105053	B488_RS04895-MONOMER	B488_10090
B488_RS01975	B488_RS01975	470814	471185	B488_RS01975-MONOMER	B488_04050
B488_RS05195	B488_RS05195	1162692	1163228	B488_RS05195-MONOMER	B488_10670
B488_RS02455	B488_RS02455	552141	553118	B488_RS02455-MONOMER	B488_05090
B488_RS06955	B488_RS06955	803529	803938	B488_RS06955-RNA	
B488_RS00430	B488_RS00430	104529	105137	B488_RS00430-MONOMER	
B488_RS02240	B488_RS02240	519174	519944	B488_RS02240-MONOMER	B488_04610
B488_RS01365	B488_RS01365	310157	311500	B488_RS01365-MONOMER	B488_02730
B488_RS06240	B488_RS06240	1395708	1397153	B488_RS06240-MONOMER	B488_12810
B488_RS00655	B488_RS00655	160270	163767	B488_RS00655-MONOMER	B488_01310
B488_RS00920	B488_RS00920	224387	225319	B488_RS00920-MONOMER	
B488_RS05830	B488_RS05830	1308227	1309516	B488_RS05830-MONOMER	B488_11990
B488_RS05935	B488_RS05935	1332082	1334072	B488_RS05935-MONOMER	B488_12190
B488_RS03440	B488_RS03440	792838	793995	B488_RS03440-MONOMER	B488_07120
B488_RS00435	B488_RS00435	105154	105345	B488_RS00435-MONOMER	B488_00890
B488_RS06610	B488_RS06610	1471509	1472258	B488_RS06610-MONOMER	B488_13510
B488_RS04900	B488_RS04900	1105210	1106475	B488_RS04900-MONOMER	B488_10100
B488_RS00140	B488_RS00140	39208	39588	B488_RS00140-MONOMER	B488_00270
B488_RS05690	B488_RS05690	1275273	1276171	B488_RS05690-MONOMER	B488_11690
B488_RS04130	B488_RS04130	944123	944620	B488_RS04130-MONOMER	B488_08630
B488_RS01980	B488_RS01980	471275	471745	B488_RS01980-MONOMER	B488_04060
B488_RS05200	B488_RS05200	1163695	1165515	B488_RS05200-MONOMER	B488_10680
B488_RS00445	B488_RS00445	105946	108861	B488_RS00445-MONOMER	B488_00900
B488_RS02245	B488_RS02245	520024	520404	B488_RS02245-MONOMER	B488_04620
B488_RS02595	B488_RS02595	577370	578671	B488_RS02595-MONOMER	B488_05360
B488_RS06185	B488_RS06185	1385716	1386261	B488_RS06185-MONOMER	B488_12700
B488_RS01370	B488_RS01370	311585	312811	B488_RS01370-MONOMER	B488_02740
B488_RS03715	B488_RS03715	851202	852374	B488_RS03715-MONOMER	B488_07730
B488_RS02900	B488_RS02900	654586	655395	B488_RS02900-MONOMER	B488_05950
B488_RS03110	B488_RS03110	701030	702525	B488_RS03110-MONOMER	B488_06400
B488_RS06385	B488_RS06385	1422821	1424383	B488_RS06385-MONOMER	B488_13120
B488_RS01795	B488_RS01795	415562	416110	B488_RS01795-MONOMER	B488_03620
B488_RS05230	B488_RS05230	1172587	1173210	B488_RS05230-MONOMER	B488_10740
B488_RS00450	B488_RS00450	108895	109152	B488_RS00450-MONOMER	B488_00910
B488_RS02780	B488_RS02780	623015	623794	B488_RS02780-MONOMER	B488_05710
B488_RS06075	B488_RS06075	1361940	1363271	B488_RS06075-MONOMER	B488_12470
B488_RS03575	B488_RS03575	823652	825055	B488_RS03575-MONOMER	B488_07400
B488_RS01650	B488_RS01650	382912	384150	B488_RS01650-MONOMER	B488_03310
B488_RS05550	B488_RS05550	1237785	1238639	B488_RS05550-MONOMER	B488_11400
B488_RS06615	B488_RS06615	1472248	1473024	B488_RS06615-MONOMER	B488_13520
B488_RS00775	B488_RS00775	188581	189030	B488_RS00775-MONOMER	B488_01560
B488_RS03955	B488_RS03955	902177	902647	B488_RS03955-MONOMER	B488_08270
B488_RS00145	B488_RS00145	39832	40374	B488_RS00145-MONOMER	B488_00280
B488_RS04905	B488_RS04905	1106578	1106814	B488_RS04905-MONOMER	B488_10110
B488_RS00925	B488_RS00925	225325	226197	B488_RS00925-MONOMER	B488_01850
B488_RS01985	B488_RS01985	471770	473866	B488_RS01985-MONOMER	B488_04070
B488_RS02460	B488_RS02460	553138	553374	B488_RS02460-MONOMER	B488_05100
B488_RS03895	B488_RS03895	885931	886013	B488_RS03895-tRNA	B488_14010
B488_RS00455	B488_RS00455	109205	109561	B488_RS00455-MONOMER	B488_00920
B488_RS02250	B488_RS02250	520489	522132	B488_RS02250-MONOMER	B488_04630
B488_RS04385	B488_RS04385	987884	988498	B488_RS04385-MONOMER	B488_09160
B488_RS01375	B488_RS01375	312821	313504	B488_RS01375-MONOMER	B488_02750
B488_RS06720	B488_RS06720	1499069	1499722	B488_RS06720-MONOMER	B488_13730
B488_RS03115	B488_RS03115	702539	703993	B488_RS03115-MONOMER	B488_06410
B488_RS04595	B488_RS04595	1031003	1032157	B488_RS04595-MONOMER	B488_09580
B488_RS06460	B488_RS06460	1440406	1441686	B488_RS06460-MONOMER	B488_13270
B488_RS05140	B488_RS05140	1151734	1151808	B488_RS05140-tRNA	B488_14170
B488_RS05835	B488_RS05835	1309702	1310139	B488_RS05835-MONOMER	B488_12000
B488_RS05940	B488_RS05940	1334416	1334697	B488_RS05940-MONOMER	B488_12200
B488_RS03445	B488_RS03445	793989	795407	B488_RS03445-MONOMER	B488_07130
B488_RS00460	B488_RS00460	109548	110468	B488_RS00460-MONOMER	B488_00930
B488_RS04185	B488_RS04185	952977	954124	B488_RS04185-MONOMER	B488_08750
B488_RS01515	B488_RS01515	347407	349293	B488_RS01515-MONOMER	B488_03000
B488_RS04035	B488_RS04035	920797	925017	B488_RS04035-MONOMER	B488_08430
B488_RS06620	B488_RS06620	1473051	1473386	B488_RS06620-MONOMER	B488_13530
B488_RS04910	B488_RS04910	1107065	1107802	B488_RS04910-MONOMER	B488_10120
B488_RS00150	B488_RS00150	40469	42058	B488_RS00150-MONOMER	B488_00290
B488_RS05695	B488_RS05695	1276369	1277394	B488_RS05695-MONOMER	B488_11700
B488_RS01990	B488_RS01990	473931	475106	B488_RS01990-MONOMER	B488_04080
B488_RS06920	B488_RS06920	1166716	1167570	B488_RS06920-MONOMER	
B488_RS00465	B488_RS00465	110622	111752	B488_RS00465-MONOMER	B488_00940
B488_RS02255	B488_RS02255	522344	523555	B488_RS02255-MONOMER	B488_04640
B488_RS02600	B488_RS02600	578883	579557	B488_RS02600-MONOMER	B488_05370
B488_RS01380	B488_RS01380	313531	314286	B488_RS01380-MONOMER	B488_02760
B488_RS04430	B488_RS04430	998008	998697	B488_RS04430-MONOMER	B488_09250
B488_RS03720	B488_RS03720	852361	853389	B488_RS03720-MONOMER	B488_07740
B488_RS03820	B488_RS03820	873381	874201	B488_RS03820-MONOMER	
B488_RS02905	B488_RS02905	655392	656720	B488_RS02905-MONOMER	B488_05960
B488_RS03120	B488_RS03120	704231	704563	B488_RS03120-MONOMER	
B488_RS01800	B488_RS01800	416255	417292	B488_RS01800-MONOMER	B488_03630
B488_RS04285	B488_RS04285	969842	970744	B488_RS04285-MONOMER	B488_08930
B488_RS06575	B488_RS06575	1465786	1465861	B488_RS06575-tRNA	B488_14300
B488_RS06830	B488_RS06830	624142	624861	B488_RS06830-MONOMER	B488_05720
B488_RS06080	B488_RS06080	1363846	1365291	B488_RS06080-MONOMER	B488_12490
B488_RS03580	B488_RS03580	825162	826343	B488_RS03580-MONOMER	B488_07410
B488_RS06330	B488_RS06330	1413391	1413936	B488_RS06330-MONOMER	B488_13010
B488_RS00780	B488_RS00780	189232	190599	B488_RS00780-MONOMER	B488_01570
B488_RS01655	B488_RS01655	384606	385040	B488_RS01655-MONOMER	B488_03320
B488_RS05555	B488_RS05555	1238951	1239154	B488_RS05555-MONOMER	B488_11410
B488_RS06625	B488_RS06625	1473376	1474341	B488_RS06625-MONOMER	B488_13540
B488_RS00155	B488_RS00155	42328	44958	B488_RS00155-MONOMER	B488_00300
B488_RS04915	B488_RS04915	1107837	1108784	B488_RS04915-MONOMER	B488_10130
B488_RS00930	B488_RS00930	226360	227088	B488_RS00930-MONOMER	B488_01860
