TU_start	TU_end	Genes	Strand	Rho_independent	Stable_RNA
3976259	3976946	CLJU_c36510 CLJU_c36520	-1	f	f
3977220	3979644	CLJU_c36530	-1	f	f
3980048	3981395	CLJU_c36540	-1	f	f
3981610	3986744	CLJU_c36550 CLJU_c36560 CLJU_c36570 CLJU_c36580 CLJU_c36590 CLJU_c36600 CLJU_c36610	-1	f	f
3986956	3987520	CLJU_c36620	-1	f	f
3987698	3989173	CLJU_c36630 CLJU_c36640 CLJU_c36650 CLJU_c36660	-1	f	f
3988972	3991532	CLJU_c36670 CLJU_c36680	1	f	f
3991621	3993009	CLJU_c36690 CLJU_c36700 CLJU_c36710 CLJU_c36720 CLJU_c36730 CLJU_c36740 CLJU_c36750 CLJU_c36760 CLJU_c36770 CLJU_c36780 CLJU_c36790 CLJU_c36800 CLJU_c36810 CLJU_c36820 CLJU_c36830	-1	f	t
3993128	3995991	CLJU_c36840 CLJU_c36850 CLJU_c36860 CLJU_c36870	-1	f	f
3995001	3997489	CLJU_c36880	1	f	f
3996067	3999473	CLJU_c36890	-1	f	f
3997856	3999825	CLJU_c36900	1	f	f
3999618	4003801	CLJU_c36910 CLJU_c36920 CLJU_c36930 CLJU_c36940	-1	f	f
4003935	4005984	CLJU_c36950	-1	f	f
4006049	4006319	CLJU_c36960	-1	f	f
4006672	4010940	CLJU_c36970 CLJU_c36980	-1	f	f
4011107	4011401	CLJU_c36990	-1	t	f
4011693	4012428	CLJU_c37000	-1	t	f
4012723	4013398	CLJU_c37010	-1	t	f
4013467	4015093	CLJU_c37020	-1	f	f
4013467	4015800	CLJU_c37030	1	f	f
4015909	4016617	CLJU_c37040	1	f	f
4016681	4017407	CLJU_c37050	1	f	f
401744	404044	CLJU_c03860 CLJU_c03870	1	t	f
4017521	4018010	CLJU_c37060	1	f	f
4017521	4019361	CLJU_c37070	-1	f	f
4019674	4020067	CLJU_c37080	-1	f	f
4020276	4020960	CLJU_c37090 CLJU_c37100	-1	f	f
4021181	4021574	CLJU_c37110	-1	t	f
4021181	4022044	CLJU_c37120	1	f	f
4021708	4023584	CLJU_c37130	-1	f	f
4023791	4024943	CLJU_c37140	-1	f	f
4025307	4025430	CLJU_c37150	-1	f	f
4025548	4026778	CLJU_c37160	-1	f	f
4027686	4029219	CLJU_c37170	-1	t	f
4029310	4030765	CLJU_c37180	-1	f	f
4031229	4032864	CLJU_c37190	-1	t	f
4032930	4033215	CLJU_c37200	-1	f	f
4033550	4034267	CLJU_c37210	-1	f	f
4034445	4035933	CLJU_c37220	-1	f	f
4036162	4037071	CLJU_c37230	-1	f	f
4037214	4039536	CLJU_c37240	-1	t	f
4039880	4040513	CLJU_c37250	-1	f	f
4039880	4042849	CLJU_c37260	1	f	f
4040935	4044910	CLJU_c37270 CLJU_c37280	-1	f	f
404517	404883	CLJU_c03880	1	f	f
4045281	4046553	CLJU_c37290	-1	f	f
4047068	4050837	CLJU_c37300 CLJU_c37310 CLJU_c37320 CLJU_c37330	-1	t	f
4049148	4053125	CLJU_c37340	1	t	f
405018	405279	CLJU_c03890	1	f	f
4053410	4055201	CLJU_c37350	1	t	f
4053410	4059922	CLJU_c37360 CLJU_c37370 CLJU_c37380	-1	t	f
405544	405748	CLJU_c03900	1	f	f
405924	406323	CLJU_c03910	1	f	f
4060072	4063510	CLJU_c37390	-1	t	f
4064026	4065052	CLJU_c37400	-1	f	f
4064026	4067463	CLJU_c37410 CLJU_c37420 CLJU_c37430	1	f	f
406524	408237	CLJU_c03920	1	f	f
4067704	4068337	CLJU_c37440	1	f	f
4067704	4069113	CLJU_c37450	-1	t	f
4069484	4071126	CLJU_c37460 CLJU_c37470	-1	t	f
4071192	4072647	CLJU_c37480	-1	f	f
4072846	4074349	CLJU_c37490 CLJU_c37500	-1	f	f
4074498	4075061	CLJU_c37510 CLJU_c37520	-1	f	f
4075229	4077576	CLJU_c37530 CLJU_c37540	-1	f	f
4077731	4083940	CLJU_c37550 CLJU_c37560 CLJU_c37570 CLJU_c37580 CLJU_c37590	-1	f	f
408343	408673	CLJU_c03930	1	t	f
4084078	4087934	CLJU_c37600 CLJU_c37610 CLJU_c37620 CLJU_c37630	-1	f	f
4088036	4091150	CLJU_c37640 CLJU_c37650 CLJU_c37660	-1	f	f
408899	409838	CLJU_c03940	1	t	f
4091442	4093338	CLJU_c37670	-1	f	f
4093872	4094283	CLJU_c37680	-1	f	f
4094500	4094848	CLJU_c37690	-1	t	f
4094936	4096209	CLJU_c37700 CLJU_c37710 CLJU_c37720	-1	f	f
4096269	4098320	CLJU_c37730 CLJU_c37740 CLJU_c37750	-1	f	f
4098480	4098849	CLJU_c37760	-1	f	f
4098480	4099422	CLJU_c37770	1	f	f
4099032	4100407	CLJU_c37780	-1	f	f
4100518	4100740	CLJU_c37790	-1	f	f
4100874	4101750	CLJU_c37800	-1	f	f
4100874	4102853	CLJU_c37810	1	t	f
410169	411882	CLJU_c03950	1	f	f
4101857	4103745	CLJU_c37820	-1	t	f
4103253	4105024	CLJU_c37830	1	f	f
4105084	4106227	CLJU_c37840 CLJU_c37850	1	t	f
4105627	4108202	CLJU_c37860 CLJU_c37870	-1	f	f
4108341	4109271	CLJU_c37880	-1	f	f
4108341	4111230	CLJU_c37890 CLJU_c37900	1	f	f
4110462	4112162	CLJU_c37910	-1	f	f
4111241	4113275	CLJU_c37920	1	t	f
4112414	4115020	CLJU_c37930 CLJU_c37940	-1	t	f
4115333	4115702	CLJU_c37950	-1	f	f
4115771	4116506	CLJU_c37960	-1	f	f
4116619	4117243	CLJU_c37970	-1	f	f
4117454	4118183	CLJU_c37980	-1	f	f
4118239	4118848	CLJU_c37990	-1	f	f
4119161	4120271	CLJU_c38000	-1	f	f
411969	418557	CLJU_c03960 CLJU_c03970 CLJU_c03980 CLJU_c03990 CLJU_c04000	1	f	f
4120623	4121040	CLJU_c38010	-1	f	f
4121192	4125530	CLJU_c38020 CLJU_c38030 CLJU_c38040 CLJU_c38050 CLJU_c38060	-1	f	f
41229	42066	CLJU_c00410	1	f	f
41229	44992	CLJU_c00420 CLJU_c00430	-1	t	f
4125815	4129048	CLJU_c38070 CLJU_c38080 CLJU_c38090 CLJU_c38100	-1	f	f
4129323	4130778	CLJU_c38110	-1	t	f
4129323	4132043	CLJU_c38120	1	f	f
4131437	4133244	CLJU_c38130	-1	f	f
4133321	4133873	CLJU_c38140	-1	f	f
4134256	4134332	CLJU_c38150	-1	f	t
4134378	4135302	CLJU_c38160	-1	f	f
4134378	4136847	CLJU_c38170	1	f	f
4136904	4138520	CLJU_c38180 CLJU_c38190 CLJU_c38200	1	t	f
4138070	4139825	CLJU_c38210	-1	t	f
4140038	4140449	CLJU_c38220	-1	f	f
4140587	4141736	CLJU_c38230	-1	f	f
4140587	4142248	CLJU_c38240	1	t	f
4142083	4142840	CLJU_c38250	-1	f	f
4142279	4144329	CLJU_c38260	1	f	f
4143342	4145542	CLJU_c38270	-1	f	f
4144723	4147356	CLJU_c38280	1	t	f
4145763	4148429	CLJU_c38290	-1	t	f
4148791	4157428	CLJU_c38300	-1	t	f
4157524	4158811	CLJU_c38310	-1	f	f
4158905	4160108	CLJU_c38320	-1	f	f
4160465	4161503	CLJU_c38330	-1	f	f
4161719	4163849	CLJU_c38340	-1	f	f
4163952	4165806	CLJU_c38350	-1	f	f
4166024	4167455	CLJU_c38360	-1	t	f
4166024	4169539	CLJU_c38370	1	f	f
4167937	4172459	CLJU_c38380 CLJU_c38390	-1	f	f
4172798	4175052	CLJU_c38400 CLJU_c38410	-1	t	f
4175392	4177139	CLJU_c38420 CLJU_c38430	-1	f	f
4176188	4177419	CLJU_c38440	1	t	f
4177266	4180201	CLJU_c38450 CLJU_c38460	-1	t	f
4180403	4182720	CLJU_c38470 CLJU_c38480	-1	t	f
4181109	4184425	CLJU_c38490	1	f	f
4184534	4185242	CLJU_c38500	1	f	f
4185306	4186032	CLJU_c38510	1	f	f
418613	420370	CLJU_c04010 CLJU_c04020	1	t	f
4186146	4186635	CLJU_c38520	1	f	f
4186146	4187986	CLJU_c38530	-1	f	f
4186813	4189276	CLJU_c38540 CLJU_c38550	1	f	f
4188694	4190210	CLJU_c38560	-1	f	f
4189319	4191277	CLJU_c38570	1	f	f
4191373	4194459	CLJU_c38580 CLJU_c38590	1	f	f
4192509	4197470	CLJU_c38600	-1	f	f
4197533	4198148	CLJU_c38610	-1	f	f
4198751	4202550	CLJU_c38620 CLJU_c38630 CLJU_c38640 CLJU_c38650	-1	t	f
419878	420733	CLJU_c04030	-1	f	f
4202646	4204644	CLJU_c38660	-1	f	f
4202646	4206873	CLJU_c38670	1	f	f
420412	422293	CLJU_c04040	1	f	f
4207070	4208799	CLJU_c38680 CLJU_c38690	1	t	f
4207707	4210090	CLJU_c38700	-1	t	f
4210180	4212853	CLJU_c38710 CLJU_c38720	-1	t	f
4213232	4213829	CLJU_c38730	-1	f	f
4213232	4216260	CLJU_c38740	1	t	f
4214538	4216750	CLJU_c38750	-1	t	f
4216827	4217061	CLJU_c38760	-1	f	f
4217685	4218135	CLJU_c38770	-1	f	f
4218190	4218721	CLJU_c38780	-1	t	f
4218190	4220029	CLJU_c38790	1	f	f
4220218	4220803	CLJU_c38800	1	f	f
4220218	4222910	CLJU_c38810	-1	f	f
4221131	4223846	CLJU_c38820	1	f	f
4223135	4225198	CLJU_c38830	-1	f	f
4223917	4225548	CLJU_c38840	1	f	f
422421	422796	CLJU_c04050	1	t	f
4225618	4229514	CLJU_c38850 CLJU_c38860 CLJU_c38870	1	f	f
4228248	4231262	CLJU_c38880 CLJU_c38890	-1	f	f
422984	424115	CLJU_c04060	1	f	f
422984	424792	CLJU_c04070	-1	f	f
4230212	4232912	CLJU_c38900	1	f	f
4231460	4234374	CLJU_c38910	-1	f	f
4232865	4238434	CLJU_c38920 CLJU_c38930 CLJU_c38940	1	f	f
4237483	4240714	CLJU_c38950 CLJU_c38960	-1	t	f
4239379	4244958	CLJU_c38970 CLJU_c38980 CLJU_c38990	1	f	f
424153	429327	CLJU_c04080 CLJU_c04090	1	f	f
4245043	4246006	CLJU_c39000 CLJU_c39010	1	f	f
4246087	4246990	CLJU_c39020	1	f	f
4247460	4252700	CLJU_c39030 CLJU_c39040 CLJU_c39050 CLJU_c39060 CLJU_c39070	1	t	f
4251602	4255426	CLJU_c39080 CLJU_c39090	-1	t	f
4255551	4255785	CLJU_c39100	-1	f	f
4255905	4257204	CLJU_c39110	-1	f	f
4257298	4260824	CLJU_c39120 CLJU_c39130 CLJU_c39140	-1	f	f
4260944	4263030	CLJU_c39150 CLJU_c39160	-1	f	f
4263164	4264532	CLJU_c39170	-1	f	f
4264698	4266016	CLJU_c39180 CLJU_c39190	-1	f	f
4266611	4267328	CLJU_c39200	-1	f	f
4266611	4268074	CLJU_c39210	1	f	f
4267504	4268978	CLJU_c39220	-1	f	f
4269489	4269885	CLJU_c39230	-1	f	f
4270125	4270212	CLJU_c39240	-1	f	t
4270266	4271424	CLJU_c39250	-1	f	f
4270266	4272834	CLJU_c39260	1	f	f
4271595	4274811	CLJU_c39270 CLJU_c39280	-1	f	f
4274874	4276471	CLJU_c39290 CLJU_c39300	-1	f	f
4276691	4277603	CLJU_c39310	-1	f	f
4278173	4279001	CLJU_c39320	-1	t	f
4278173	4280683	CLJU_c39330	1	t	f
4279408	4281298	CLJU_c39340	-1	t	f
4281556	4281943	CLJU_c39350	-1	f	f
4282139	4283432	CLJU_c39360	-1	f	f
4282139	4284469	CLJU_c39370	1	f	f
4283569	4284980	CLJU_c39380	-1	f	f
4284907	4290866	CLJU_c39390 CLJU_c39400 CLJU_c39410 CLJU_c39420 CLJU_c39430	-1	f	f
4290956	4292129	CLJU_c39440	-1	f	f
4292465	4293449	CLJU_c39450	-1	t	f
4292465	4294427	CLJU_c39460	1	f	f
4294528	4294945	CLJU_c39470	1	f	f
4294528	4295591	CLJU_c39480	-1	f	f
4295168	4295964	CLJU_c39490	1	t	f
4295730	4305512	CLJU_c39500 CLJU_c39510 CLJU_c39520 CLJU_c39530 CLJU_c39540 CLJU_c39550 CLJU_c39560	-1	t	f
429729	430224	CLJU_c04100	1	f	f
429729	431987	CLJU_c04110	-1	f	f
430496	433290	CLJU_c04120	1	t	f
4305883	4307740	CLJU_c39570	-1	t	f
4305883	4309531	CLJU_c39580 CLJU_c39590	1	f	f
4308964	4313102	CLJU_c39600 CLJU_c39610 CLJU_c39620	-1	f	f
4313172	4314279	CLJU_c39630	-1	f	f
4313172	4315312	CLJU_c39640	1	f	f
4315412	4315772	CLJU_c39650	1	f	f
4315412	4316943	CLJU_c39660	-1	t	f
4316007	4318539	CLJU_c39670	1	f	f
4318935	4320902	CLJU_c39680 CLJU_c39690	1	t	f
4320131	4321482	CLJU_c39700	-1	t	f
4321556	4329738	CLJU_c39710 CLJU_c39720 CLJU_c39730 CLJU_c39740 CLJU_c39750 CLJU_c39760 CLJU_c39770 CLJU_c39780 CLJU_c39790 CLJU_c39800 CLJU_c39810	-1	f	f
4329985	4330936	CLJU_c39820	-1	f	f
4331069	4333619	CLJU_c39830	-1	f	f
4333709	4335206	CLJU_c39840	-1	f	f
433491	434618	CLJU_c04130 CLJU_c04140	1	f	f
4335292	4335931	CLJU_c39850 CLJU_c39860	-1	f	f
4336070	4337430	CLJU_c39870 CLJU_c39880	-1	f	f
4337613	4338964	CLJU_c39890 CLJU_c39900	-1	f	f
4339409	4341501	CLJU_c39910 CLJU_c39920	-1	f	f
4340886	4343494	CLJU_c39930 CLJU_c39940	1	t	f
4342942	4344762	CLJU_c39950	-1	t	f
4345198	4345720	CLJU_c39960	-1	f	f
4345828	4350344	CLJU_c39970 CLJU_c39980 CLJU_c39990 CLJU_c40000	-1	f	f
434765	435194	CLJU_c04150	1	t	f
434765	436475	CLJU_c04160	-1	f	f
4350443	4351886	CLJU_c40010	-1	f	f
4352458	4353610	CLJU_c40020	-1	t	f
4353902	4354034	CLJU_c40030	-1	t	f
4354303	4355068	CLJU_c40040	-1	f	f
4354303	4355815	CLJU_c40050	1	t	f
4355383	4357421	CLJU_c40060	-1	t	f
4357639	4357915	CLJU_c40070	-1	t	f
4358550	4359678	CLJU_c40080	-1	f	f
4358550	4360711	CLJU_c40090	1	f	f
4360816	4361995	CLJU_c40100	1	f	f
4362117	4362954	CLJU_c40110	1	f	f
4363066	4364476	CLJU_c40120	1	f	f
4364554	4365670	CLJU_c40130	1	f	f
4364554	4366349	CLJU_c40140	-1	f	f
436580	437990	CLJU_c04170	-1	f	f
436580	439677	CLJU_c04180	1	f	f
4366461	4366602	CLJU_c40150	-1	f	f
4366461	4367720	CLJU_c40160	1	f	f
4366925	4369164	CLJU_c40170 CLJU_c40180	-1	f	f
4369511	4369970	CLJU_c40190	-1	f	f
4369908	4373587	CLJU_c40200 CLJU_c40210 CLJU_c40220 CLJU_c40230	-1	f	f
4372777	4375291	CLJU_c40240	1	f	f
4373875	4375876	CLJU_c40250	-1	f	f
4375938	4377989	CLJU_c40260 CLJU_c40270	-1	f	f
4377305	4379792	CLJU_c40280 CLJU_c40290	1	f	f
4380063	4380768	CLJU_c40300	1	t	f
4381000	4381825	CLJU_c40310	1	f	f
4382010	4383960	CLJU_c40320 CLJU_c40330	1	t	f
4382565	4385355	CLJU_c40340	-1	f	f
4385794	4388562	CLJU_c40350 CLJU_c40360	-1	t	f
4389180	4389555	CLJU_c40370	-1	f	f
4389731	4389977	CLJU_c40380	-1	t	f
4390304	4391462	CLJU_c40390	-1	f	f
4391567	4391756	CLJU_c40400	-1	f	f
4391931	4393746	CLJU_c40410	-1	t	f
4394724	4396551	CLJU_c40420	-1	t	f
4397106	4397301	CLJU_c40430	-1	t	f
4397429	4398779	CLJU_c40440	-1	f	f
4399089	4402737	CLJU_c40450 CLJU_c40460 CLJU_c40470	-1	f	f
440047	441196	CLJU_c04190	1	f	f
4401900	4403540	CLJU_c40480	1	t	f
4403015	4404442	CLJU_c40490	-1	t	f
4404539	4404857	CLJU_c40500	-1	f	f
4404967	4406951	CLJU_c40510 CLJU_c40520	-1	f	f
4407146	4408760	CLJU_c40530	-1	f	f
4408945	4412269	CLJU_c40540 CLJU_c40550 CLJU_c40560	-1	f	f
4412333	4413483	CLJU_c40570 CLJU_c40580	-1	f	f
4413573	4414140	CLJU_c40590	-1	f	f
4414203	4415046	CLJU_c40600	-1	f	f
4415246	4419869	CLJU_c40610 CLJU_c40620 CLJU_c40630 CLJU_c40640	-1	t	f
441605	443364	CLJU_c04200 CLJU_c04210 CLJU_c04220 CLJU_c04230	1	f	f
4420000	4420978	CLJU_c40650	-1	f	f
4421375	4424557	CLJU_c40660 CLJU_c40670	-1	f	f
4424735	4425530	CLJU_c40680	-1	f	f
4425895	4426588	CLJU_c40690	-1	t	f
4426731	4427584	CLJU_c40700 CLJU_c40710	-1	t	f
4427768	4431009	CLJU_c40720 CLJU_c40730 CLJU_c40740 CLJU_c40750	-1	f	f
4431103	4431445	CLJU_c40760	-1	f	f
4431501	4432449	CLJU_c40770	-1	f	f
4432511	4433947	CLJU_c40780 CLJU_c40790 CLJU_c40800	-1	f	f
4434134	4434482	CLJU_c40810 CLJU_c40820	-1	f	f
443473	445428	CLJU_c04240 CLJU_c04250	1	f	f
4434790	4438840	CLJU_c40830 CLJU_c40840 CLJU_c40850 CLJU_c40860 CLJU_c40870 CLJU_c40880 CLJU_c40890	-1	f	f
4438913	4443125	CLJU_c40900 CLJU_c40910 CLJU_c40920 CLJU_c40930 CLJU_c40940 CLJU_c40950 CLJU_c40960 CLJU_c40970 CLJU_c40980 CLJU_c40990 CLJU_c41000	-1	f	f
4443236	4445698	CLJU_c41010 CLJU_c41020 CLJU_c41030 CLJU_c41040	-1	f	f
4445767	4446076	CLJU_c41050	-1	f	f
4446423	4449726	CLJU_c41060 CLJU_c41070	-1	t	f
444777	446285	CLJU_c04260	-1	f	f
4449804	4450275	CLJU_c41080	-1	f	f
4450430	4450808	CLJU_c41090	-1	f	f
4450888	4451131	CLJU_c41100	-1	f	f
4451244	4458527	CLJU_c41110 CLJU_c41120	-1	f	f
4458835	4459746	CLJU_c41130 CLJU_c41140	-1	t	f
4459945	4460635	CLJU_c41150	-1	f	f
4460691	4461117	CLJU_c41160	-1	f	f
4461187	4462174	CLJU_c41170 CLJU_c41180 CLJU_c41190	-1	f	f
4462358	4463552	CLJU_c41200	-1	t	f
4463634	4463794	CLJU_c41210 CLJU_c41220	-1	f	t
4463878	4464520	CLJU_c41230	-1	f	f
4464593	4465903	CLJU_c41240 CLJU_c41250	-1	f	f
446508	447888	CLJU_c04270	-1	t	f
4466213	4468063	CLJU_c41260 CLJU_c41270	-1	f	f
4468344	4470168	CLJU_c41280 CLJU_c41290	-1	t	f
4469040	4470876	CLJU_c41300	1	f	f
4470471	4473350	CLJU_c41310 CLJU_c41320	-1	f	f
4473455	4477509	CLJU_c41330 CLJU_c41340 CLJU_c41350	-1	t	f
4477582	4478065	CLJU_c41360	-1	f	f
4478271	4478511	CLJU_c41370	-1	f	f
4478641	4480726	CLJU_c41380	-1	t	f
447984	449358	CLJU_c04280	-1	f	f
4480948	4481023	CLJU_c41390	-1	t	f
4481077	4481355	CLJU_c41400 CLJU_c41410 CLJU_c41420	-1	t	f
4481561	4486186	CLJU_c41430 CLJU_c41430 CLJU_c41440	-1	f	t
4486616	4487993	CLJU_c41450	-1	f	f
4488455	4489847	CLJU_c41460	-1	t	f
4490183	4490258	CLJU_c41470	-1	f	t
4490388	4492372	CLJU_c41480 CLJU_c41490	-1	f	f
4492565	4493387	CLJU_c41500	-1	f	f
4493445	4495196	CLJU_c41510 CLJU_c41520	-1	f	f
4495510	4497319	CLJU_c41530	-1	f	f
449719	450571	CLJU_c04290	-1	f	f
449719	452891	CLJU_c04300 CLJU_c04310	1	f	f
4497401	4499340	CLJU_c41540 CLJU_c41550	-1	f	f
4499767	4502155	CLJU_c41560	-1	f	f
4502461	4502911	CLJU_c41570 CLJU_c41580 CLJU_c41590 CLJU_c41600 CLJU_c41610	-1	f	t
4503041	4503452	CLJU_c41620	-1	f	f
4503638	4503911	CLJU_c41630	-1	f	f
4504038	4504766	CLJU_c41640 CLJU_c41650	-1	f	f
4504835	4505084	CLJU_c41660	-1	f	f
4505143	4505419	CLJU_c41670	-1	f	f
45051	45762	CLJU_c00440 CLJU_c00450	-1	f	f
4505699	4508695	CLJU_c41680 CLJU_c41690	-1	f	f
4508846	4509404	CLJU_c41700	-1	f	f
4509562	4510588	CLJU_c41710	-1	t	f
4510663	4514185	CLJU_c41720	-1	f	f
4514460	4515036	CLJU_c41730	-1	f	f
4515127	4516306	CLJU_c41740	-1	f	f
4516388	4518491	CLJU_c41750 CLJU_c41760	-1	f	f
4518705	4521058	CLJU_c41770 CLJU_c41780	-1	t	f
4521241	4521532	CLJU_c41790	-1	t	f
4521633	4522449	CLJU_c41800	-1	f	f
4521633	4524476	CLJU_c41810 CLJU_c41820	1	t	f
4524804	4524880	CLJU_c41830	1	f	t
4525196	4526935	CLJU_c41840 CLJU_c41850	-1	f	f
4525900	4527785	CLJU_c41860	1	f	f
4527849	4528248	CLJU_c41870	1	f	f
4527849	4528997	CLJU_c41880	-1	f	f
4529289	4530222	CLJU_c41890	-1	f	f
4530281	4531385	CLJU_c41900	-1	f	f
4530281	4532850	CLJU_c41910	1	f	f
453159	453405	CLJU_c04320	1	f	f
453159	458471	CLJU_c04330 CLJU_c04340 CLJU_c04350	-1	f	f
4532928	4533828	CLJU_c41920	1	f	f
4532928	4534600	CLJU_c41930	-1	t	f
4534687	4535473	CLJU_c41940	-1	f	f
4534687	4537713	CLJU_c41950	1	t	f
4535814	4538492	CLJU_c41960	-1	t	f
4537943	4538877	CLJU_c41970	1	t	f
4539131	4541209	CLJU_c41980 CLJU_c41990	1	f	f
4541272	4541434	CLJU_c42000	1	f	f
4541665	4542166	CLJU_c42010	1	t	f
4542289	4544107	CLJU_c42020	1	f	f
4544351	4545743	CLJU_c42030	1	f	f
4545845	4546091	CLJU_c42040	1	t	f
4546389	4546854	CLJU_c42050	1	t	f
4546968	4547400	CLJU_c42060	1	f	f
4547497	4548391	CLJU_c42070	1	f	f
4548713	4549913	CLJU_c42080	1	f	f
4548713	4552721	CLJU_c42090 CLJU_c42100 CLJU_c42110	-1	f	f
4552822	4559103	CLJU_c42120 CLJU_c42130 CLJU_c42140 CLJU_c42150 CLJU_c42160 CLJU_c42170 CLJU_c42180	-1	f	f
4559173	4561729	CLJU_c42190 CLJU_c42200 CLJU_c42210	-1	f	f
4560661	4564062	CLJU_c42220 CLJU_c42230	1	t	f
4564113	4564834	CLJU_c42240 CLJU_c42250 CLJU_c42260 CLJU_c42270 CLJU_c42280 CLJU_c42290 CLJU_c42300	-1	f	t
4565059	4566266	CLJU_c42310 CLJU_c42320	-1	f	f
4565885	4567699	CLJU_c42330	1	f	f
4566469	4568479	CLJU_c42340	-1	f	f
4568809	4570096	CLJU_c42350	-1	t	f
4570160	4571564	CLJU_c42360	-1	f	f
4570160	4574850	CLJU_c42370 CLJU_c42380	1	f	f
4573614	4576143	CLJU_c42390	-1	f	f
4574913	4578687	CLJU_c42400 CLJU_c42410	1	f	f
4577382	4579162	CLJU_c42420	-1	t	f
4578775	4579683	CLJU_c42430	1	f	f
4579347	4580553	CLJU_c42440	-1	f	f
4579689	4581872	CLJU_c42450 CLJU_c42460	1	f	f
4581476	4582442	CLJU_c42470	-1	f	f
4582658	4584752	CLJU_c42480	-1	t	f
4584920	4587439	CLJU_c42490 CLJU_c42500	-1	f	f
458688	462369	CLJU_c04360 CLJU_c04370 CLJU_c04380 CLJU_c04390	-1	t	f
4587915	4589253	CLJU_c42510	-1	t	f
4589404	4590742	CLJU_c42520	-1	t	f
4589404	4591760	CLJU_c42530	1	f	f
4591897	4593340	CLJU_c42540	1	t	f
4591897	4595440	CLJU_c42550 CLJU_c42560	-1	t	f
4595903	4597518	CLJU_c42570 CLJU_c42580	-1	f	f
4597626	4601210	CLJU_c42590 CLJU_c42600 CLJU_c42610	-1	f	f
4599755	4602466	CLJU_c42620	1	f	f
4603025	4603673	CLJU_c42630	1	f	f
4603025	4604707	CLJU_c42640	-1	f	f
4604922	4605288	CLJU_c42650	-1	f	f
4605540	4606088	CLJU_c42660 CLJU_c42670	-1	f	f
4606358	4606434	CLJU_c42680	-1	f	t
4606736	4607684	CLJU_c42690 CLJU_c42700	1	t	f
4607237	4609091	CLJU_c42710	-1	t	f
4609190	4614862	CLJU_c42720 CLJU_c42730 CLJU_c42740 CLJU_c42750 CLJU_c42760	-1	f	f
461400	467127	CLJU_c04400 CLJU_c04410	1	f	f
4615026	4616046	CLJU_c42770 CLJU_c42780 CLJU_c42790	-1	t	f
4616150	4617524	CLJU_c42800 CLJU_c42810 CLJU_c42820	-1	f	f
4617272	4619036	CLJU_c42830	1	f	f
4619114	4619702	CLJU_c42840	1	f	f
4619114	4619946	CLJU_c42850	-1	f	f
4620002	4622194	CLJU_c42860 CLJU_c42870 CLJU_c42880	-1	t	f
4622329	4623103	CLJU_c42890	-1	t	f
4623202	4627222	CLJU_c42900 CLJU_c42910 CLJU_c42920	-1	f	f
46279	46453	CLJU_c00460	-1	f	f
46572	46773	CLJU_c00470	-1	t	f
46572	48508	CLJU_c00480	1	f	f
467259	468432	CLJU_c04420	1	f	f
467259	470971	CLJU_c04430 CLJU_c04440	-1	f	f
470293	472190	CLJU_c04450	1	f	f
472352	474992	CLJU_c04460 CLJU_c04470	1	f	f
475912	478412	CLJU_c04480 CLJU_c04490	1	f	f
477137	479508	CLJU_c04500	-1	f	f
479852	482361	CLJU_c04510 CLJU_c04520	-1	f	f
480711	483330	CLJU_c04530	1	f	f
483481	484378	CLJU_c04540	1	t	f
484505	486308	CLJU_c04550	1	f	f
484505	487241	CLJU_c04560	-1	f	f
487314	488971	CLJU_c04570 CLJU_c04580	-1	f	f
489057	489753	CLJU_c04590	-1	f	f
489057	491662	CLJU_c04600 CLJU_c04610	1	f	f
49100	49226	CLJU_c00490	1	f	f
491743	493018	CLJU_c04620	1	f	f
493193	494739	CLJU_c04630 CLJU_c04640	1	f	f
495285	496470	CLJU_c04650	1	f	f
495285	497949	CLJU_c04660	-1	f	f
497187	499711	CLJU_c04670	1	f	f
49779	50085	CLJU_c00500	1	f	f
498547	501188	CLJU_c04680	-1	f	f
501350	501800	CLJU_c04690	-1	f	f
501350	504484	CLJU_c04700 CLJU_c04710 CLJU_c04720 CLJU_c04730	1	t	f
50431	52879	CLJU_c00510 CLJU_c00520 CLJU_c00530	1	f	f
504597	505146	CLJU_c04740	1	t	f
505607	507011	CLJU_c04750	1	f	f
507067	508477	CLJU_c04760	1	f	f
508704	510417	CLJU_c04770	1	t	f
510727	511666	CLJU_c04780	1	f	f
511754	512627	CLJU_c04790	1	f	f
512700	512970	CLJU_c04800	1	f	f
512700	513887	CLJU_c04810 CLJU_c04820	-1	f	f
513446	515127	CLJU_c04830	1	t	f
515841	519429	CLJU_c04840	1	f	f
520098	520524	CLJU_c04850	1	f	f
520098	521169	CLJU_c04860	-1	f	f
520557	521985	CLJU_c04870	1	t	f
521292	525107	CLJU_c04880	-1	t	f
525312	526272	CLJU_c04890	-1	f	f
525312	527462	CLJU_c04900	1	f	f
527609	531337	CLJU_c04910 CLJU_c04920 CLJU_c04930 CLJU_c04940	1	f	f
531884	535992	CLJU_c04950 CLJU_c04960	1	f	f
53404	54418	CLJU_c00540	1	t	f
536179	538067	CLJU_c04970 CLJU_c04980	1	f	f
538243	541576	CLJU_c04990	1	t	f
538243	543188	CLJU_c05000	-1	t	f
543359	546634	CLJU_c05010 CLJU_c05020 CLJU_c05030 CLJU_c05040	-1	f	f
546730	547984	CLJU_c05050	-1	f	f
546730	550758	CLJU_c05060 CLJU_c05070	1	f	f
