Gene Name	Left-End-Position	Right-End-Position	Product	Accession-1
SYNPCC7942_1633	1701369	1702091	SYNPCC7942_1633-MONOMER	SYNPCC7942_RS08330
SYNPCC7942_B2631	21934	22212	SYNPCC7942_B2631-MONOMER	SYNPCC7942_RS13465
SYNPCC7942_0188	185682	187418	SYNPCC7942_0188-MONOMER	SYNPCC7942_RS00955
SYNPCC7942_0647	641196	641738	SYNPCC7942_0647-MONOMER	SYNPCC7942_RS03320
SYNPCC7942_1584	1648682	1650160	SYNPCC7942_1584-MONOMER	SYNPCC7942_RS08090
SYNPCC7942_1289	1311841	1313181	SYNPCC7942_1289-MONOMER	SYNPCC7942_RS06600
SYNPCC7942_2594	2676760	2677371	SYNPCC7942_2594-MONOMER	SYNPCC7942_RS13215
SYNPCC7942_0595	582850	583398	SYNPCC7942_0595-MONOMER	SYNPCC7942_RS03050
SYNPCC7942_2434	2507663	2508181	SYNPCC7942_2434-MONOMER	SYNPCC7942_RS12365
SYNPCC7942_1539	1597516	1597818	SYNPCC7942_1539-MONOMER	
SYNPCC7942_2544	2624479	2624868	SYNPCC7942_2544-MONOMER	SYNPCC7942_RS12925
SYNPCC7942_1830	1899227	1899550	SYNPCC7942_1830-MONOMER	SYNPCC7942_RS09285
SYNPCC7942_0554	536594	537685	SYNPCC7942_0554-MONOMER	SYNPCC7942_RS02820
SYNPCC7942_1485	1536407	1536673	SYNPCC7942_1485-MONOMER	SYNPCC7942_RS07590
SYNPCC7942_0156	157210	158841	SYNPCC7942_0156-MONOMER	SYNPCC7942_RS00790
SYNPCC7942_2488	2568903	2569511	SYNPCC7942_2488-MONOMER	SYNPCC7942_RS12625
SYNPCC7942_0523	508314	508703	SYNPCC7942_0523-MONOMER	SYNPCC7942_RS02660
SYNPCC7942_1263	1286711	1287835	SYNPCC7942_1263-MONOMER	SYNPCC7942_RS06470
SYNPCC7942_1442	1496399	1496833	SYNPCC7942_1442-MONOMER	SYNPCC7942_RS07375
SYNPCC7942_2456	2534175	2535125	SYNPCC7942_2456-MONOMER	SYNPCC7942_RS12480
SYNPCC7942_2406	2479051	2480190	SYNPCC7942_2406-MONOMER	SYNPCC7942_RS12230
SYNPCC7942_0494	482631	482984	SYNPCC7942_0494-MONOMER	SYNPCC7942_RS02515
SYNPCC7942_1396	1445743	1446000	SYNPCC7942_1396-MONOMER	SYNPCC7942_RS07145
SYNPCC7942_0126	125382	126158	SYNPCC7942_0126-MONOMER	SYNPCC7942_RS00640
SYNPCC7942_2405	2478739	2478993	SYNPCC7942_2405-MONOMER	SYNPCC7942_RS12225
SYNPCC7942_0443	433076	434317	SYNPCC7942_0443-MONOMER	SYNPCC7942_RS02265
SYNPCC7942_1241	1265088	1266137	SYNPCC7942_1241-MONOMER	SYNPCC7942_RS06360
SYNPCC7942_1350	1382050	1382355	SYNPCC7942_1350-MONOMER	
SYNPCC7942_2367	2432951	2433454	SYNPCC7942_2367-MONOMER	SYNPCC7942_RS12025
SYNPCC7942_2378	2445387	2446568	SYNPCC7942_2378-MONOMER	SYNPCC7942_RS12085
SYNPCC7942_0414	404016	405188	SYNPCC7942_0414-MONOMER	SYNPCC7942_RS02115
SYNPCC7942_1304	1331160	1331732	SYNPCC7942_1304-MONOMER	SYNPCC7942_RS06670
SYNPCC7942_1815	1887216	1888451	SYNPCC7942_1815-MONOMER	SYNPCC7942_RS09215
SYNPCC7942_2307	2374725	2375735	SYNPCC7942_2307-MONOMER	SYNPCC7942_RS11725
SYNPCC7942_0381	375032	375346	SYNPCC7942_0381-MONOMER	SYNPCC7942_RS01945
SYNPCC7942_0103	103268	103645	SYNPCC7942_0103-MONOMER	SYNPCC7942_RS00525
SYNPCC7942_1258	1281532	1281945	SYNPCC7942_1258-MONOMER	SYNPCC7942_RS06445
SYNPCC7942_2273	2340153	2340920	SYNPCC7942_2273-MONOMER	SYNPCC7942_RS11550
SYNPCC7942_1222	1242925	1243809	SYNPCC7942_1222-MONOMER	SYNPCC7942_RS06260
SYNPCC7942_0342	336363	336590	SYNPCC7942_0342-MONOMER	SYNPCC7942_RS01745
SYNPCC7942_1195	1223721	1224221	SYNPCC7942_1195-MONOMER	
SYNPCC7942_2352	2419575	2420198	SYNPCC7942_2352-MONOMER	SYNPCC7942_RS11950
SYNPCC7942_2198	2276800	2277930	SYNPCC7942_2198-MONOMER	SYNPCC7942_RS11165
SYNPCC7942_0291	288312	288530	SYNPCC7942_0291-MONOMER	SYNPCC7942_RS01485
SYNPCC7942_1792	1863290	1864270	SYNPCC7942_1792-MONOMER	SYNPCC7942_RS09105
SYNPCC7942_1156	1183497	1186094	SYNPCC7942_1156-MONOMER	SYNPCC7942_RS05925
SYNPCC7942_2167	2248016	2248468	SYNPCC7942_2167-MONOMER	SYNPCC7942_RS11015
SYNPCC7942_0078	76614	77063	SYNPCC7942_0078-MONOMER	SYNPCC7942_RS00385
SYNPCC7942_0234	230158	231150	SYNPCC7942_0234-MONOMER	SYNPCC7942_RS01190
SYNPCC7942_1120	1137860	1138015	SYNPCC7942_1120-MONOMER	SYNPCC7942_RS05740
SYNPCC7942_1199	1227303	1228007	SYNPCC7942_1199-MONOMER	SYNPCC7942_RS06140
SYNPCC7942_2140	2224311	2224742	SYNPCC7942_2140-MONOMER	SYNPCC7942_RS10860
SYNPCC7942_0204	205582	206046	SYNPCC7942_0204-MONOMER	SYNPCC7942_RS01035
SYNPCC7942_2330	2397191	2398414	SYNPCC7942_2330-MONOMER	SYNPCC7942_RS11845
SYNPCC7942_1078	1087780	1088688	SYNPCC7942_1078-MONOMER	SYNPCC7942_RS05530
SYNPCC7942_2086	2166791	2166991	SYNPCC7942_2086-MONOMER	SYNPCC7942_RS10575
SYNPCC7942_1760	1826528	1827619	SYNPCC7942_1760-MONOMER	SYNPCC7942_RS08945
SYNPCC7942_0166	165483	166436	SYNPCC7942_0166-MONOMER	SYNPCC7942_RS00840
SYNPCC7942_1040	1054722	1055279	SYNPCC7942_1040-MONOMER	SYNPCC7942_RS05340
SYNPCC7942_0049	49550	49984	SYNPCC7942_0049-MONOMER	
SYNPCC7942_2035	2104481	2105518	SYNPCC7942_2035-MONOMER	SYNPCC7942_RS10325
SYNPCC7942_0133	133915	134754	SYNPCC7942_0133-MONOMER	SYNPCC7942_RS00675
SYNPCC7942_1177	1209715	1209966	SYNPCC7942_1177-MONOMER	SYNPCC7942_RS06030
SYNPCC7942_0996	1004254	1005240	SYNPCC7942_0996-MONOMER	SYNPCC7942_RS05115
SYNPCC7942_2002	2071335	2072045	SYNPCC7942_2002-MONOMER	
SYNPCC7942_2309	2377107	2377703	SYNPCC7942_2309-MONOMER	SYNPCC7942_RS11735
SYNPCC7942_0088	86547	87269	SYNPCC7942_0088-MONOMER	SYNPCC7942_RS00435
SYNPCC7942_0953	961744	962208	SYNPCC7942_0953-MONOMER	SYNPCC7942_RS04900
SYNPCC7942_1734	1804395	1804757	SYNPCC7942_1734-MONOMER	SYNPCC7942_RS08825
SYNPCC7942_1950	2024388	2024639	SYNPCC7942_1950-MONOMER	SYNPCC7942_RS09895
SYNPCC7942_0050	50070	52616	SYNPCC7942_0050-MONOMER	SYNPCC7942_RS00250
SYNPCC7942_0023	23057	24121	SYNPCC7942_0023-MONOMER	SYNPCC7942_RS00120
SYNPCC7942_0906	916262	916747	SYNPCC7942_0906-MONOMER	
SYNPCC7942_1908	1984647	1985081	SYNPCC7942_1908-MONOMER	SYNPCC7942_RS09675
SYNPCC7942_1138	1161580	1162590	SYNPCC7942_1138-MONOMER	SYNPCC7942_RS05825
SYNPCC7942_0011	10998	11474	SYNPCC7942_0011-MONOMER	SYNPCC7942_RS00055
SYNPCC7942_0868	869505	871253	SYNPCC7942_0868-MONOMER	SYNPCC7942_RS04475
SYNPCC7942_2282	2351102	2353015	SYNPCC7942_2282-MONOMER	SYNPCC7942_RS11600
SYNPCC7942_1864	1934588	1935175	SYNPCC7942_1864-MONOMER	SYNPCC7942_RS09455
SYNPCC7942_0836	831166	832182	SYNPCC7942_0836-MONOMER	SYNPCC7942_RS04325
SYNPCC7942_1710	1780048	1780278	SYNPCC7942_1710-MONOMER	SYNPCC7942_RS08700
SYNPCC7942_1821	1893904	1894263	SYNPCC7942_1821-MONOMER	SYNPCC7942_RS09245
SYNPCC7942_0800	794455	795048	SYNPCC7942_0800-MONOMER	SYNPCC7942_RS04140
G490-5	44507	44749	MONOMER490-10	
SYNPCC7942_1778	1842010	1843869	SYNPCC7942_1778-MONOMER	SYNPCC7942_RS09035
SYNPCC7942_0765	757839	758327	SYNPCC7942_0765-MONOMER	
SYNPCC7942_1114	1131480	1132343	SYNPCC7942_1114-MONOMER	SYNPCC7942_RS05710
SYNPCC7942_1753	1821890	1822354	SYNPCC7942_1753-MONOMER	SYNPCC7942_RS08920
SYNPCC7942_0743	736140	738155	SYNPCC7942_0743-MONOMER	SYNPCC7942_RS03850
SYNPCC7942_2251	2318335	2318919	SYNPCC7942_2251-MONOMER	
SYNPCC7942_1701	1767953	1768489	SYNPCC7942_1701-MONOMER	SYNPCC7942_RS08660
SYNPCC7942_0716	711446	712546	SYNPCC7942_0716-MONOMER	SYNPCC7942_RS03680
SYNPCC7942_0618	607820	609100	SYNPCC7942_0618-MONOMER	SYNPCC7942_RS03170
SYNPCC7942_1661	1731159	1731722	SYNPCC7942_1661-MONOMER	SYNPCC7942_RS08470
SYNPCC7942_B2650	43298	43888	SYNPCC7942_B2650-MONOMER	SYNPCC7942_RS13575
SYNPCC7942_1686	1753022	1754047	SYNPCC7942_1686-MONOMER	SYNPCC7942_RS08590
SYNPCC7942_0676	670914	672119	SYNPCC7942_0676-MONOMER	SYNPCC7942_RS03460
SYNPCC7942_1628	1697252	1697971	SYNPCC7942_1628-MONOMER	SYNPCC7942_RS08305
SYNPCC7942_1089	1104710	1107361	SYNPCC7942_1089-MONOMER	SYNPCC7942_RS05590
SYNPCC7942_B2625	17149	17676	SYNPCC7942_B2625-MONOMER	SYNPCC7942_RS13435
SYNPCC7942_0630	622432	623574	SYNPCC7942_0630-MONOMER	SYNPCC7942_RS03235
SYNPCC7942_2229	2297012	2297875	SYNPCC7942_2229-MONOMER	SYNPCC7942_RS11320
SYNPCC7942_1569	1626654	1627115	SYNPCC7942_1569-MONOMER	SYNPCC7942_RS08015
SYNPCC7942_2587	2670866	2671393	SYNPCC7942_2587-MONOMER	SYNPCC7942_RS13175
SYNPCC7942_0592	579312	580394	SYNPCC7942_0592-MONOMER	SYNPCC7942_RS03035
SYNPCC7942_0586	567539	568279	SYNPCC7942_0586-MONOMER	SYNPCC7942_RS02980
SYNPCC7942_1534	1593215	1595422	SYNPCC7942_1534-MONOMER	SYNPCC7942_RS07840
SYNPCC7942_1656	1725919	1728081	SYNPCC7942_1656-MONOMER	SYNPCC7942_RS08445
SYNPCC7942_2532	2612990	2613889	SYNPCC7942_2532-MONOMER	SYNPCC7942_RS12855
SYNPCC7942_0549	531884	532645	SYNPCC7942_0549-MONOMER	SYNPCC7942_RS02795
SYNPCC7942_1058	1068576	1068788	SYNPCC7942_1058-MONOMER	SYNPCC7942_RS05425
SYNPCC7942_1480	1531194	1531748	SYNPCC7942_1480-MONOMER	SYNPCC7942_RS07565
SYNPCC7942_2485	2566135	2566728	SYNPCC7942_2485-MONOMER	
SYNPCC7942_2213	2288962	2289522	SYNPCC7942_2213-MONOMER	SYNPCC7942_RS11240
SYNPCC7942_0520	506188	506829	SYNPCC7942_0520-MONOMER	SYNPCC7942_RS02640
SYNPCC7942_1434	1488255	1488854	SYNPCC7942_1434-MONOMER	SYNPCC7942_RS07335
SYNPCC7942_0568	549371	550687	SYNPCC7942_0568-MONOMER	SYNPCC7942_RS02890
SYNPCC7942_2435	2508185	2508805	SYNPCC7942_2435-MONOMER	SYNPCC7942_RS12370
SYNPCC7942_0484	469432	470874	SYNPCC7942_0484-MONOMER	SYNPCC7942_RS02465
SYNPCC7942_1624	1692985	1693719	SYNPCC7942_1624-MONOMER	SYNPCC7942_RS08285
SYNPCC7942_1385	1431285	1431506	SYNPCC7942_1385-MONOMER	SYNPCC7942_RS07090
SYNPCC7942_2402	2476025	2477155	SYNPCC7942_2402-MONOMER	SYNPCC7942_RS12205
SYNPCC7942_1035	1049766	1050560	SYNPCC7942_1035-MONOMER	SYNPCC7942_RS05315
SYNPCC7942_0435	426075	426830	SYNPCC7942_0435-MONOMER	SYNPCC7942_RS02225
SYNPCC7942_1341	1374756	1375841	SYNPCC7942_1341-MONOMER	SYNPCC7942_RS06855
SYNPCC7942_2193	2270973	2272655	SYNPCC7942_2193-MONOMER	SYNPCC7942_RS11140
SYNPCC7942_2363	2429771	2430142	SYNPCC7942_2363-MONOMER	SYNPCC7942_RS12005
SYNPCC7942_0409	401464	401748	SYNPCC7942_0409-MONOMER	SYNPCC7942_RS02085
SYNPCC7942_0535	519088	519333	SYNPCC7942_0535-MONOMER	SYNPCC7942_RS02720
SYNPCC7942_1299	1326892	1327854	SYNPCC7942_1299-MONOMER	SYNPCC7942_RS06645
SYNPCC7942_2300	2369910	2370404	SYNPCC7942_2300-MONOMER	SYNPCC7942_RS11690
SYNPCC7942_1603	1668136	1669263	SYNPCC7942_1603-MONOMER	SYNPCC7942_RS08180
SYNPCC7942_0377	371868	372206	SYNPCC7942_0377-MONOMER	SYNPCC7942_RS01920
SYNPCC7942_1247	1272322	1272561	SYNPCC7942_1247-MONOMER	SYNPCC7942_RS06390
SYNPCC7942_1009	1021351	1021950	SYNPCC7942_1009-MONOMER	
SYNPCC7942_2262	2329787	2331196	SYNPCC7942_2262-MONOMER	SYNPCC7942_RS11495
SYNPCC7942_0339	333995	335074	SYNPCC7942_0339-MONOMER	SYNPCC7942_RS01730
SYNPCC7942_2156	2239305	2240726	SYNPCC7942_2156-MONOMER	SYNPCC7942_RS10955
SYNPCC7942_1185	1215373	1215648	SYNPCC7942_1185-MONOMER	SYNPCC7942_RS06070
SYNPCC7942_2191	2268423	2269154	SYNPCC7942_2191-MONOMER	SYNPCC7942_RS11130
SYNPCC7942_0506	492988	493749	SYNPCC7942_0506-MONOMER	SYNPCC7942_RS02570
SYNPCC7942_0275	269657	269989	SYNPCC7942_0275-MONOMER	SYNPCC7942_RS01400
SYNPCC7942_1153	1179295	1181139	SYNPCC7942_1153-MONOMER	SYNPCC7942_RS05910
SYNPCC7942_1579	1643490	1643957	SYNPCC7942_1579-MONOMER	SYNPCC7942_RS08065
SYNPCC7942_2163	2245037	2245525	SYNPCC7942_2163-MONOMER	SYNPCC7942_RS10995
SYNPCC7942_0229	225658	226221	SYNPCC7942_0229-MONOMER	SYNPCC7942_RS01165
SYNPCC7942_0984	992870	993670	SYNPCC7942_0984-MONOMER	SYNPCC7942_RS05055
SYNPCC7942_1115	1132340	1132720	SYNPCC7942_1115-MONOMER	SYNPCC7942_RS05715
SYNPCC7942_2133	2212970	2213476	SYNPCC7942_2133-MONOMER	SYNPCC7942_RS10820
SYNPCC7942_2127	2207167	2207346	SYNPCC7942_2127-MONOMER	SYNPCC7942_RS10785
SYNPCC7942_0199	200426	201352	SYNPCC7942_0199-MONOMER	SYNPCC7942_RS01010
SYNPCC7942_1074	1085257	1085562	SYNPCC7942_1074-MONOMER	SYNPCC7942_RS05510
SYNPCC7942_0478	461324	461935	SYNPCC7942_0478-MONOMER	SYNPCC7942_RS02435
SYNPCC7942_2068	2144549	2145103	SYNPCC7942_2068-MONOMER	SYNPCC7942_RS10485
SYNPCC7942_0162	163405	163755	SYNPCC7942_0162-MONOMER	SYNPCC7942_RS00820
SYNPCC7942_1553	1610364	1611257	SYNPCC7942_1553-MONOMER	SYNPCC7942_RS07920
SYNPCC7942_1033	1047992	1048948	SYNPCC7942_1033-MONOMER	SYNPCC7942_RS05305
SYNPCC7942_2031	2100423	2101004	SYNPCC7942_2031-MONOMER	SYNPCC7942_RS10305
SYNPCC7942_0960	967595	968848	SYNPCC7942_0960-MONOMER	SYNPCC7942_RS04935
SYNPCC7942_0128	127151	128449	SYNPCC7942_0128-MONOMER	SYNPCC7942_RS00650
SYNPCC7942_0992	999802	1001799	SYNPCC7942_0992-MONOMER	SYNPCC7942_RS05095
SYNPCC7942_2104	2184740	2185180	SYNPCC7942_2104-MONOMER	SYNPCC7942_RS10665
SYNPCC7942_1990	2060865	2061527	SYNPCC7942_1990-MONOMER	SYNPCC7942_RS10090
SYNPCC7942_0083	81023	81220	SYNPCC7942_0083-MONOMER	SYNPCC7942_RS00410
SYNPCC7942_0453	442022	443236	SYNPCC7942_0453-MONOMER	SYNPCC7942_RS02315
SYNPCC7942_0937	943435	944127	SYNPCC7942_0937-MONOMER	SYNPCC7942_RS04820
SYNPCC7942_1947	2022089	2023540	SYNPCC7942_1947-MONOMER	SYNPCC7942_RS09880
SYNPCC7942_1530	1590283	1590708	SYNPCC7942_1530-MONOMER	SYNPCC7942_RS07820
SYNPCC7942_0037	36123	36326	SYNPCC7942_0037-MONOMER	SYNPCC7942_RS00185
SYNPCC7942_0902	910735	911694	SYNPCC7942_0902-MONOMER	SYNPCC7942_RS04650
SYNPCC7942_0939	944618	945244	SYNPCC7942_0939-MONOMER	SYNPCC7942_RS04830
SYNPCC7942_1899	1972290	1972778	SYNPCC7942_1899-MONOMER	SYNPCC7942_RS09630
SYNPCC7942_0007	8189	8539	SYNPCC7942_0007-MONOMER	SYNPCC7942_RS00035
SYNPCC7942_2083	2163925	2164596	SYNPCC7942_2083-MONOMER	SYNPCC7942_RS10560
SYNPCC7942_0865	867986	868477	SYNPCC7942_0865-MONOMER	SYNPCC7942_RS04460
SYNPCC7942_1845	1911652	1911879	SYNPCC7942_1845-MONOMER	SYNPCC7942_RS09360
SYNPCC7942_0427	416103	416951	SYNPCC7942_0427-MONOMER	SYNPCC7942_RS02180
SYNPCC7942_0831	825403	826005	SYNPCC7942_0831-MONOMER	SYNPCC7942_RS04295
SYNPCC7942_1818	1891891	1892208	SYNPCC7942_1818-MONOMER	SYNPCC7942_RS09230
SYNPCC7942_1512	1561944	1563389	SYNPCC7942_1512-MONOMER	SYNPCC7942_RS07730
SYNPCC7942_0795	790436	791047	SYNPCC7942_0795-MONOMER	SYNPCC7942_RS04115
SYNPCC7942_1773	1839008	1839325	SYNPCC7942_1773-MONOMER	SYNPCC7942_RS09010
SYNPCC7942_0914	921780	922391	SYNPCC7942_0914-MONOMER	SYNPCC7942_RS04700
SYNPCC7942_0760	753963	754553	SYNPCC7942_0760-MONOMER	SYNPCC7942_RS03935
SYNPCC7942_1747	1817778	1818962	SYNPCC7942_1747-MONOMER	SYNPCC7942_RS08890
SYNPCC7942_2063	2139891	2140667	SYNPCC7942_2063-MONOMER	SYNPCC7942_RS10465
SYNPCC7942_0737	731738	732376	SYNPCC7942_0737-MONOMER	SYNPCC7942_RS03810
SYNPCC7942_1691	1757155	1758315	SYNPCC7942_1691-MONOMER	SYNPCC7942_RS08610
SYNPCC7942_0392	385350	386528	SYNPCC7942_0392-MONOMER	SYNPCC7942_RS02000
SYNPCC7942_0708	698708	700459	SYNPCC7942_0708-MONOMER	SYNPCC7942_RS03630
SYNPCC7942_1655	1725260	1725829	SYNPCC7942_1655-MONOMER	SYNPCC7942_RS08440
SYNPCC7942_1486	1536664	1536912	SYNPCC7942_1486-MONOMER	SYNPCC7942_RS07595
SYNPCC7942_B2645	39571	40194	SYNPCC7942_B2645-MONOMER	SYNPCC7942_RS13555
SYNPCC7942_0668	664306	664446	SYNPCC7942_0668-MONOMER	
SYNPCC7942_B2630	20808	21608	SYNPCC7942_B2630-MONOMER	SYNPCC7942_RS13455
SYNPCC7942_1623	1692265	1692957	SYNPCC7942_1623-MONOMER	SYNPCC7942_RS08280
SYNPCC7942_B2616	8691	9050	SYNPCC7942_B2616-MONOMER	SYNPCC7942_RS13390
SYNPCC7942_0885	890953	893037	SYNPCC7942_0885-MONOMER	SYNPCC7942_RS04560
SYNPCC7942_0621	610715	611893	SYNPCC7942_0621-MONOMER	SYNPCC7942_RS03185
SYNPCC7942_1564	1621903	1622220	SYNPCC7942_1564-MONOMER	SYNPCC7942_RS07985
SYNPCC7942_2038	2107367	2108059	SYNPCC7942_2038-MONOMER	SYNPCC7942_RS10340
SYNPCC7942_2578	2663093	2663566	SYNPCC7942_2578-MONOMER	SYNPCC7942_RS13125
SYNPCC7942_0577	558144	558314	SYNPCC7942_0577-MONOMER	
SYNPCC7942_0356	348922	349146	SYNPCC7942_0356-MONOMER	SYNPCC7942_RS01810
SYNPCC7942_1511	1561467	1561904	SYNPCC7942_1511-MONOMER	SYNPCC7942_RS07725
SYNPCC7942_2523	2605009	2605266	SYNPCC7942_2523-MONOMER	SYNPCC7942_RS12810
SYNPCC7942_1461	1512709	1513965	SYNPCC7942_1461-MONOMER	SYNPCC7942_RS07475
SYNPCC7942_0545	527143	527835	SYNPCC7942_0545-MONOMER	SYNPCC7942_RS02775
SYNPCC7942_1472	1523256	1523642	SYNPCC7942_1472-MONOMER	SYNPCC7942_RS07525
SYNPCC7942_2602	2684044	2684991	SYNPCC7942_2602-MONOMER	SYNPCC7942_RS13255
SYNPCC7942_2482	2563111	2563704	SYNPCC7942_2482-MONOMER	
SYNPCC7942_0515	500143	500565	SYNPCC7942_0515-MONOMER	SYNPCC7942_RS02615
SYNPCC7942_0853	848870	850105	SYNPCC7942_0853-MONOMER	SYNPCC7942_RS04400
SYNPCC7942_1418	1471980	1472186	SYNPCC7942_1418-MONOMER	SYNPCC7942_RS07255
SYNPCC7942_2431	2502146	2505955	SYNPCC7942_2431-MONOMER	SYNPCC7942_RS12350
SYNPCC7942_2005	2073628	2074449	SYNPCC7942_2005-MONOMER	SYNPCC7942_RS10170
SYNPCC7942_0474	460296	460433	SYNPCC7942_0474-MONOMER	
SYNPCC7942_1376	1416706	1417302	SYNPCC7942_1376-MONOMER	
SYNPCC7942_0334	329764	330279	SYNPCC7942_0334-MONOMER	SYNPCC7942_RS01700
SYNPCC7942_2397	2471934	2472461	SYNPCC7942_2397-MONOMER	SYNPCC7942_RS12180
SYNPCC7942_0431	421289	422557	SYNPCC7942_0431-MONOMER	SYNPCC7942_RS02200
SYNPCC7942_1435	1488975	1490723	SYNPCC7942_1435-MONOMER	SYNPCC7942_RS07340
SYNPCC7942_1336	1367261	1368343	SYNPCC7942_1336-MONOMER	SYNPCC7942_RS06830
SYNPCC7942_2347	2414138	2415214	SYNPCC7942_2347-MONOMER	SYNPCC7942_RS11925
SYNPCC7942_2574	2653347	2654102	SYNPCC7942_2574-MONOMER	SYNPCC7942_RS13080
SYNPCC7942_0399	393793	394545	SYNPCC7942_0399-MONOMER	SYNPCC7942_RS02035
SYNPCC7942_1281	1303144	1303836	SYNPCC7942_1281-MONOMER	SYNPCC7942_RS06560
SYNPCC7942_0818	812955	813224	SYNPCC7942_0818-MONOMER	SYNPCC7942_RS04230
SYNPCC7942_2293	2363670	2364119	SYNPCC7942_2293-MONOMER	SYNPCC7942_RS11655
SYNPCC7942_0372	366053	366853	SYNPCC7942_0372-MONOMER	
SYNPCC7942_1980	2050905	2051894	SYNPCC7942_1980-MONOMER	SYNPCC7942_RS10040
SYNPCC7942_1233	1253790	1254473	SYNPCC7942_1233-MONOMER	SYNPCC7942_RS06320
SYNPCC7942_2256	2326061	2326615	SYNPCC7942_2256-MONOMER	SYNPCC7942_RS11470
SYNPCC7942_0312	311280	311708	SYNPCC7942_0312-MONOMER	SYNPCC7942_RS01590
SYNPCC7942_0318	315642	316097	SYNPCC7942_0318-MONOMER	SYNPCC7942_RS01620
SYNPCC7942_1171	1204598	1206109	SYNPCC7942_1171-MONOMER	SYNPCC7942_RS06005
SYNPCC7942_1414	1465709	1466434	SYNPCC7942_1414-MONOMER	SYNPCC7942_RS07235
SYNPCC7942_2185	2263403	2263807	SYNPCC7942_2185-MONOMER	SYNPCC7942_RS11105
SYNPCC7942_0268	264482	264964	SYNPCC7942_0268-MONOMER	SYNPCC7942_RS01365
SYNPCC7942_2555	2633656	2635086	SYNPCC7942_2555-MONOMER	SYNPCC7942_RS12985
SYNPCC7942_1146	1171215	1171481	SYNPCC7942_1146-MONOMER	SYNPCC7942_RS05870
SYNPCC7942_2159	2241719	2242651	SYNPCC7942_2159-MONOMER	SYNPCC7942_RS10970
SYNPCC7942_0791	785973	787211	SYNPCC7942_0791-MONOMER	SYNPCC7942_RS04095
SYNPCC7942_0224	223821	223961	SYNPCC7942_0224-MONOMER	SYNPCC7942_RS01140
SYNPCC7942_1102	1119830	1120258	SYNPCC7942_1102-MONOMER	SYNPCC7942_RS05650
SYNPCC7942_1961	2032854	2033402	SYNPCC7942_1961-MONOMER	SYNPCC7942_RS09950
SYNPCC7942_2125	2206002	2206403	SYNPCC7942_2125-MONOMER	SYNPCC7942_RS10775
SYNPCC7942_0187	184418	185461	SYNPCC7942_0187-MONOMER	SYNPCC7942_RS00950
SYNPCC7942_0289	284148	286994	SYNPCC7942_0289-MONOMER	SYNPCC7942_RS01470
SYNPCC7942_1067	1078734	1079282	SYNPCC7942_1067-MONOMER	SYNPCC7942_RS05475
SYNPCC7942_2059	2136697	2137272	SYNPCC7942_2059-MONOMER	SYNPCC7942_RS10445
SYNPCC7942_1388	1433659	1434372	SYNPCC7942_1388-MONOMER	SYNPCC7942_RS07105
SYNPCC7942_0155	156954	157184	SYNPCC7942_0155-MONOMER	SYNPCC7942_RS00785
SYNPCC7942_1028	1042384	1043340	SYNPCC7942_1028-MONOMER	SYNPCC7942_RS05280
SYNPCC7942_2530	2611383	2612138	SYNPCC7942_2530-MONOMER	SYNPCC7942_RS12845
SYNPCC7942_2021	2090088	2090381	SYNPCC7942_2021-MONOMER	SYNPCC7942_RS10255
SYNPCC7942_0119	118735	119292	SYNPCC7942_0119-MONOMER	SYNPCC7942_RS00600
SYNPCC7942_0763	756989	757318	SYNPCC7942_0763-MONOMER	
SYNPCC7942_0982	991553	992167	SYNPCC7942_0982-MONOMER	SYNPCC7942_RS05045
SYNPCC7942_1985	2055445	2056338	SYNPCC7942_1985-MONOMER	SYNPCC7942_RS10065
SYNPCC7942_1931	2005055	2005825	SYNPCC7942_1931-MONOMER	SYNPCC7942_RS09800
SYNPCC7942_0070	69378	69938	SYNPCC7942_0070-MONOMER	SYNPCC7942_RS00345
SYNPCC7942_0933	940410	940925	SYNPCC7942_0933-MONOMER	SYNPCC7942_RS04800
SYNPCC7942_0267	263757	264485	SYNPCC7942_0267-MONOMER	SYNPCC7942_RS01360
SYNPCC7942_1936	2010026	2010268	SYNPCC7942_1936-MONOMER	SYNPCC7942_RS09825
SYNPCC7942_0033	33174	33506	SYNPCC7942_0033-MONOMER	
SYNPCC7942_1360	1399742	1401052	SYNPCC7942_1360-MONOMER	SYNPCC7942_RS06955
SYNPCC7942_0895	905485	906657	SYNPCC7942_0895-MONOMER	SYNPCC7942_RS04610
SYNPCC7942_1890	1963748	1964254	SYNPCC7942_1890-MONOMER	SYNPCC7942_RS09585
SYNPCC7942_2506	2586799	2587497	SYNPCC7942_2506-MONOMER	SYNPCC7942_RS12715
SYNPCC7942_0002	1262	2134	SYNPCC7942_0002-MONOMER	SYNPCC7942_RS00010
SYNPCC7942_0862	865596	865973	SYNPCC7942_0862-MONOMER	SYNPCC7942_RS04445
SYNPCC7942_0706	696577	697191	SYNPCC7942_0706-MONOMER	SYNPCC7942_RS03620
SYNPCC7942_1839	1906094	1906834	SYNPCC7942_1839-MONOMER	SYNPCC7942_RS09330
SYNPCC7942_0825	819956	820654	SYNPCC7942_0825-MONOMER	SYNPCC7942_RS04265
SYNPCC7942_1901	1973458	1975839	SYNPCC7942_1901-MONOMER	SYNPCC7942_RS09640
SYNPCC7942_1801	1870692	1871408	SYNPCC7942_1801-MONOMER	SYNPCC7942_RS09150
