Gene Name	Left-End-Position	Right-End-Position	Product	Accession-1
SYNPCC7942_1643	1710353	1711873	SYNPCC7942_1643-MONOMER	SYNPCC7942_RS08380
SYNPCC7942_1050	1062357	1063226	SYNPCC7942_1050-MONOMER	SYNPCC7942_RS05385
SYNPCC7942_2205	2284655	2285062	SYNPCC7942_2205-MONOMER	SYNPCC7942_RS11205
SYNPCC7942_0555	537790	538509	SYNPCC7942_0555-MONOMER	SYNPCC7942_RS02825
SYNPCC7942_1614	1682665	1682802	SYNPCC7942_1614-MONOMER	SYNPCC7942_RS08235
SYNPCC7942_1019	1033300	1034799	SYNPCC7942_1019-MONOMER	SYNPCC7942_RS05240
SYNPCC7942_2175	2254747	2255820	SYNPCC7942_2175-MONOMER	SYNPCC7942_RS11055
SYNPCC7942_0517	502006	504333	SYNPCC7942_0517-MONOMER	SYNPCC7942_RS02625
SYNPCC7942_1591	1658135	1659022	SYNPCC7942_1591-MONOMER	SYNPCC7942_RS08125
SYNPCC7942_0998	1005621	1007519	SYNPCC7942_0998-MONOMER	SYNPCC7942_RS05125
SYNPCC7942_2139	2223602	2224213	SYNPCC7942_2139-MONOMER	SYNPCC7942_RS10855
SYNPCC7942_0488	474316	475644	SYNPCC7942_0488-MONOMER	SYNPCC7942_RS02485
SYNPCC7942_1571	1630063	1630872	SYNPCC7942_1571-MONOMER	SYNPCC7942_RS08025
SYNPCC7942_0972	979369	979761	SYNPCC7942_0972-MONOMER	SYNPCC7942_RS04995
SYNPCC7942_2114	2194827	2195990	SYNPCC7942_2114-MONOMER	SYNPCC7942_RS10715
SYNPCC7942_0466	451838	454087	SYNPCC7942_0466-MONOMER	SYNPCC7942_RS02375
SYNPCC7942_1543	1600652	1600777	SYNPCC7942_1543-MONOMER	
SYNPCC7942_0948	956719	957546	SYNPCC7942_0948-MONOMER	SYNPCC7942_RS04875
SYNPCC7942_2093	2174870	2176162	SYNPCC7942_2093-MONOMER	SYNPCC7942_RS10610
SYNPCC7942_0442	431458	432951	SYNPCC7942_0442-MONOMER	SYNPCC7942_RS02260
SYNPCC7942_1520	1572486	1572782	SYNPCC7942_1520-MONOMER	SYNPCC7942_RS07770
SYNPCC7942_0927	934021	934746	SYNPCC7942_0927-MONOMER	SYNPCC7942_RS04770
SYNPCC7942_2073	2150530	2152497	SYNPCC7942_2073-MONOMER	SYNPCC7942_RS10510
SYNPCC7942_0405	398870	399868	SYNPCC7942_0405-MONOMER	SYNPCC7942_RS02065
SYNPCC7942_1499	1548631	1548930	SYNPCC7942_1499-MONOMER	SYNPCC7942_RS07660
SYNPCC7942_B2653	45831	46181	SYNPCC7942_B2653-MONOMER	SYNPCC7942_RS13595
SYNPCC7942_0896	906832	907638	SYNPCC7942_0896-MONOMER	SYNPCC7942_RS04615
SYNPCC7942_2049	2123745	2126036	SYNPCC7942_2049-MONOMER	SYNPCC7942_RS10395
SYNPCC7942_0371	365116	366015	SYNPCC7942_0371-MONOMER	SYNPCC7942_RS01890
SYNPCC7942_1469	1522138	1522719	SYNPCC7942_1469-MONOMER	SYNPCC7942_RS07515
SYNPCC7942_B2619	10600	11178	SYNPCC7942_B2619-MONOMER	SYNPCC7942_RS13405
SYNPCC7942_0876	877976	880675	SYNPCC7942_0876-MONOMER	SYNPCC7942_RS04515
SYNPCC7942_2022	2090378	2091703	SYNPCC7942_2022-MONOMER	SYNPCC7942_RS10260
SYNPCC7942_0346	339352	340131	SYNPCC7942_0346-MONOMER	SYNPCC7942_RS01765
SYNPCC7942_1449	1502325	1503392	SYNPCC7942_1449-MONOMER	SYNPCC7942_RS07415
SYNPCC7942_2585	2669713	2670228	SYNPCC7942_2585-MONOMER	SYNPCC7942_RS13165
SYNPCC7942_0838	832860	833957	SYNPCC7942_0838-MONOMER	SYNPCC7942_RS04335
SYNPCC7942_1994	2064180	2064896	SYNPCC7942_1994-MONOMER	SYNPCC7942_RS10110
SYNPCC7942_0324	320824	322008	SYNPCC7942_0324-MONOMER	SYNPCC7942_RS01650
SYNPCC7942_1424	1477713	1478198	SYNPCC7942_1424-MONOMER	SYNPCC7942_RS07285
SYNPCC7942_2564	2644317	2644793	SYNPCC7942_2564-MONOMER	SYNPCC7942_RS13030
SYNPCC7942_0808	800851	802980	SYNPCC7942_0808-MONOMER	SYNPCC7942_RS04180
SYNPCC7942_1971	2041481	2042239	SYNPCC7942_1971-MONOMER	
SYNPCC7942_0301	299628	299990	SYNPCC7942_0301-MONOMER	SYNPCC7942_RS01535
SYNPCC7942_1400	1451255	1452376	SYNPCC7942_1400-MONOMER	SYNPCC7942_RS07165
SYNPCC7942_2541	2622353	2622766	SYNPCC7942_2541-MONOMER	SYNPCC7942_RS12900
SYNPCC7942_0780	772585	773958	SYNPCC7942_0780-MONOMER	SYNPCC7942_RS04045
SYNPCC7942_1942	2015645	2016097	SYNPCC7942_1942-MONOMER	SYNPCC7942_RS09855
SYNPCC7942_0279	274154	275758	SYNPCC7942_0279-MONOMER	SYNPCC7942_RS01420
SYNPCC7942_1374	1414283	1415914	SYNPCC7942_1374-MONOMER	SYNPCC7942_RS07030
SYNPCC7942_2518	2597751	2599148	SYNPCC7942_2518-MONOMER	SYNPCC7942_RS12785
SYNPCC7942_0736	731434	731745	SYNPCC7942_0736-MONOMER	SYNPCC7942_RS03805
SYNPCC7942_1918	1993521	1994600	SYNPCC7942_1918-MONOMER	SYNPCC7942_RS09735
SYNPCC7942_0256	252873	254099	SYNPCC7942_0256-MONOMER	SYNPCC7942_RS01305
SYNPCC7942_1347	1380019	1381014	SYNPCC7942_1347-MONOMER	SYNPCC7942_RS06885
SYNPCC7942_2495	2575746	2576687	SYNPCC7942_2495-MONOMER	SYNPCC7942_RS12660
SYNPCC7942_2492	2573355	2574068	SYNPCC7942_2492-MONOMER	SYNPCC7942_RS12645
SYNPCC7942_0694	687133	688056	SYNPCC7942_0694-MONOMER	SYNPCC7942_RS03560
SYNPCC7942_1887	1959524	1960816	SYNPCC7942_1887-MONOMER	SYNPCC7942_RS09570
SYNPCC7942_0226	224357	224632	SYNPCC7942_0226-MONOMER	SYNPCC7942_RS01150
SYNPCC7942_1317	1347173	1347910	SYNPCC7942_1317-MONOMER	SYNPCC7942_RS06735
SYNPCC7942_2460	2539907	2541181	SYNPCC7942_2460-MONOMER	SYNPCC7942_RS12505
SYNPCC7942_0664	660875	662224	SYNPCC7942_0664-MONOMER	SYNPCC7942_RS03400
SYNPCC7942_1863	1933701	1934582	SYNPCC7942_1863-MONOMER	SYNPCC7942_RS09450
SYNPCC7942_0194	192655	195516	SYNPCC7942_0194-MONOMER	SYNPCC7942_RS00985
SYNPCC7942_1294	1318734	1320302	SYNPCC7942_1294-MONOMER	SYNPCC7942_RS06620
SYNPCC7942_2440	2515544	2517694	SYNPCC7942_2440-MONOMER	SYNPCC7942_RS12400
SYNPCC7942_0638	630050	630463	SYNPCC7942_0638-MONOMER	SYNPCC7942_RS03275
SYNPCC7942_1844	1911034	1911558	SYNPCC7942_1844-MONOMER	SYNPCC7942_RS09355
SYNPCC7942_0169	168176	170347	SYNPCC7942_0169-MONOMER	SYNPCC7942_RS00860
SYNPCC7942_1273	1296812	1298347	SYNPCC7942_1273-MONOMER	SYNPCC7942_RS06520
SYNPCC7942_2417	2489314	2490579	SYNPCC7942_2417-MONOMER	SYNPCC7942_RS12280
SYNPCC7942_0136	136706	138013	SYNPCC7942_0136-MONOMER	SYNPCC7942_RS00690
SYNPCC7942_1249	1273621	1273755	SYNPCC7942_1249-MONOMER	SYNPCC7942_RS06400
SYNPCC7942_2384	2451384	2454974	SYNPCC7942_2384-MONOMER	SYNPCC7942_RS12115
SYNPCC7942_0109	108877	109383	SYNPCC7942_0109-MONOMER	SYNPCC7942_RS00555
SYNPCC7942_1227	1248593	1249327	SYNPCC7942_1227-MONOMER	SYNPCC7942_RS06290
SYNPCC7942_2359	2425391	2426773	SYNPCC7942_2359-MONOMER	SYNPCC7942_RS11985
SYNPCC7942_1802	1871523	1873145	SYNPCC7942_1802-MONOMER	SYNPCC7942_RS09155
SYNPCC7942_0085	82179	82865	SYNPCC7942_0085-MONOMER	SYNPCC7942_RS00420
SYNPCC7942_1208	1234594	1234848	SYNPCC7942_1208-MONOMER	SYNPCC7942_RS06185
SYNPCC7942_2335	2402921	2403955	SYNPCC7942_2335-MONOMER	SYNPCC7942_RS11870
SYNPCC7942_1772	1838756	1839004	SYNPCC7942_1772-MONOMER	SYNPCC7942_RS09005
SYNPCC7942_0061	61366	62472	SYNPCC7942_0061-MONOMER	SYNPCC7942_RS00305
SYNPCC7942_1182	1212795	1213313	SYNPCC7942_1182-MONOMER	SYNPCC7942_RS06055
SYNPCC7942_2315	2383870	2385324	SYNPCC7942_2315-MONOMER	SYNPCC7942_RS11770
SYNPCC7942_1739	1809717	1810142	SYNPCC7942_1739-MONOMER	SYNPCC7942_RS08850
SYNPCC7942_0031	31464	32738	SYNPCC7942_0031-MONOMER	SYNPCC7942_RS00160
SYNPCC7942_1151	1175883	1177466	SYNPCC7942_1151-MONOMER	SYNPCC7942_RS05900
SYNPCC7942_2290	2359531	2360265	SYNPCC7942_2290-MONOMER	SYNPCC7942_RS11640
SYNPCC7942_1717	1787724	1789025	SYNPCC7942_1717-MONOMER	SYNPCC7942_RS08735
HTX97_RS00030	3995	6625	HTX97_RS00030-MONOMER	ST32046_p8
SYNPCC7942_1123	1141051	1141266	SYNPCC7942_1123-MONOMER	SYNPCC7942_RS05750
SYNPCC7942_2261	2329449	2329790	SYNPCC7942_2261-MONOMER	SYNPCC7942_RS11490
SYNPCC7942_0626	618362	620221	SYNPCC7942_0626-MONOMER	SYNPCC7942_RS03210
SYNPCC7942_1693	1759418	1759819	SYNPCC7942_1693-MONOMER	SYNPCC7942_RS08620
SYNPCC7942_1100	1117103	1118551	SYNPCC7942_1100-MONOMER	SYNPCC7942_RS05640
SYNPCC7942_2235	2300665	2301372	SYNPCC7942_2235-MONOMER	SYNPCC7942_RS11350
SYNPCC7942_0600	588528	590060	SYNPCC7942_0600-MONOMER	SYNPCC7942_RS03080
SYNPCC7942_1667	1735965	1737356	SYNPCC7942_1667-MONOMER	SYNPCC7942_RS08500
SYNPCC7942_1070	1081730	1082851	SYNPCC7942_1070-MONOMER	SYNPCC7942_RS05490
SYNPCC7942_2218	2292352	2292891	SYNPCC7942_2218-MONOMER	SYNPCC7942_RS11265
SYNPCC7942_0578	558408	559616	SYNPCC7942_0578-MONOMER	SYNPCC7942_RS02940
SYNPCC7942_1636	1704606	1705013	SYNPCC7942_1636-MONOMER	
SYNPCC7942_1047	1060318	1060839	SYNPCC7942_1047-MONOMER	SYNPCC7942_RS05370
SYNPCC7942_2202	2282672	2283169	SYNPCC7942_2202-MONOMER	SYNPCC7942_RS11190
SYNPCC7942_0546	527876	530023	SYNPCC7942_0546-MONOMER	SYNPCC7942_RS02780
SYNPCC7942_1610	1678977	1680389	SYNPCC7942_1610-MONOMER	SYNPCC7942_RS08215
SYNPCC7942_1015	1028418	1030937	SYNPCC7942_1015-MONOMER	SYNPCC7942_RS05215
SYNPCC7942_2170	2251548	2251997	SYNPCC7942_2170-MONOMER	SYNPCC7942_RS11030
SYNPCC7942_0512	497624	498808	SYNPCC7942_0512-MONOMER	SYNPCC7942_RS02600
SYNPCC7942_1587	1652732	1653172	SYNPCC7942_1587-MONOMER	SYNPCC7942_RS08105
SYNPCC7942_0991	998464	999729	SYNPCC7942_0991-MONOMER	SYNPCC7942_RS05090
SYNPCC7942_2134	2213659	2214708	SYNPCC7942_2134-MONOMER	SYNPCC7942_RS10825
SYNPCC7942_0485	470975	472312	SYNPCC7942_0485-MONOMER	SYNPCC7942_RS02470
SYNPCC7942_1566	1623449	1625644	SYNPCC7942_1566-MONOMER	SYNPCC7942_RS08000
SYNPCC7942_0967	974099	975061	SYNPCC7942_0967-MONOMER	SYNPCC7942_RS04970
SYNPCC7942_2110	2190917	2191900	SYNPCC7942_2110-MONOMER	SYNPCC7942_RS10695
SYNPCC7942_0459	447057	448166	SYNPCC7942_0459-MONOMER	SYNPCC7942_RS02340
SYNPCC7942_1536	1595934	1596614	SYNPCC7942_1536-MONOMER	SYNPCC7942_RS07850
SYNPCC7942_0944	951502	952740	SYNPCC7942_0944-MONOMER	SYNPCC7942_RS04855
SYNPCC7942_2090	2169842	2171179	SYNPCC7942_2090-MONOMER	SYNPCC7942_RS10595
SYNPCC7942_0439	428611	429300	SYNPCC7942_0439-MONOMER	SYNPCC7942_RS02245
SYNPCC7942_1517	1566943	1568316	SYNPCC7942_1517-MONOMER	SYNPCC7942_RS07755
SYNPCC7942_0923	928293	929168	SYNPCC7942_0923-MONOMER	SYNPCC7942_RS04750
SYNPCC7942_2070	2146366	2147454	SYNPCC7942_2070-MONOMER	SYNPCC7942_RS10495
SYNPCC7942_0401	395246	395731	SYNPCC7942_0401-MONOMER	SYNPCC7942_RS02045
SYNPCC7942_1491	1542834	1543670	SYNPCC7942_1491-MONOMER	SYNPCC7942_RS07620
SYNPCC7942_B2646	40470	41786	SYNPCC7942_B2646-MONOMER	SYNPCC7942_RS13560
SYNPCC7942_0892	902109	903119	SYNPCC7942_0892-MONOMER	SYNPCC7942_RS04595
SYNPCC7942_2046	2118062	2118451	SYNPCC7942_2046-MONOMER	SYNPCC7942_RS10380
SYNPCC7942_0368	360711	362063	SYNPCC7942_0368-MONOMER	SYNPCC7942_RS01875
SYNPCC7942_1466	1519664	1520668	SYNPCC7942_1466-MONOMER	SYNPCC7942_RS07500
SYNPCC7942_2610	2692153	2692950	SYNPCC7942_2610-MONOMER	SYNPCC7942_RS13295
SYNPCC7942_0859	860118	862976	SYNPCC7942_0859-MONOMER	SYNPCC7942_RS04430
SYNPCC7942_2015	2083852	2084685	SYNPCC7942_2015-MONOMER	SYNPCC7942_RS10220
SYNPCC7942_0343	336654	337055	SYNPCC7942_0343-MONOMER	SYNPCC7942_RS01750
SYNPCC7942_1443	1497217	1498290	SYNPCC7942_1443-MONOMER	SYNPCC7942_RS07385
SYNPCC7942_2581	2667018	2667386	SYNPCC7942_2581-MONOMER	SYNPCC7942_RS13145
SYNPCC7942_0829	823506	823838	SYNPCC7942_0829-MONOMER	SYNPCC7942_RS04285
SYNPCC7942_0321	318147	318485	SYNPCC7942_0321-MONOMER	SYNPCC7942_RS01635
SYNPCC7942_1421	1475239	1475547	SYNPCC7942_1421-MONOMER	SYNPCC7942_RS07270
SYNPCC7942_2561	2639146	2639982	SYNPCC7942_2561-MONOMER	SYNPCC7942_RS13015
SYNPCC7942_0801	795123	795812	SYNPCC7942_0801-MONOMER	SYNPCC7942_RS04145
SYNPCC7942_1967	2037772	2038638	SYNPCC7942_1967-MONOMER	SYNPCC7942_RS09980
SYNPCC7942_0297	294872	296713	SYNPCC7942_0297-MONOMER	SYNPCC7942_RS01515
SYNPCC7942_1393	1442504	1443418	SYNPCC7942_1393-MONOMER	SYNPCC7942_RS07130
SYNPCC7942_2537	2619632	2620231	SYNPCC7942_2537-MONOMER	SYNPCC7942_RS12880
SYNPCC7942_0776	767721	768626	SYNPCC7942_0776-MONOMER	SYNPCC7942_RS04025
SYNPCC7942_1938	2011214	2012275	SYNPCC7942_1938-MONOMER	SYNPCC7942_RS09835
SYNPCC7942_0276	270001	271473	SYNPCC7942_0276-MONOMER	SYNPCC7942_RS01405
SYNPCC7942_1371	1408205	1409368	SYNPCC7942_1371-MONOMER	SYNPCC7942_RS07015
SYNPCC7942_2513	2592285	2593169	SYNPCC7942_2513-MONOMER	SYNPCC7942_RS12755
SYNPCC7942_0725	718666	720075	SYNPCC7942_0725-MONOMER	SYNPCC7942_RS03750
SYNPCC7942_1915	1991020	1991412	SYNPCC7942_1915-MONOMER	SYNPCC7942_RS09720
SYNPCC7942_0251	247110	247880	SYNPCC7942_0251-MONOMER	SYNPCC7942_RS01280
SYNPCC7942_1344	1378378	1378986	SYNPCC7942_1344-MONOMER	SYNPCC7942_RS06870
SYNPCC7942_1340	1374061	1374639	SYNPCC7942_1340-MONOMER	SYNPCC7942_RS06850
SYNPCC7942_2480	2560946	2561848	SYNPCC7942_2480-MONOMER	SYNPCC7942_RS12600
SYNPCC7942_0684	678025	678774	SYNPCC7942_0684-MONOMER	SYNPCC7942_RS03505
SYNPCC7942_1884	1956126	1956647	SYNPCC7942_1884-MONOMER	SYNPCC7942_RS09555
SYNPCC7942_0217	219113	219871	SYNPCC7942_0217-MONOMER	SYNPCC7942_RS01100
SYNPCC7942_1314	1342534	1344405	SYNPCC7942_1314-MONOMER	SYNPCC7942_RS06720
SYNPCC7942_2454	2532100	2533374	SYNPCC7942_2454-MONOMER	
SYNPCC7942_0659	653854	655275	SYNPCC7942_0659-MONOMER	SYNPCC7942_RS03375
SYNPCC7942_1859	1927733	1930486	SYNPCC7942_1859-MONOMER	SYNPCC7942_RS09430
SYNPCC7942_0190	189273	190397	SYNPCC7942_0190-MONOMER	SYNPCC7942_RS00965
SYNPCC7942_1291	1313561	1313929	SYNPCC7942_1291-MONOMER	SYNPCC7942_RS06605
SYNPCC7942_2437	2509504	2512368	SYNPCC7942_2437-MONOMER	SYNPCC7942_RS12380
SYNPCC7942_1838	1904431	1905957	SYNPCC7942_1838-MONOMER	SYNPCC7942_RS09325
SYNPCC7942_0159	161198	161632	SYNPCC7942_0159-MONOMER	SYNPCC7942_RS00805
SYNPCC7942_1266	1290360	1290953	SYNPCC7942_1266-MONOMER	SYNPCC7942_RS06485
SYNPCC7942_2412	2484439	2485251	SYNPCC7942_2412-MONOMER	SYNPCC7942_RS12260
SYNPCC7942_0129	128446	128877	SYNPCC7942_0129-MONOMER	SYNPCC7942_RS00655
SYNPCC7942_1243	1267422	1268117	SYNPCC7942_1243-MONOMER	SYNPCC7942_RS06370
SYNPCC7942_2381	2448076	2448882	SYNPCC7942_2381-MONOMER	SYNPCC7942_RS12100
SYNPCC7942_1817	1891423	1891788	SYNPCC7942_1817-MONOMER	SYNPCC7942_RS09225
SYNPCC7942_0106	106374	106952	SYNPCC7942_0106-MONOMER	SYNPCC7942_RS00540
SYNPCC7942_2354	2421202	2421726	SYNPCC7942_2354-MONOMER	SYNPCC7942_RS11960
SYNPCC7942_1794	1864768	1865946	SYNPCC7942_1794-MONOMER	SYNPCC7942_RS09115
SYNPCC7942_0080	77648	78871	SYNPCC7942_0080-MONOMER	SYNPCC7942_RS00395
SYNPCC7942_1204	1233460	1233774	SYNPCC7942_1204-MONOMER	SYNPCC7942_RS06165
SYNPCC7942_2332	2399369	2399851	SYNPCC7942_2332-MONOMER	SYNPCC7942_RS11855
SYNPCC7942_1766	1832998	1834029	SYNPCC7942_1766-MONOMER	SYNPCC7942_RS08975
SYNPCC7942_0056	57941	59068	SYNPCC7942_0056-MONOMER	SYNPCC7942_RS00280
SYNPCC7942_1179	1211113	1211529	SYNPCC7942_1179-MONOMER	SYNPCC7942_RS06040
SYNPCC7942_2312	2380457	2381530	SYNPCC7942_2312-MONOMER	SYNPCC7942_RS11755
SYNPCC7942_1736	1806290	1807075	SYNPCC7942_1736-MONOMER	SYNPCC7942_RS08835
SYNPCC7942_0027	28184	29350	SYNPCC7942_0027-MONOMER	SYNPCC7942_RS00140
SYNPCC7942_1145	1170843	1171169	SYNPCC7942_1145-MONOMER	SYNPCC7942_RS05865
SYNPCC7942_2285	2354769	2355848	SYNPCC7942_2285-MONOMER	SYNPCC7942_RS11615
SYNPCC7942_1714	1782216	1783232	SYNPCC7942_1714-MONOMER	SYNPCC7942_RS08720
GCEQ-2175	2018389	2019417	SYNPCC7942_1944-MONOMER	
SYNPCC7942_1118	1135064	1136614	SYNPCC7942_1118-MONOMER	SYNPCC7942_RS05730
SYNPCC7942_2253	2322145	2323299	SYNPCC7942_2253-MONOMER	SYNPCC7942_RS11455
SYNPCC7942_0623	613972	615351	SYNPCC7942_0623-MONOMER	SYNPCC7942_RS03195
SYNPCC7942_1688	1754913	1755773	SYNPCC7942_1688-MONOMER	SYNPCC7942_RS08600
SYNPCC7942_1094	1111918	1112535	SYNPCC7942_1094-MONOMER	SYNPCC7942_RS05615
SYNPCC7942_2231	2298200	2298832	SYNPCC7942_2231-MONOMER	SYNPCC7942_RS11330
SYNPCC7942_0597	584425	585264	SYNPCC7942_0597-MONOMER	SYNPCC7942_RS03060
SYNPCC7942_1660	1730131	1730964	SYNPCC7942_1660-MONOMER	SYNPCC7942_RS08465
SYNPCC7942_1064	1074007	1075368	SYNPCC7942_1064-MONOMER	SYNPCC7942_RS05460
SYNPCC7942_2215	2290963	2291406	SYNPCC7942_2215-MONOMER	SYNPCC7942_RS11250
SYNPCC7942_0570	551878	553221	SYNPCC7942_0570-MONOMER	SYNPCC7942_RS02900
SYNPCC7942_1630	1698933	1699268	SYNPCC7942_1630-MONOMER	SYNPCC7942_RS08315
SYNPCC7942_1038	1053264	1053851	SYNPCC7942_1038-MONOMER	SYNPCC7942_RS05330
SYNPCC7942_2197	2275683	2276786	SYNPCC7942_2197-MONOMER	SYNPCC7942_RS11160
SYNPCC7942_0537	520102	521355	SYNPCC7942_0537-MONOMER	SYNPCC7942_RS02730
SYNPCC7942_1607	1672123	1673679	SYNPCC7942_1607-MONOMER	SYNPCC7942_RS08200
SYNPCC7942_1011	1022715	1023956	SYNPCC7942_1011-MONOMER	SYNPCC7942_RS05190
SYNPCC7942_2160	2242713	2243867	SYNPCC7942_2160-MONOMER	SYNPCC7942_RS10975
SYNPCC7942_0508	494291	495421	SYNPCC7942_0508-MONOMER	SYNPCC7942_RS02580
SYNPCC7942_1582	1646823	1648211	SYNPCC7942_1582-MONOMER	SYNPCC7942_RS08080
SYNPCC7942_0987	996280	996723	SYNPCC7942_0987-MONOMER	SYNPCC7942_RS05070
SYNPCC7942_2129	2208154	2208558	SYNPCC7942_2129-MONOMER	SYNPCC7942_RS10795
SYNPCC7942_0480	463901	465634	SYNPCC7942_0480-MONOMER	SYNPCC7942_RS02445
SYNPCC7942_1557	1613464	1614396	SYNPCC7942_1557-MONOMER	SYNPCC7942_RS07940
SYNPCC7942_0962	969968	971323	SYNPCC7942_0962-MONOMER	SYNPCC7942_RS04945
SYNPCC7942_2106	2186064	2186855	SYNPCC7942_2106-MONOMER	SYNPCC7942_RS10675
SYNPCC7942_0455	444001	445155	SYNPCC7942_0455-MONOMER	SYNPCC7942_RS02325
SYNPCC7942_1532	1591611	1592276	SYNPCC7942_1532-MONOMER	SYNPCC7942_RS07830
SYNPCC7942_0941	946064	947773	SYNPCC7942_0941-MONOMER	SYNPCC7942_RS04840
SYNPCC7942_2085	2165683	2166759	SYNPCC7942_2085-MONOMER	SYNPCC7942_RS10570
SYNPCC7942_0430	419382	421292	SYNPCC7942_0430-MONOMER	SYNPCC7942_RS02195
SYNPCC7942_1514	1564750	1565349	SYNPCC7942_1514-MONOMER	SYNPCC7942_RS07740
SYNPCC7942_0918	924079	926028	SYNPCC7942_0918-MONOMER	SYNPCC7942_RS04725
SYNPCC7942_2066	2142279	2143310	SYNPCC7942_2066-MONOMER	SYNPCC7942_RS10475
SYNPCC7942_0396	389953	391494	SYNPCC7942_0396-MONOMER	SYNPCC7942_RS02020
SYNPCC7942_1488	1538545	1539897	SYNPCC7942_1488-MONOMER	SYNPCC7942_RS07605
SYNPCC7942_B2642	36501	37475	SYNPCC7942_B2642-MONOMER	SYNPCC7942_RS13540
SYNPCC7942_0887	893750	894124	SYNPCC7942_0887-MONOMER	SYNPCC7942_RS04570
SYNPCC7942_2041	2110181	2111803	SYNPCC7942_2041-MONOMER	SYNPCC7942_RS10355
SYNPCC7942_0365	356676	357305	SYNPCC7942_0365-MONOMER	SYNPCC7942_RS01860
SYNPCC7942_1463	1515369	1517000	SYNPCC7942_1463-MONOMER	SYNPCC7942_RS07485
SYNPCC7942_2604	2686728	2687315	SYNPCC7942_2604-MONOMER	SYNPCC7942_RS13265
SYNPCC7942_0856	854933	855295	SYNPCC7942_0856-MONOMER	SYNPCC7942_RS04415
SYNPCC7942_2010	2079493	2080140	SYNPCC7942_2010-MONOMER	
SYNPCC7942_0336	330878	332395	SYNPCC7942_0336-MONOMER	SYNPCC7942_RS01710
SYNPCC7942_1439	1492429	1494030	SYNPCC7942_1439-MONOMER	SYNPCC7942_RS07360
SYNPCC7942_2577	2662169	2663092	SYNPCC7942_2577-MONOMER	SYNPCC7942_RS13120
SYNPCC7942_0821	814476	816077	SYNPCC7942_0821-MONOMER	SYNPCC7942_RS04245
SYNPCC7942_1983	2052981	2054405	SYNPCC7942_1983-MONOMER	SYNPCC7942_RS10055
SYNPCC7942_0315	313079	314374	SYNPCC7942_0315-MONOMER	SYNPCC7942_RS01605
SYNPCC7942_1416	1468344	1470995	SYNPCC7942_1416-MONOMER	SYNPCC7942_RS07245
SYNPCC7942_2557	2635638	2636354	SYNPCC7942_2557-MONOMER	SYNPCC7942_RS12995
SYNPCC7942_0794	789460	790233	SYNPCC7942_0794-MONOMER	SYNPCC7942_RS04110
SYNPCC7942_1963	2033871	2034767	SYNPCC7942_1963-MONOMER	SYNPCC7942_RS09960
SYNPCC7942_0292	288534	289760	SYNPCC7942_0292-MONOMER	SYNPCC7942_RS01490
SYNPCC7942_1390	1435722	1436066	SYNPCC7942_1390-MONOMER	SYNPCC7942_RS07115
SYNPCC7942_2534	2614395	2615660	SYNPCC7942_2534-MONOMER	SYNPCC7942_RS12865
SYNPCC7942_0766	758390	759037	SYNPCC7942_0766-MONOMER	SYNPCC7942_RS03970
SYNPCC7942_1934	2007641	2008990	SYNPCC7942_1934-MONOMER	SYNPCC7942_RS09815
SYNPCC7942_0271	267165	267896	SYNPCC7942_0271-MONOMER	SYNPCC7942_RS01380
SYNPCC7942_1366	1404292	1405203	SYNPCC7942_1366-MONOMER	SYNPCC7942_RS06990
SYNPCC7942_2509	2589234	2589887	SYNPCC7942_2509-MONOMER	SYNPCC7942_RS12730
SYNPCC7942_0714	707744	709450	SYNPCC7942_0714-MONOMER	SYNPCC7942_RS03660
SYNPCC7942_1910	1985741	1986379	SYNPCC7942_1910-MONOMER	SYNPCC7942_RS09685
SYNPCC7942_0247	243507	244640	SYNPCC7942_0247-MONOMER	SYNPCC7942_RS01260
SYNPCC7942_0711	701604	704897	SYNPCC7942_0711-MONOMER	SYNPCC7942_RS03645
SYNPCC7942_1904	1978129	1979454	SYNPCC7942_1904-MONOMER	SYNPCC7942_RS09655
SYNPCC7942_0244	238622	241156	SYNPCC7942_0244-MONOMER	SYNPCC7942_RS01245
SYNPCC7942_1334	1364783	1366180	SYNPCC7942_1334-MONOMER	SYNPCC7942_RS06820
SYNPCC7942_2475	2556692	2558116	SYNPCC7942_2475-MONOMER	SYNPCC7942_RS12575
SYNPCC7942_0680	674334	675149	SYNPCC7942_0680-MONOMER	SYNPCC7942_RS03485
SYNPCC7942_1881	1953074	1954726	SYNPCC7942_1881-MONOMER	SYNPCC7942_RS09540
SYNPCC7942_0211	212909	214384	SYNPCC7942_0211-MONOMER	SYNPCC7942_RS01070
SYNPCC7942_1310	1337076	1338047	SYNPCC7942_1310-MONOMER	SYNPCC7942_RS06700
SYNPCC7942_2451	2529369	2530163	SYNPCC7942_2451-MONOMER	SYNPCC7942_RS12455
SYNPCC7942_0654	649443	650009	SYNPCC7942_0654-MONOMER	SYNPCC7942_RS03350
SYNPCC7942_1856	1925324	1925830	SYNPCC7942_1856-MONOMER	SYNPCC7942_RS09415
SYNPCC7942_0186	184160	184411	SYNPCC7942_0186-MONOMER	SYNPCC7942_RS00945
SYNPCC7942_1287	1309030	1310862	SYNPCC7942_1287-MONOMER	SYNPCC7942_RS06590
SYNPCC7942_2430	2500967	2502112	SYNPCC7942_2430-MONOMER	SYNPCC7942_RS12345
SYNPCC7942_1829	1898205	1898975	SYNPCC7942_1829-MONOMER	SYNPCC7942_RS09280
