Reaction,Complexes
THRD_L,GMET_RS15395-MONOMER_mod_pydx5p(1)
THRPDC,GMET_RS02435-MONOMER
THRS,GMET_RS08195-MONOMER_mod_pydx5p(1)
THRTRS,GMET_RS07110-MONOMER_mod_zn2(1)
THZPSN3,CPLX_THZPSN3-0 OR CPLX_THZPSN3-1 OR CPLX_THZPSN3-2 OR CPLX_THZPSN3-3 OR CPLX_THZPSN3-4 OR CPLX_THZPSN3-5 OR CPLX_THZPSN3-6 OR CPLX_THZPSN3-7
TKT1,CPLX_TKT1-0 OR GMET_RS00890-MONOMER_mod_thmpp(1)
TKT2,CPLX_TKT1-0 OR GMET_RS00890-MONOMER_mod_thmpp(1)
TMDS,GMET_RS01885-MONOMER
TMPK,GMET_RS16100-MONOMER_mod_mg2(1)
TMPPP,GMET_RS14600-MONOMER
TOLtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
TPI,GMET_RS09840-MONOMER
TRDR,GMET_RS15385-MONOMER
TRPS1,CPLX_TRPS1-0 OR CPLX2LZ9-25_mod_pydx5p(1)
TRPTA,GMET_RS16665-MONOMER OR GMET_RS17215-MONOMER OR GMET_RS03670-MONOMER
TRPTRS,GMET_RS09900-MONOMER_mod_mg2(1)
TSULabcpp,CPLX2LZ9-3
TSULtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
TTDCAtexi,GMET_RS07730-MONOMER
TTDCEAtexi,GMET_RS07730-MONOMER
TUNGSabcpp,CPLX2LZ9-3 OR CPLX2LZ9-2 OR CPLX_TUNGSabcpp-0
TUNGStex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
TYRL,GMET_RS14730-MONOMER
TYRTA,GMET_RS16665-MONOMER OR GMET_RS17215-MONOMER OR GMET_RS03670-MONOMER
TYRTRS,GMET_RS05925-MONOMER
U23GAAT,GMET_RS11870-MONOMER
U23GAATN,GMET_RS11870-MONOMER
UAAGDS,GMET_RS02035-MONOMER
UACGAMDH,GMET_RS11855-MONOMER
UACGAMOAT,GMET_RS11850-MONOMER
UACMAMO,GMET_RS10070-MONOMER
UAG2E,GMET_RS07500-MONOMER_mod_nad(1) OR GMET_RS07575-MONOMER
UAGAAT,GMET_RS11860-MONOMER OR GMET_RS12890-MONOMER
UAGAATN,GMET_RS11860-MONOMER OR GMET_RS12890-MONOMER
UAGCVT,GMET_RS01905-MONOMER
UAGDP,GMET_RS00520-MONOMER_mod_mg2(1)
UAGPT3,GMET_RS02060-MONOMER
UAMAGS,GMET_RS02050-MONOMER_mod_k(1)_mod_mg2(1)
UAMAS,GMET_RS02065-MONOMER_mod_mg2(1)
UAPGR,GMET_RS02070-MONOMER_mod_fad(1)
UDCPDP,GMET_RS15705-MONOMER OR GMET_RS03465-MONOMER
UDCPDPS,GMET_RS06315-MONOMER_mod_mg2(1)
UDCPDPpp,GMET_RS03465-MONOMER OR GMET_RS15705-MONOMER
UDPG4E,GMET_RS11740-MONOMER OR GMET_RS07485-MONOMER_mod_nad(1)
UDPGD,GMET_RS07210-MONOMER
UDPGDC,GMET_RS04425-MONOMER
UDPGLDC,GMET_RS07215-MONOMER
UDPKAAT,GMET_RS04440-MONOMER_mod_pydx5p(1)
UGLT,GMET_RS15915-MONOMER_mod_fe2(1)_mod_zn2(1)
UGMDDS,GMET_RS02040-MONOMER
UHGADA,GMET_RS13085-MONOMER
UHGADAN,GMET_RS13085-MONOMER
ULA4NFT,GMET_RS04430-MONOMER
UMPK,GMET_RS06305-MONOMER
UPLA4FNF,GMET_RS04420-MONOMER
UPLA4FNT,GMET_RS04435-MONOMER
UPP3MT,GMET_RS16210-MONOMER
UPP3S,GMET_RS16210-MONOMER
UPPDC1,GMET_RS00080-MONOMER
UPPRT,GMET_RS08895-MONOMER
URCYT,GMET_RS04655-MONOMER
USHD,GMET_RS13915-MONOMER
USHDN,GMET_RS13915-MONOMER
VACOAI,GMET_RS11155-MONOMER
VALTA,GMET_RS14295-MONOMER_mod_pydx5p(6) OR GMET_RS14295-MONOMER_mod_pydx5p(1)
VALTRS,GMET_RS04785-MONOMER_mod_mg2(1)
VALabcpp,CPLX2LZ9-44
VALtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
VANCYT,GMET_RS04655-MONOMER
VCACT,GMET_RS10465-MONOMER OR GMET_RS00725-MONOMER OR GMET_RS11065-MONOMER OR GMET_RS11145-MONOMER OR GMET_RS11430-MONOMER OR GMET_RS08650-MONOMER OR GMET_RS16550-MONOMER
VCOAD,GMET_RS08630-MONOMER OR GMET_RS11075-MONOMER OR GMET_RS16570-MONOMER OR GMET_RS11440-MONOMER OR GMET_RS11135-MONOMER OR GMET_RS16575-MONOMER OR GMET_RS08605-MONOMER OR GMET_RS11070-MONOMER
VECOAH,GMET_RS08635-MONOMER OR GMET_RS10450-MONOMER OR GMET_RS11060-MONOMER OR GMET_RS11200-MONOMER OR GMET_RS10380-MONOMER OR GMET_RS07905-MONOMER OR GMET_RS11115-MONOMER OR GMET_RS16565-MONOMER OR GMET_RS11140-MONOMER OR GMET_RS11055-MONOMER OR GMET_RS16460-MONOMER OR GMET_RS07920-MONOMER OR GMET_RS11100-MONOMER
VNDH_2,GMET_RS10740-MONOMER
VOR1b,CPLX_IOR2b-2
VOR2b,CPLX_IOR2b-2
VOR3b,CPLX_IOR2b-2
WCOS,GMET_RS05195-MONOMER OR GMET_RS01680-MONOMER OR GMET_RS09085-MONOMER
ZN2t4pp,CPLX_CD2t4pp-0 OR CPLX_CD2t4pp-1 OR CPLX_CD2t4pp-2 OR CPLX_CD2t4pp-3
ZNabcpp,CPLX2LZ9-63
Zn2tex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
