Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
STM2071	STM2071	2149612	2150511	STM2071-MONOMER
STM0812	STM0812	877115	878356	STM0812-MONOMER
STM0678	STM0678	738553	738634	STM0678-tRNA
STM0163	STM0163	192411	193394	STM0163-MONOMER
STM3833	STM3833	4036645	4037838	STM3833-MONOMER
STM1259	STM1259	1343308	1343898	STM1259-MONOMER
STM4321	STM4321	4566593	4566665	STM4321-tRNA
STM3989	STM3989	4197683	4197756	STM3989-tRNA
STM4327	STM4327	4572699	4573214	STM4327-MONOMER
STM3056	STM3056	3217143	3218345	STM3056-MONOMER
STM3397	STM3397	3570314	3570386	STM3397-tRNA
STM2823	STM2823	2970341	2970414	STM2823-tRNA
STM0622	STM0622	685371	686279	STM0622-MONOMER
STM3515	STM3515	3676911	3679616	STM3515-MONOMER
STM2417	STM2417	2531955	2532027	STM2417-tRNA
STM2041	STM2041	2119630	2120304	STM2041-MONOMER
STM1082	STM1082	1172734	1173513	STM1082-MONOMER
STM4004	STM4004	4211184	4212557	STM4004-MONOMER
STM1423	STM1423	1501631	1501704	STM1423-tRNA
STM0675	STM0675	738253	738326	STM0675-tRNA
STM1552	STM1552	1627912	1628820	STM1552-MONOMER
STM0788	STM0788	853064	854005	STM0788-MONOMER
STM4178	STM4178	4396316	4396388	STM4178-tRNA
STM3933	STM3933	4141148	4141231	STM3933-tRNA
STM2875	STM2875	3017843	3018772	STM2875-MONOMER
STM1235	STM1235	1322739	1323200	STM1235-MONOMER
STM3394	STM3394	3566791	3566863	STM3394-tRNA
STM2693	STM2693	2844217	2844316	STM2693-RNA
STM0127	STM0127	148716	149960	STM0127-MONOMER
STM3034	STM3034	3195560	3195787	STM3034-MONOMER
STM2411	STM2411	2528938	2529010	STM2411-tRNA
STM2012	STM2012	2094162	2094234	STM2012-tRNA
STM3342	STM3342	3510560	3511198	STM3342-MONOMER
STM3498	STM3498	3653491	3654375	STM3498-MONOMER
STM1247	STM1247	1333199	1333272	STM1247-tRNA
STM0553	STM0553	613570	613643	STM0553-tRNA
STM2048	STM2048	2124431	2124922	STM2048-MONOMER
STM3979	STM3979	4185175	4185876	STM3979-MONOMER
STM4144	STM4144	4360344	4360415	STM4144-tRNA
STM3896	STM3896	4105381	4105453	STM3896-tRNA
STM3815	STM3815	4015855	4016334	STM3815-MONOMER
STM0771	STM0771	835499	836275	STM0771-MONOMER
STM3289	STM3289	3458513	3458586	STM3289-tRNA
STM2657	STM2657	2796758	2799767	STM2657-rRNA
STM4307	STM4307	4554958	4555731	STM4307-MONOMER
STM1218	STM1218	1303861	1304562	STM1218-MONOMER
STM2268	STM2268	2366829	2367009	STM2268-RNA
STM2000	STM2000	2082174	2082260	STM2000-tRNA
STM0606	STM0606	668046	668948	STM0606-MONOMER
STM3010	STM3010	3167878	3170037	STM3010-MONOMER
STM0949	STM0949	1027444	1027528	STM0949-tRNA
STM0265	STM0265	304278	304351	STM0265-tRNA
STM1063	STM1063	1153915	1155168	STM1063-MONOMER
STM3481	STM3481	3636255	3637259	STM3481-MONOMER
STM4554	STM4554	4810749	4810832	STM4554-tRNA
STM4136	STM4136	4356386	4356506	STM4136-rRNA
STM1531	STM1531	1607667	1608008	STM1531-MONOMER
PSLT021	PSLT021	15921	16377	
STM3893	STM3893	4105041	4105139	STM3893-RNA
STM3116	STM3116	3276153	3276225	STM3116-tRNA
STM2855	STM2855	3000227	3001099	STM2855-MONOMER
STM4171	STM4171	4387006	4387698	STM4171-MONOMER
STM2469	STM2469	2578022	2578501	STM2469-MONOMER
STM2057	STM2057	2131437	2132651	STM2057-MONOMER
STM0111	STM0111	129673	131073	STM0111-MONOMER
STM4057	STM4057	4267943	4268338	STM4057-MONOMER
STM1944	STM1944	2035587	2035659	STM1944-tRNA
STM0753	STM0753	819064	819136	STM0753-tRNA
STM2027	STM2027	2105996	2106721	STM2027-MONOMER
STM4002	STM4002	4210137	4210361	STM4002-MONOMER
STM0252	STM0252	291245	294337	STM0252-rRNA
STM4458	STM4458	4703051	4703437	STM4458-MONOMER
STM3326	STM3326	3488894	3489622	STM3326-MONOMER
STM3906	STM3906	4115681	4115998	STM3906-MONOMER
STM4133	STM4133	4352754	4352827	STM4133-tRNA
STM4044	STM4044	4253820	4254968	STM4044-MONOMER
STM3794	STM3794	3994848	3995633	STM3794-MONOMER
STM3796A	STM3796A	3998638	3999498	STM3796A-MONOMER
STM3889	STM3889	4100145	4101688	STM3889-rRNA
STM2989	STM2989	3141070	3141143	STM2989-tRNA
STM0586	STM0586	644005	645219	STM0586-MONOMER
STM3748	STM3748	3942776	3944485	STM3748-MONOMER
STM2463	STM2463	2573396	2574799	STM2463-MONOMER
STM2051	STM2051	2126218	2127612	STM2051-MONOMER
STM4293	STM4293	4534400	4536043	STM4293-MONOMER
STM3658	STM3658	3843379	3844374	STM3658-MONOMER
STM1759	STM1759	1852853	1852934	STM1759-tRNA
STM0679	STM0679	738646	738719	STM0679-tRNA
STM1045	STM1045	1130664	1131359	STM1045-MONOMER
STM3587	STM3587	3755708	3756775	STM3587-MONOMER
STM0249	STM0249	289190	290733	STM0249-rRNA
STM4352	STM4352	4596428	4596500	STM4352-tRNA
STM1511	STM1511	1588795	1589541	STM1511-MONOMER
STM3156	STM3156	3318059	3318463	STM3156-MONOMER
STM3990	STM3990	4197871	4197943	STM3990-tRNA
STM3398	STM3398	3570470	3572013	STM3398-rRNA
STM2837	STM2837	2981641	2982414	STM2837-MONOMER
STM1206	STM1206	1290755	1291129	STM1206-MONOMER
STM2824	STM2824	2970480	2970553	STM2824-tRNA
STM2418	STM2418	2532072	2532144	STM2418-tRNA
STM0092	STM0092	104470	105756	STM0092-MONOMER
STM3388	STM3388	3557933	3560032	STM3388-MONOMER
STM2042	STM2042	2120319	2120840	STM2042-MONOMER
STM1424	STM1424	1501718	1501791	STM1424-tRNA
STM1998	STM1998	2081160	2081579	STM1998-MONOMER
STM3021	STM3021	3181905	3182387	STM3021-MONOMER
STM0676	STM0676	738345	738416	STM0676-tRNA
PSLT074	PSLT074	61455	61622	PSLT074-RNA
STM3309	STM3309	3476657	3476953	STM3309-MONOMER
STM0961	STM0961	1041569	1042183	STM0961-MONOMER
STM4179	STM4179	4396624	4399617	STM4179-rRNA
STM3934	STM3934	4141277	4141350	STM3934-tRNA
STM3771	STM3771	3971421	3971906	STM3771-MONOMER
STM3230	STM3230	3397113	3397511	STM3230-MONOMER
STM3395	STM3395	3566874	3566995	STM3395-rRNA
STM2821	STM2821	2969932	2970005	STM2821-tRNA
STM0564	STM0564	620331	621656	STM0564-MONOMER
STM2803	STM2803	2949735	2951069	STM2803-MONOMER
STM2412	STM2412	2529056	2529128	STM2412-tRNA
STM2014	STM2014	2095992	2096064	STM2014-tRNA
STM4275	STM4275	4513730	4515688	STM4275-MONOMER
STM2760	STM2760	2900443	2901318	STM2760-MONOMER
STM1262	STM1262	1345637	1345710	STM1262-tRNA
STM0673	STM0673	738014	738085	STM0673-tRNA
STM1029	STM1029	1115683	1116162	STM1029-MONOMER
STM4145	STM4145	4360425	4360497	STM4145-tRNA
STM3931	STM3931	4140921	4140994	STM3931-tRNA
STM1491	STM1491	1568516	1569664	STM1491-MONOMER
STM3292	STM3292	3461762	3461845	STM3292-tRNA
STM2658	STM2658	2799961	2800033	STM2658-tRNA
STM2813	STM2813	2961125	2961655	STM2813-MONOMER
STM2360	STM2360	2471264	2472661	STM2360-MONOMER
STM2002	STM2002	2083247	2083319	STM2002-tRNA
STM0069	STM0069	81020	81616	STM0069-MONOMER
STM1086	STM1086	1175309	1175393	STM1086-tRNA
STM0323	STM0323	368807	368879	STM0323-tRNA
STM1976	STM1976	2063532	2064536	STM1976-MONOMER
STM4555	STM4555	4810863	4810946	STM4555-tRNA
STM4142	STM4142	4360059	4360131	STM4142-tRNA
STM3287	STM3287	3456320	3457822	STM3287-MONOMER
STM3894	STM3894	4105124	4105243	STM3894-rRNA
STM3213	STM3213	3379011	3379083	STM3213-tRNA
STM0544	STM0544	604751	605284	STM0544-MONOMER
STM2615	STM2615	2761650	2761723	STM2615-tRNA
STM2082	STM2082	2160928	2162358	STM2082-MONOMER
STM3744	STM3744	3936893	3938974	STM3744-MONOMER
STM1983	STM1983	2068086	2068293	STM1983-RNA
STM0754	STM0754	819189	819261	STM0754-tRNA
STM4247	STM4247	4468054	4469133	STM4247-MONOMER
STM0253	STM0253	294520	294641	STM0253-rRNA
STM4487	STM4487	4731014	4731095	STM4487-tRNA
STM1013	STM1013	1105788	1106162	STM1013-MONOMER
STM4134	STM4134	4352942	4353014	STM4134-tRNA
STM1468	STM1468	1542178	1543824	STM1468-MONOMER
STM2789	STM2789	2937836	2938822	STM2789-MONOMER
STM0051	STM0051	60164	61084	STM0051-MONOMER
STM1958	STM1958	2046371	2047576	STM1958-MONOMER
STM3263	STM3263	3432407	3433270	STM3263-MONOMER
STM0524	STM0524	585381	586679	STM0524-MONOMER
STM3726	STM3726	3921143	3921952	STM3726-MONOMER
STM4231	STM4231	4452094	4453452	STM4231-MONOMER
STM0995	STM0995	1085023	1086864	STM0995-MONOMER
STM2764	STM2764	2906456	2906923	STM2764-MONOMER
STM1450	STM1450	1524812	1525672	STM1450-MONOMER
STM0032	STM0032	35339	37057	STM0032-MONOMER
STM1932	STM1932	2027237	2027740	STM1932-MONOMER
STM3245	STM3245	3412480	3413418	STM3245-MONOMER
STM0503	STM0503	563153	563932	STM0503-MONOMER
STM3709	STM3709	3903929	3905125	STM3709-MONOMER
STM4207	STM4207	4427622	4428344	STM4207-MONOMER
STM0974	STM0974	1057441	1058298	STM0974-MONOMER
STM2739	STM2739	2876819	2877844	STM2739-MONOMER
STM1431	STM1431	1509404	1509985	STM1431-MONOMER
STM0005	STM0005	5114	5887	STM0005-MONOMER
STM1914	STM1914	2010280	2011431	STM1914-MONOMER
STM3216	STM3216	3380809	3382374	STM3216-MONOMER
STM0484	STM0484	540910	542838	STM0484-MONOMER
STM3686	STM3686	3877416	3878564	STM3686-MONOMER
STM2401	STM2401	2514560	2515480	STM2401-MONOMER
STM4183	STM4183	4402052	4403653	STM4183-MONOMER
STM0953	STM0953	1030350	1030568	STM0953-MONOMER
STM2722	STM2722	2864039	2865805	STM2722-MONOMER
STM1413	STM1413	1493294	1493662	STM1413-MONOMER
PSLT099	PSLT099	77924	78472	PSLT099-MONOMER
STM1893	STM1893	1988187	1988972	STM1893-MONOMER
STM3196	STM3196	3358888	3359247	STM3196-MONOMER
STM0460	STM0460	516768	518540	STM0460-MONOMER
STM3668	STM3668	3855651	3856649	STM3668-MONOMER
STM2369	STM2369	2481273	2482286	STM2369-MONOMER
STM4159	STM4159	4377035	4378168	STM4159-MONOMER
STM0931	STM0931	1005690	1006520	STM0931-MONOMER
STM2706	STM2706	2853999	2855573	STM2706-MONOMER
STM1396	STM1396	1483086	1483328	STM1396-MONOMER
PSLT081	PSLT081	64633	66054	PSLT081-MONOMER
STM1872	STM1872	1968116	1968235	STM1872-MONOMER
STM3177	STM3177	3340805	3341464	STM3177-MONOMER
STM0441	STM0441	494586	495200	STM0441-MONOMER
STM3644	STM3644	3830332	3832665	STM3644-MONOMER
STM2351	STM2351	2462130	2462906	STM2351-MONOMER
STM4129	STM4129	4346649	4347749	STM4129-MONOMER
STM0913	STM0913	985466	986137	STM0913-MONOMER
STM2688	STM2688	2826487	2826969	STM2688-MONOMER
STM1372	STM1372	1454908	1456179	STM1372-MONOMER
PSLT060	PSLT060	50160	50381	PSLT060-MONOMER
STM1845	STM1845	1941131	1943179	STM1845-MONOMER
STM3159	STM3159	3320016	3320750	STM3159-MONOMER
STM0425	STM0425	477869	479317	STM0425-MONOMER
STM3624A	STM3624A	3808685	3808825	STM3624A-MONOMER
STM2331	STM2331	2441994	2443208	STM2331-MONOMER
STM4109	STM4109	4323831	4324493	STM4109-MONOMER
STM0897	STM0897	966312	966728	STM0897-MONOMER
STM2669	STM2669	2810347	2811468	STM2669-MONOMER
STM1350	STM1350	1430181	1431821	STM1350-MONOMER
PSLT043	PSLT043	34149	35174	PSLT043-MONOMER
STM1824	STM1824	1921163	1922527	STM1824-MONOMER
STM3138	STM3138	3300626	3301684	STM3138-MONOMER
STM0405	STM0405	460822	461949	STM0405-MONOMER
STM3602	STM3602	3774541	3775260	STM3602-MONOMER
STM2313	STM2313	2419659	2420576	STM2313-MONOMER
STM4091	STM4091	4299163	4300494	STM4091-MONOMER
STM4583	STM4583	4841048	4841374	STM4583-MONOMER
STM0878	STM0878	949588	950721	STM0878-MONOMER
STM2644	STM2644	2784258	2785157	STM2644-MONOMER
STM1333	STM1333	1412193	1414121	STM1333-MONOMER
PSLT023	PSLT023	16636	17625	PSLT023-MONOMER
STM1803	STM1803	1902683	1903981	STM1803-MONOMER
STM3118	STM3118	3276832	3278157	STM3118-MONOMER
STM0386	STM0386	439257	440066	STM0386-MONOMER
STM3583	STM3583	3750685	3751263	STM3583-MONOMER
STM2296	STM2296	2403066	2403671	STM2296-MONOMER
STM4073	STM4073	4282299	4283258	STM4073-MONOMER
STM4563	STM4563	4816928	4818001	STM4563-MONOMER
STM0854	STM0854	926184	926699	STM0854-MONOMER
STM2627	STM2627	2768931	2769305	STM2627-MONOMER
STM1309	STM1309	1389108	1390016	STM1309-MONOMER
PSLT001	PSLT001	94	378	PSLT001-MONOMER
STM1786	STM1786	1884822	1885940	STM1786-MONOMER
STM3094	STM3094	3256147	3256926	STM3094-MONOMER
STM0362	STM0362	411177	411308	STM0362-MONOMER
STM3560	STM3560	3728666	3729379	STM3560-MONOMER
STM2276	STM2276	2380315	2381043	STM2276-MONOMER
STM4050	STM4050	4260912	4261946	STM4050-MONOMER
STM4539	STM4539	4797494	4798555	STM4539-MONOMER
STM0835	STM0835	902274	902747	STM0835-MONOMER
STM2609	STM2609	2757491	2758036	STM2609-MONOMER
STM1290	STM1290	1368684	1369679	STM1290-MONOMER
STM1765	STM1765	1862538	1863935	STM1765-MONOMER
STM3075	STM3075	3235699	3236355	STM3075-MONOMER
STM0336	STM0336	378982	379740	STM0336-MONOMER
STM3537	STM3537	3704134	3706110	STM3537-MONOMER
STM2257	STM2257	2354859	2355728	STM2257-MONOMER
STM4032	STM4032	4240502	4241431	STM4032-MONOMER
STM4519	STM4519	4774476	4775846	STM4519-MONOMER
STM0815	STM0815	879616	880722	STM0815-MONOMER
STM2592	STM2592	2742147	2742845	STM2592-MONOMER
STM1260	STM1260	1343980	1345113	STM1260-MONOMER
STM1739	STM1739	1832862	1834322	STM1739-MONOMER
STM3057	STM3057	3218471	3219649	STM3057-MONOMER
STM0311	STM0311	356073	356840	STM0311-MONOMER
STM3516	STM3516	3679704	3679979	STM3516-MONOMER
STM2234	STM2234	2334833	2335360	STM2234-MONOMER
STM4005	STM4005	4212870	4214279	STM4005-MONOMER
STM4490	STM4490	4735593	4736582	STM4490-MONOMER
STM0789	STM0789	854050	854775	STM0789-MONOMER
STM2577	STM2577	2722063	2722443	STM2577-MONOMER
STM1237	STM1237	1323538	1324203	STM1237-MONOMER
STM1714	STM1714	1809786	1812383	STM1714-MONOMER
STM3038	STM3038	3197581	3198339	STM3038-MONOMER
STM0281	STM0281	319772	321115	STM0281-MONOMER
STM3499	STM3499	3654485	3656194	STM3499-MONOMER
STM2206	STM2206	2306223	2307353	STM2206-MONOMER
STM3981	STM3981	4186895	4187953	STM3981-MONOMER
STM4469	STM4469	4711765	4712769	STM4469-MONOMER
STM0772	STM0772	836366	837118	STM0772-MONOMER
STM2555	STM2555	2693682	2694935	STM2555-MONOMER
STM1219	STM1219	1304562	1305806	STM1219-MONOMER
STM1697	STM1697	1789089	1789685	STM1697-MONOMER
STM3011	STM3011	3170630	3171658	STM3011-MONOMER
STM0260	STM0260	299924	301291	STM0260-MONOMER
STM3482	STM3482	3637252	3638010	STM3482-MONOMER
STM2186	STM2186	2281391	2282632	STM2186-MONOMER
STM3008	STM3008	3165556	3166596	STM3008-MONOMER
STM0257	STM0257	296913	298088	STM0257-MONOMER
STM3479	STM3479	3635168	3635626	STM3479-MONOMER
STM2182	STM2182	2278315	2279010	STM2182-MONOMER
STM3958	STM3958	4162571	4164418	STM3958-MONOMER
STM4447	STM4447	4688718	4689458	STM4447-MONOMER
STM0745	STM0745	813431	814123	STM0745-MONOMER
STM2534	STM2534	2673995	2674663	STM2534-MONOMER
STM1197	STM1197	1280425	1281666	STM1197-MONOMER
STM1677	STM1677	1769941	1770846	STM1677-MONOMER
STM2987	STM2987	3138849	3139655	STM2987-MONOMER
STM0233	STM0233	274184	275947	STM0233-MONOMER
STM3458	STM3458	3609023	3609574	STM3458-MONOMER
STM2162	STM2162	2257245	2257976	STM2162-MONOMER
STM3930	STM3930	4139433	4140818	STM3930-MONOMER
STM4426	STM4426	4669031	4670374	STM4426-MONOMER
STM0728	STM0728	793928	794719	STM0728-MONOMER
STM2512	STM2512	2626078	2627427	STM2512-MONOMER
STM1179	STM1179	1261799	1262581	STM1179-MONOMER
STM1654	STM1654	1747303	1748238	STM1654-MONOMER
STM2964	STM2964	3115551	3116333	STM2964-MONOMER
STM0217	STM0217	255281	256132	STM0217-MONOMER
STM3440	STM3440	3595564	3596193	STM3440-MONOMER
STM2137	STM2137	2231494	2232540	STM2137-MONOMER
STM3913	STM3913	4121840	4123321	STM3913-MONOMER
STM4403	STM4403	4639575	4641518	STM4403-MONOMER
STM0703	STM0703	767016	769700	STM0703-MONOMER
STM2491	STM2491	2605638	2606108	STM2491-MONOMER
STM1160	STM1160	1246410	1247528	STM1160-MONOMER
STM1634	STM1634	1724653	1725300	STM1634-MONOMER
STM2947	STM2947	3089006	3090718	STM2947-MONOMER
STM0197	STM0197	233979	234731	STM0197-MONOMER
STM3424	STM3424	3588512	3588865	STM3424-MONOMER
STM2117	STM2117	2201054	2201503	STM2117-MONOMER
STM3884	STM3884	4094600	4095490	STM3884-MONOMER
STM4384	STM4384	4626661	4626966	STM4384-MONOMER
STM0685	STM0685	745261	747213	STM0685-MONOMER
STM2471	STM2471	2579330	2579788	STM2471-MONOMER
STM1139	STM1139	1228014	1228847	STM1139-MONOMER
STM1613	STM1613	1702907	1703188	STM1613-MONOMER
STM2928	STM2928	3069227	3070276	STM2928-MONOMER
STM0181	STM0181	211506	212360	STM0181-MONOMER
STM3407	STM3407	3577468	3578415	STM3407-MONOMER
STM2101	STM2101	2182656	2183936	STM2101-MONOMER
STM3867	STM3867	4076447	4077988	STM3867-MONOMER
STM4362	STM4362	4604971	4606251	STM4362-MONOMER
STM0659	STM0659	722536	724215	STM0659-MONOMER
STM2447	STM2447	2558621	2559196	STM2447-MONOMER
STM1115	STM1115	1202436	1203059	STM1115-MONOMER
STM1588	STM1588	1676091	1676756	STM1588-MONOMER
STM2907	STM2907	3048778	3049434	STM2907-MONOMER
STM0161	STM0161	190200	191153	STM0161-MONOMER
STM3379	STM3379	3550102	3550572	STM3379-MONOMER
STM2085	STM2085	2165290	2166234	STM2085-MONOMER
STM3848	STM3848	4055246	4056205	STM3848-MONOMER
STM4342	STM4342	4583271	4584005	STM4342-MONOMER
STM0639	STM0639	700911	702023	STM0639-MONOMER
STM2428	STM2428	2541087	2542073	STM2428-MONOMER
STM1098	STM1098	1185184	1185696	STM1098-MONOMER
STM1568	STM1568	1648888	1649544	STM1568-MONOMER
STM2889	STM2889	3033392	3033652	STM2889-MONOMER
STM0141	STM0141	164053	165096	STM0141-MONOMER
STM3357	STM3357	3525282	3525947	STM3357-MONOMER
STM2068	STM2068	2145824	2147188	STM2068-MONOMER
STM3829	STM3829	4032393	4033271	STM3829-MONOMER
STM4324	STM4324	4569077	4569424	STM4324-MONOMER
STM0619	STM0619	682409	683305	STM0619-MONOMER
STM1079	STM1079	1170359	1170676	STM1079-MONOMER
STM1548	STM1548	1624906	1625946	STM1548-MONOMER
STM2872	STM2872	3015758	3016063	STM2872-MONOMER
STM0124	STM0124	144963	146321	STM0124-MONOMER
STM2044	STM2044	2122672	2123022	STM2044-MONOMER
STM3812	STM3812	4012333	4013376	STM3812-MONOMER
STM4304	STM4304	4549909	4551540	STM4304-MONOMER
STM0600	STM0600	661277	663382	STM0600-MONOMER
STM1059	STM1059	1148125	1148667	STM1059-MONOMER
STM1526	STM1526	1603563	1603922	STM1526-MONOMER
STM2851	STM2851	2996551	2998377	STM2851-MONOMER
STM0108	STM0108	125687	126670	STM0108-MONOMER
STM2024	STM2024	2103701	2104414	STM2024-MONOMER
STM3322	STM3322	3486278	3486769	STM3322-MONOMER
STM3791	STM3791	3991231	3992244	STM3791-MONOMER
STM0583	STM0583	639681	640799	STM0583-MONOMER
STM4290	STM4290	4530986	4532488	STM4290-MONOMER
STM1042	STM1042	1128996	1129328	STM1042-MONOMER
STM1508	STM1508	1586062	1587528	STM1508-MONOMER
STM2834	STM2834	2979855	2980217	STM2834-MONOMER
STM0089	STM0089	102283	102660	STM0089-MONOMER
STM1995	STM1995	2077566	2078762	STM1995-MONOMER
STM3305	STM3305	3473354	3474325	STM3305-MONOMER
STM3768	STM3768	3968556	3969665	STM3768-MONOMER
STM0559	STM0559	617363	617725	STM0559-MONOMER
STM4271	STM4271	4510393	4510803	STM4271-MONOMER
STM1026	STM1026	1113938	1114450	STM1026-MONOMER
STM1487	STM1487	1564067	1564966	STM1487-MONOMER
STM2809	STM2809	2955955	2957157	STM2809-MONOMER
STM0066	STM0066	75880	77028	STM0066-MONOMER
STM1973	STM1973	2061298	2061741	STM1973-MONOMER
STM3284	STM3284	3452051	3452995	STM3284-MONOMER
STM0541	STM0541	602491	602703	STM0541-MONOMER
STM3741	STM3741	3933788	3934063	STM3741-MONOMER
STM4244	STM4244	4465142	4465384	STM4244-MONOMER
STM1010	STM1010	1104271	1104570	STM1010-MONOMER
STM1461	STM1461	1535526	1535741	STM1461-MONOMER
STM2786	STM2786	2934594	2935571	STM2786-MONOMER
STM0048	STM0048	57344	57793	STM0048-MONOMER
STM1955	STM1955	2044134	2044685	STM1955-MONOMER
STM3259	STM3259	3428617	3428901	STM3259-MONOMER
STM0521	STM0521	582408	582662	STM0521-MONOMER
STM3723	STM3723	3917871	3918905	STM3723-MONOMER
STM4228	STM4228	4447668	4449212	STM4228-MONOMER
STM0992	STM0992	1078205	1079527	STM0992-MONOMER
STM2758	STM2758	2895883	2897424	STM2758-MONOMER
STM1447	STM1447	1522307	1522636	STM1447-MONOMER
STM0026	STM0026	29994	30512	STM0026-MONOMER
STM1928	STM1928	2023297	2024718	STM1928-MONOMER
STM3242	STM3242	3408767	3409975	STM3242-MONOMER
STM0499	STM0499	560559	560975	STM0499-MONOMER
STM3705	STM3705	3899130	3900413	STM3705-MONOMER
STM4203	STM4203	4423936	4424295	STM4203-MONOMER
STM0971	STM0971	1053607	1053933	STM0971-MONOMER
STM2736	STM2736	2875282	2875791	STM2736-MONOMER
STM1428	STM1428	1505664	1506869	STM1428-MONOMER
STM0002	STM0002	337	2799	STM0002-MONOMER
STM1911	STM1911	2006441	2007580	STM1911-MONOMER
STM3211	STM3211	3376273	3378255	STM3211-MONOMER
STM0481	STM0481	539119	539634	STM0481-MONOMER
STM3683	STM3683	3872705	3874096	STM3683-MONOMER
STM2391	STM2391	2502388	2503701	STM2391-MONOMER
STM4175	STM4175	4391174	4392463	STM4175-MONOMER
STM0946	STM0946	1025169	1025627	STM0946-MONOMER
STM2719	STM2719	2861307	2861960	STM2719-MONOMER
STM1409	STM1409	1490268	1491017	STM1409-MONOMER
PSLT096	PSLT096	76454	76669	PSLT096-MONOMER
STM1890	STM1890	1985077	1986396	STM1890-MONOMER
STM3193	STM3193	3356324	3356995	STM3193-MONOMER
STM0456	STM0456	512432	514132	STM0456-MONOMER
STM3665	STM3665	3852744	3853994	STM3665-MONOMER
STM2365	STM2365	2477353	2478621	STM2365-MONOMER
STM4153	STM4153	4365921	4369949	STM4153-MONOMER
STM0926	STM0926	999073	1001445	STM0926-MONOMER
STM2703	STM2703	2851915	2852994	STM2703-MONOMER
STM1393	STM1393	1479990	1480391	STM1393-MONOMER
PSLT078	PSLT078	63007	63318	PSLT078-MONOMER
STM1868A	STM1868A	1965080	1965247	STM1868A-MONOMER
STM3174	STM3174	3336954	3339212	STM3174-MONOMER
STM0438	STM0438	491990	493273	STM0438-MONOMER
STM3639	STM3639	3826678	3827376	STM3639-MONOMER
STM2348	STM2348	2459625	2460269	STM2348-MONOMER
STM4125	STM4125	4343093	4344010	STM4125-MONOMER
STM0910	STM0910	979571	981679	STM0910-MONOMER
STM2685	STM2685	2825077	2825415	STM2685-MONOMER
STM1369	STM1369	1452306	1452674	STM1369-MONOMER
PSLT056	PSLT056	48279	48749	PSLT056-MONOMER
STM1840	STM1840	1936916	1937059	STM1840-MONOMER
STM3154	STM3154	3317055	3317570	STM3154-MONOMER
STM0422	STM0422	474631	476493	STM0422-MONOMER
STM3619	STM3619	3800854	3803478	STM3619-MONOMER
STM2327	STM2327	2438376	2439038	STM2327-MONOMER
STM4106	STM4106	4319596	4321776	STM4106-MONOMER
STM0894	STM0894	963968	964210	STM0894-MONOMER
STM2665	STM2665	2807671	2808009	STM2665-MONOMER
STM1347	STM1347	1425389	1426435	STM1347-MONOMER
PSLT040	PSLT040	30142	30909	PSLT040-MONOMER
STM1818	STM1818	1915216	1916901	STM1818-MONOMER
STM3135	STM3135	3296135	3297319	STM3135-MONOMER
STM0402	STM0402	458074	458676	STM0402-MONOMER
STM3599	STM3599	3771106	3772425	STM3599-MONOMER
STM2309	STM2309	2415625	2417295	STM2309-MONOMER
STM4088	STM4088	4297128	4297367	STM4088-MONOMER
STM4580	STM4580	4835827	4837059	STM4580-MONOMER
STM0874	STM0874	945784	946506	STM0874-MONOMER
STM2641	STM2641	2780431	2782053	STM2641-MONOMER
STM1326	STM1326	1405081	1406013	STM1326-MONOMER
PSLT017	PSLT017	10933	13341	PSLT017-MONOMER
STM1800	STM1800	1898792	1899706	STM1800-MONOMER
STM3112	STM3112	3270160	3271245	STM3112-MONOMER
STM0382	STM0382	435598	436809	STM0382-MONOMER
STM3577	STM3577	3744854	3746497	STM3577-MONOMER
STM2292	STM2292	2399432	2400214	STM2292-MONOMER
STM4070	STM4070	4280034	4280165	STM4070-MONOMER
STM4559	STM4559	4813134	4813814	STM4559-MONOMER
STM0850	STM0850	921607	922527	STM0850-MONOMER
STM2624	STM2624	2766753	2767100	STM2624-MONOMER
STM1306	STM1306	1385908	1387251	STM1306-MONOMER
STM1781	STM1781	1878851	1880512	STM1781-MONOMER
STM3090	STM3090	3251699	3252853	STM3090-MONOMER
STM0358	STM0358	405300	408272	STM0358-MONOMER
STM3557	STM3557	3726373	3727689	STM3557-MONOMER
STM2272	STM2272	2373710	2376346	STM2272-MONOMER
STM4047	STM4047	4257321	4258790	STM4047-MONOMER
STM4536	STM4536	4795389	4795850	STM4536-MONOMER
STM0832	STM0832	898296	899183	STM0832-MONOMER
STM2606	STM2606	2753824	2755404	STM2606-MONOMER
STM1287	STM1287	1365216	1366412	STM1287-MONOMER
STM1762	STM1762	1856168	1856878	STM1762-MONOMER
STM3072	STM3072	3233754	3234332	STM3072-MONOMER
STM0331	STM0331	374838	375716	STM0331-MONOMER
