Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
STM4236	STM4236	4458787	4459155	STM4236-MONOMER
STM4432	STM4432	4675917	4676726	STM4432-MONOMER
STM1002	STM1002	1093861	1095075	STM1002-MONOMER
STM2280	STM2280	2385183	2386373	STM2280-MONOMER
STM2773	STM2773	2916381	2917496	STM2773-MONOMER
STM0735	STM0735	800505	801224	STM0735-MONOMER
STM1455	STM1455	1529878	1530498	STM1455-MONOMER
STM0307	STM0307	350944	351351	STM0307-MONOMER
STM0038	STM0038	44312	46027	STM0038-MONOMER
STM2523	STM2523	2656256	2657374	STM2523-MONOMER
STM1945	STM1945	2035810	2036358	STM1945-MONOMER
STM4481	STM4481	4724749	4725747	STM4481-MONOMER
STM3251	STM3251	3420487	3421434	STM3251-MONOMER
STM1185	STM1185	1268344	1271547	STM1185-MONOMER
STM0510	STM0510	571115	571945	STM0510-MONOMER
STM2157	STM2157	2253228	2253695	STM2157-MONOMER
STM3714	STM3714	3909573	3910718	STM3714-MONOMER
STM1661	STM1661	1755271	1756218	STM1661-MONOMER
STM4213	STM4213	4433979	4435406	STM4213-MONOMER
STM0083	STM0083	95271	95465	STM0083-MONOMER
STM0980	STM0980	1064997	1065680	STM0980-MONOMER
STM2972	STM2972	3123604	3124419	STM2972-MONOMER
STM2746	STM2746	2886077	2887360	STM2746-MONOMER
STM4309	STM4309	4556484	4557884	STM4309-MONOMER
STM1436	STM1436	1512917	1514014	STM1436-MONOMER
STM0223	STM0223	260996	262348	STM0223-MONOMER
STM0013	STM0013	13595	14734	STM0013-MONOMER
STM1933	STM1933	2027919	2028557	STM1933-MONOMER
STM1919	STM1919	2014753	2016414	STM1919-MONOMER
STM3446	STM3446	3599565	3601679	STM3446-MONOMER
STM3225	STM3225	3393507	3394751	STM3225-MONOMER
PSLT015	PSLT015	9676	10233	PSLT015-MONOMER
STM0489	STM0489	546917	547879	STM0489-MONOMER
STM2146	STM2146	2240259	2241059	STM2146-MONOMER
STM3695	STM3695	3889603	3890076	STM3695-MONOMER
STM4169	STM4169	4385945	4386535	STM4169-MONOMER
STM2406	STM2406	2522219	2523217	STM2406-MONOMER
STM3920	STM3920	4129303	4130433	STM3920-MONOMER
STM4188	STM4188	4408265	4412035	STM4188-MONOMER
STM4051	STM4051	4262565	4263248	STM4051-MONOMER
STM0959	STM0959	1036745	1037239	STM0959-MONOMER
STM4413	STM4413	4653183	4654346	STM4413-MONOMER
STM2728	STM2728	2869931	2870119	STM2728-MONOMER
STM3995	STM3995	4202863	4203132	STM3995-MONOMER
STM1418	STM1418	1497699	1498667	STM1418-MONOMER
STM0714	STM0714	780382	781116	STM0714-MONOMER
PSLT104	PSLT104	84317	86560	PSLT104-MONOMER
STM3887	STM3887	4097521	4098948	STM3887-MONOMER
STM1900	STM1900	1994553	1995005	STM1900-MONOMER
STM2498	STM2498	2612032	2612658	STM2498-MONOMER
STM3202	STM3202	3367008	3368309	STM3202-MONOMER
STM3786	STM3786	3985547	3985999	STM3786-MONOMER
STM0469	STM0469	526355	526615	STM0469-MONOMER
STM1169	STM1169	1253765	1254688	STM1169-MONOMER
STM3674	STM3674	3860975	3862471	STM3674-MONOMER
STM3738	STM3738	3930554	3931171	STM3738-MONOMER
STM2379	STM2379	2489935	2491995	STM2379-MONOMER
STM1642	STM1642	1735431	1736036	STM1642-MONOMER
STM4164	STM4164	4380504	4382399	STM4164-MONOMER
STM3650	STM3650	3836837	3837376	STM3650-MONOMER
STM0937	STM0937	1012966	1014618	STM0937-MONOMER
STM2953	STM2953	3098752	3100389	STM2953-MONOMER
STM2711	STM2711	2858066	2858512	STM2711-MONOMER
STM3582	STM3582	3749584	3750633	STM3582-MONOMER
STM1401	STM1401	1486458	1487045	STM1401-MONOMER
STM0204	STM0204	240120	240509	STM0204-MONOMER
PSLT087	PSLT087	67724	68191	PSLT087-MONOMER
STM3153	STM3153	3316281	3316775	STM3153-MONOMER
STM1882	STM1882	1975240	1975530	STM1882-MONOMER
STM3430	STM3430	3591046	3591417	STM3430-MONOMER
STM3182	STM3182	3345889	3346470	STM3182-MONOMER
STM1166	STM1166	1251051	1252259	STM1166-MONOMER
STM0447	STM0447	501666	502964	STM0447-MONOMER
STM2124	STM2124	2211486	2212355	STM2124-MONOMER
STM3652	STM3652	3838221	3838508	STM3652-MONOMER
STM3376	STM3376	3547018	3547992	STM3376-MONOMER
STM2356	STM2356	2466581	2467150	STM2356-MONOMER
STM3900	STM3900	4108748	4108846	STM3900-MONOMER
STM4139	STM4139	4358707	4359657	STM4139-MONOMER
STM3007	STM3007	3165147	3165365	STM3007-MONOMER
STM0918	STM0918	988628	991789	STM0918-MONOMER
STM4391	STM4391	4630529	4630924	STM4391-MONOMER
STM2695	STM2695	2844718	2845818	STM2695-MONOMER
STM0950	STM0950	1027682	1028359	STM0950-MONOMER
STM1378	STM1378	1459917	1461329	STM1378-MONOMER
STM0692	STM0692	755356	756282	STM0692-MONOMER
PSLT068	PSLT068	55279	57276	PSLT068-MONOMER
STM3228	STM3228	3396395	3396763	STM3228-MONOMER
STM1855	STM1855	1952009	1952731	STM1855-MONOMER
STM2479	STM2479	2589614	2591575	STM2479-MONOMER
STM3165	STM3165	3325413	3326240	STM3165-MONOMER
STM2801	STM2801	2948813	2949163	STM2801-MONOMER
STM0430	STM0430	483350	484069	STM0430-MONOMER
STM1145	STM1145	1232136	1232462	STM1145-MONOMER
STM3630	STM3630	3814434	3816041	STM3630-MONOMER
STM2753	STM2753	2891105	2892118	STM2753-MONOMER
STM2340	STM2340	2453148	2454101	STM2340-MONOMER
STM1622	STM1622	1709821	1711476	STM1622-MONOMER
STM4115	STM4115	4331090	4331968	STM4115-MONOMER
STM2574	STM2574	2719415	2720611	STM2574-MONOMER
STM0901	STM0901	971582	972550	STM0901-MONOMER
STM2935	STM2935	3074398	3075306	STM2935-MONOMER
STM2675	STM2675	2816076	2816624	STM2675-MONOMER
STM2504	STM2504	2620894	2621031	STM2504-MONOMER
STM1356	STM1356	1436694	1437845	STM1356-MONOMER
STM0187	STM0187	217030	217734	STM0187-MONOMER
PSLT048	PSLT048	39664	40779	PSLT048-MONOMER
STM2413	STM2413	2529352	2529714	STM2413-MONOMER
STM1830	STM1830	1928530	1929498	STM1830-MONOMER
STM3414	STM3414	3582884	3583267	STM3414-MONOMER
STM3144	STM3144	3307485	3307826	STM3144-MONOMER
STM2374	STM2374	2486497	2486745	STM2374-MONOMER
STM0411	STM0411	466562	466909	STM0411-MONOMER
STM2107	STM2107	2191157	2191630	STM2107-MONOMER
STM3611	STM3611	3786596	3787363	STM3611-MONOMER
STM0347	STM0347	391057	391698	STM0347-MONOMER
STM2319	STM2319	2429498	2429800	STM2319-MONOMER
STM3873	STM3873	4081185	4081808	STM3873-MONOMER
STM4096	STM4096	4305776	4305988	STM4096-MONOMER
STM4518	STM4518	4773780	4774295	STM4518-MONOMER
STM4590	STM4590	4846422	4847771	STM4590-MONOMER
STM4368	STM4368	4611079	4613517	STM4368-MONOMER
STM0885	STM0885	955902	956222	STM0885-MONOMER
STM2208	STM2208	2308968	2309633	STM2208-MONOMER
STM2649	STM2649	2788657	2789076	STM2649-MONOMER
STM0666	STM0666	730175	731713	STM0666-MONOMER
STM1338	STM1338	1416668	1419055	STM1338-MONOMER
STM0205	STM0205	240610	241233	STM0205-MONOMER
PSLT030	PSLT030	20910	21431	PSLT030-MONOMER
STM2456	STM2456	2565666	2566325	STM2456-MONOMER
STM1809	STM1809	1909560	1909733	STM1809-MONOMER
STM4389	STM4389	4629783	4630058	STM4389-MONOMER
STM3123	STM3123	3282401	3283585	STM3123-MONOMER
STM1124	STM1124	1207585	1211547	STM1124-MONOMER
STM0394	STM0394	444897	446069	STM0394-MONOMER
STM1999	STM1999	2081706	2081867	STM1999-MONOMER
STM3591	STM3591	3760867	3761301	STM3591-MONOMER
STM1597	STM1597	1686828	1688273	STM1597-MONOMER
STM2301	STM2301	2408967	2410613	STM2301-MONOMER
STM0011	STM0011	10841	11245	STM0011-MONOMER
STM4078	STM4078	4288164	4289039	STM4078-MONOMER
STM2915	STM2915	3058039	3058815	STM2915-MONOMER
STM4568	STM4568	4822352	4823674	STM4568-MONOMER
STM4214	STM4214	4435396	4435593	STM4214-MONOMER
STM0859	STM0859	932026	932916	STM0859-MONOMER
STM0170	STM0170	200816	201352	STM0170-MONOMER
STM2632	STM2632	2771000	2773885	STM2632-MONOMER
STM4155	STM4155	4374291	4374614	STM4155-MONOMER
STM1315	STM1315	1393968	1394810	STM1315-MONOMER
STM3386	STM3386	3556651	3557535	STM3386-MONOMER
PSLT006	PSLT006	1908	2789	PSLT006-MONOMER
STM4031	STM4031	4240105	4240416	STM4031-MONOMER
STM1791	STM1791	1889464	1890312	STM1791-MONOMER
STM2091	STM2091	2172263	2173342	STM2091-MONOMER
STM3100	STM3100	3260951	3261655	STM3100-MONOMER
STM3971	STM3971	4178069	4178674	STM3971-MONOMER
STM0369	STM0369	418988	420157	STM0369-MONOMER
STM3856	STM3856	4062503	4063462	STM3856-MONOMER
STM3565	STM3565	3733936	3734319	STM3565-MONOMER
STM3850	STM3850	4057118	4057702	STM3850-MONOMER
STM2283	STM2283	2388604	2389962	STM2283-MONOMER
STM4349	STM4349	4593654	4594730	STM4349-MONOMER
STM4058	STM4058	4268389	4269762	STM4058-MONOMER
STM3776	STM3776	3977397	3978590	STM3776-MONOMER
STM4547	STM4547	4806135	4806860	STM4547-MONOMER
STM0645	STM0645	706849	707490	STM0645-MONOMER
STM0842	STM0842	910463	911272	STM0842-MONOMER
STM3706	STM3706	3900417	3901379	STM3706-MONOMER
STM2614	STM2614	2760471	2761157	STM2614-MONOMER
STM2435	STM2435	2547553	2548419	STM2435-MONOMER
STM1297	STM1297	1375600	1376643	STM1297-MONOMER
STM3643	STM3643	3829923	3830363	STM3643-MONOMER
STM1771	STM1771	1869247	1870347	STM1771-MONOMER
STM1104	STM1104	1191824	1192204	STM1104-MONOMER
STM3080	STM3080	3241820	3242293	STM3080-MONOMER
STM3575	STM3575	3741749	3742375	STM3575-MONOMER
STM0343	STM0343	387110	388684	STM0343-MONOMER
STM1576	STM1576	1659201	1660589	STM1576-MONOMER
STM3544	STM3544	3713304	3713999	STM3544-MONOMER
STM3134	STM3134	3294426	3295730	STM3134-MONOMER
STM2262	STM2262	2360058	2360552	STM2262-MONOMER
STM2895	STM2895	3037976	3038383	STM2895-MONOMER
STM4037	STM4037	4244771	4247821	STM4037-MONOMER
STM1157	STM1157	1244849	1245424	STM1157-MONOMER
STM4526	STM4526	4780777	4784286	STM4526-MONOMER
STM0147	STM0147	169914	170768	STM0147-MONOMER
STM0821	STM0821	887161	889305	STM0821-MONOMER
STM3363	STM3363	3529563	3529835	STM3363-MONOMER
STM2597	STM2597	2747035	2747781	STM2597-MONOMER
STM3368	STM3368	3534357	3535802	STM3368-MONOMER
STM1270	STM1270	1350585	1351223	STM1270-MONOMER
STM2986	STM2986	3137910	3138797	STM2986-MONOMER
STM1745	STM1745	1838560	1839480	STM1745-MONOMER
STM2074	STM2074	2152991	2154058	STM2074-MONOMER
STM3063	STM3063	3224783	3225442	STM3063-MONOMER
STM0930	STM0930	1005370	1005693	STM0930-MONOMER
STM0317	STM0317	362680	363138	STM0317-MONOMER
STM3836	STM3836	4041311	4042384	STM3836-MONOMER
STM3524	STM3524	3687311	3688141	STM3524-MONOMER
STM3222	STM3222	3390232	3390924	STM3222-MONOMER
STM2244	STM2244	2345013	2345216	STM2244-MONOMER
STM4330	STM4330	4575127	4576773	STM4330-MONOMER
STM4012	STM4012	4220869	4222110	STM4012-MONOMER
STM2797	STM2797	2946045	2946344	STM2797-MONOMER
STM4495	STM4495	4743280	4746957	STM4495-MONOMER
STM0627	STM0627	690394	691779	STM0627-MONOMER
STM0795	STM0795	861210	862367	STM0795-MONOMER
STM2745	STM2745	2883505	2885574	STM2745-MONOMER
STM2582	STM2582	2725782	2726756	STM2582-MONOMER
STM1085	STM1085	1174256	1174915	STM1085-MONOMER
STM1243	STM1243	1330822	1331034	STM1243-MONOMER
STM2561	STM2561	2703660	2703998	STM2561-MONOMER
STM1722	STM1722	1818405	1818449	STM1722-MONOMER
STM1557	STM1557	1634738	1635940	STM1557-MONOMER
STM3043	STM3043	3203694	3204407	STM3043-MONOMER
STM2484	STM2484	2598848	2599048	STM2484-MONOMER
STM0292	STM0292	337096	337836	STM0292-MONOMER
STM2879	STM2879	3023696	3024088	STM2879-MONOMER
STM3504	STM3504	3661137	3663464	STM3504-MONOMER
STM2400	STM2400	2513796	2514038	STM2400-MONOMER
STM2216	STM2216	2316218	2318023	STM2216-MONOMER
STM0130	STM0130	152611	153531	STM0130-MONOMER
STM3986	STM3986	4193686	4195137	STM3986-MONOMER
STM2339	STM2339	2451579	2453099	STM2339-MONOMER
STM4476	STM4476	4719886	4720368	STM4476-MONOMER
STM3345	STM3345	3512821	3513249	STM3345-MONOMER
STM0778	STM0778	842902	844377	STM0778-MONOMER
STM0344	STM0344	388784	389527	STM0344-MONOMER
STM2562	STM2562	2704075	2705412	STM2562-MONOMER
STM2055	STM2055	2130645	2130995	STM2055-MONOMER
STM1224	STM1224	1309834	1310844	STM1224-MONOMER
STM4515	STM4515	4769298	4770482	STM4515-MONOMER
STM1702	STM1702	1794340	1796274	STM1702-MONOMER
STM3818	STM3818	4017329	4017988	STM3818-MONOMER
STM3017	STM3017	3177580	3178341	STM3017-MONOMER
STM2195	STM2195	2292286	2292675	STM2195-MONOMER
STM0267	STM0267	305732	306727	STM0267-MONOMER
STM4313	STM4313	4560376	4560591	STM4313-MONOMER
STM3487	STM3487	3642235	3642756	STM3487-MONOMER
STM0167	STM0167	195983	196330	STM0167-MONOMER
STM2191	STM2191	2288113	2289135	STM2191-MONOMER
STM0609	STM0609	671257	672822	STM0609-MONOMER
STM3966	STM3966	4172383	4173726	STM3966-MONOMER
STM4375	STM4375	4617740	4618378	STM4375-MONOMER
STM4456	STM4456	4699706	4702414	STM4456-MONOMER
STM1067	STM1067	1157896	1158414	STM1067-MONOMER
STM0758	STM0758	822020	822958	STM0758-MONOMER
STM1989	STM1989	2071879	2072790	STM1989-MONOMER
STM3963	STM3963	4167786	4168685	STM3963-MONOMER
STM1534	STM1534	1609975	1610385	STM1534-MONOMER
STM4452	STM4452	4692571	4694709	STM4452-MONOMER
PSLT109	PSLT109	89306	89875	
STM0750	STM0750	817828	818616	STM0750-MONOMER
STM2858	STM2858	3002522	3003490	STM2858-MONOMER
STM2539	STM2539	2678197	2680047	STM2539-MONOMER
STM1875	STM1875	1969539	1969913	STM1875-MONOMER
STM1202	STM1202	1285267	1286064	STM1202-MONOMER
STM0114	STM0114	133826	133912	STM0114-MONOMER
STM1682	STM1682	1775578	1776084	STM1682-MONOMER
STM1841	STM1841	1937217	1937456	STM1841-MONOMER
STM2994	STM2994	3146114	3149659	STM2994-MONOMER
STM2030	STM2030	2108514	2109092	STM2030-MONOMER
STM0238	STM0238	280295	280513	STM0238-MONOMER
STM1755	STM1755	1851053	1851511	STM1755-MONOMER
STM3468	STM3468	3618464	3619681	STM3468-MONOMER
STM3329	STM3329	3492929	3493858	STM3329-MONOMER
STM2167	STM2167	2263735	2265465	STM2167-MONOMER
STM1698A	STM1698A	1791559	1791738	STM1698A-MONOMER
STM3939	STM3939	4146380	4148926	STM3939-MONOMER
STM3796B	STM3796B	3998456	3998545	STM3796B-MONOMER
STM4431	STM4431	4674786	4676726	STM4431-MONOMER
STM1615	STM1615	1704526	1705332	STM1615-MONOMER
STM0734	STM0734	798725	800491	STM0734-MONOMER
STM0589	STM0589	649599	650735	STM0589-MONOMER
STM2522	STM2522	2654871	2656145	STM2522-MONOMER
STM1549	STM1549	1625998	1626387	STM1549-MONOMER
STM1184	STM1184	1267134	1268087	STM1184-MONOMER
STM1048	STM1048	1132780	1135227	STM1048-MONOMER
STM1659	STM1659	1753657	1754172	STM1659-MONOMER
STM1476	STM1476	1552139	1552474	STM1476-MONOMER
STM2971	STM2971	3122126	3123493	STM2971-MONOMER
STM1514	STM1514	1592369	1592896	STM1514-MONOMER
STM0222	STM0222	260127	260984	STM0222-MONOMER
STM1380	STM1380	1463096	1463989	STM1380-MONOMER
STM3445	STM3445	3598309	3599493	STM3445-MONOMER
STM2840	STM2840	2985075	2986514	STM2840-MONOMER
STM2145	STM2145	2239477	2240223	STM2145-MONOMER
STM1300	STM1300	1380209	1380484	STM1300-MONOMER
STM3919	STM3919	4128201	4129247	STM3919-MONOMER
STM0095	STM0095	109331	109990	STM0095-MONOMER
STM4411	STM4411	4651580	4651924	STM4411-MONOMER
STM1254	STM1254	1338117	1338431	STM1254-MONOMER
STM0709	STM0709	774781	776202	STM0709-MONOMER
STM2013	STM2013	2094374	2095831	STM2013-MONOMER
STM2497	STM2497	2610655	2611944	STM2497-MONOMER
STM3462	STM3462	3612642	3613709	STM3462-MONOMER
STM1168	STM1168	1253116	1253763	STM1168-MONOMER
STM3312	STM3312	3478163	3478945	STM3312-MONOMER
STM1641	STM1641	1731328	1735230	STM1641-MONOMER
STM3036	STM3036	3196490	3197296	STM3036-MONOMER
STM2952	STM2952	3097371	3098669	STM2952-MONOMER
STM3777	STM3777	3978806	3979165	STM3777-MONOMER
STM0203	STM0203	238662	240083	STM0203-MONOMER
STM0996	STM0996	1087124	1087672	STM0996-MONOMER
STM3429	STM3429	3590721	3591035	STM3429-MONOMER
STM0569	STM0569	625638	626885	STM0569-MONOMER
STM2123	STM2123	2208528	2211518	STM2123-MONOMER
STM3269	STM3269	3437759	3438277	STM3269-MONOMER
STM3899	STM3899	4106876	4108396	STM3899-MONOMER
STM4278	STM4278	4517581	4518234	STM4278-MONOMER
STM4390	STM4390	4630252	4630458	STM4390-MONOMER
STM2865	STM2865	3009905	3010813	STM2865-MONOMER
STM0691	STM0691	753855	755258	STM0691-MONOMER
STM1032	STM1032	1119432	1120745	STM1032-MONOMER
STM2478	STM2478	2587867	2589165	STM2478-MONOMER
STM0814	STM0814	879244	879654	STM0814-MONOMER
STM1144	STM1144	1231619	1232074	STM1144-MONOMER
STM1494	STM1494	1571252	1571962	STM1494-MONOMER
STM1620	STM1620	1707836	1709038	STM1620-MONOMER
STM0715	STM0715	781440	781571	STM0715-MONOMER
STM2934	STM2934	3072949	3074388	STM2934-MONOMER
STM2817	STM2817	2966274	2966789	STM2817-MONOMER
STM0186	STM0186	216398	216853	STM0186-MONOMER
STM0631	STM0631	693659	694447	STM0631-MONOMER
STM3412	STM3412	3581972	3582397	STM3412-MONOMER
STM0072	STM0072	84180	85397	STM0072-MONOMER
STM2106	STM2106	2189937	2191160	STM2106-MONOMER
STM0540	STM0540	601818	602363	STM0540-MONOMER
STM3872	STM3872	4080189	4080569	STM3872-MONOMER
STM1979	STM1979	2065323	2066060	STM1979-MONOMER
STM4367	STM4367	4610616	4611041	STM4367-MONOMER
STM0468	STM0468	524580	526130	STM0468-MONOMER
STM0665	STM0665	728912	729838	STM0665-MONOMER
STM3293	STM3293	3461859	3462191	STM3293-MONOMER
STM2455	STM2455	2565159	2565653	STM2455-MONOMER
STM0379	STM0379	433303	433518	STM0379-MONOMER
STM1122	STM1122	1206496	1207134	STM1122-MONOMER
STM3749	STM3749	3944588	3946906	STM3749-MONOMER
STM1595	STM1595	1684067	1686211	STM1595-MONOMER
STM4571	STM4571	4825916	4826488	STM4571-MONOMER
STM2914	STM2914	3057049	3057999	STM2914-MONOMER
STM4253	STM4253	4472642	4473097	STM4253-MONOMER
STM0169	STM0169	198220	200610	STM0169-MONOMER
STM2235	STM2235	2335363	2336604	STM2235-MONOMER
STM3385	STM3385	3556269	3556565	STM3385-MONOMER
STM1016	STM1016	1107993	1108340	STM1016-MONOMER
STM2090	STM2090	2170923	2172236	STM2090-MONOMER
STM0283	STM0283	322421	323194	STM0283-MONOMER
STM3855	STM3855	4061613	4062503	STM3855-MONOMER
STM1471	STM1471	1546397	1547698	STM1471-MONOMER
STM4348	STM4348	4592594	4593562	STM4348-MONOMER
STM4434	STM4434	4678002	4679228	STM4434-MONOMER
STM0644	STM0644	705780	706874	STM0644-MONOMER
STM2792	STM2792	2941601	2942884	STM2792-MONOMER
STM2433	STM2433	2546659	2547168	STM2433-MONOMER
STM2119	STM2119	2203323	2204903	STM2119-MONOMER
STM1103	STM1103	1190963	1191814	STM1103-MONOMER
STM0056	STM0056	66654	66893	STM0056-MONOMER
STM1575	STM1575	1658408	1658986	STM1575-MONOMER
STM0042	STM0042	50451	51824	STM0042-MONOMER
STM2894	STM2894	3036684	3037979	STM2894-MONOMER
STM1961	STM1961	2050817	2051224	STM1961-MONOMER
STM0146	STM0146	169354	169917	STM0146-MONOMER
STM4259	STM4259	4479880	4481199	STM4259-MONOMER
STM3365	STM3365	3531980	3532912	STM3365-MONOMER
STM3266	STM3266	3435751	3436341	STM3266-MONOMER
STM2073	STM2073	2151915	2152994	STM2073-MONOMER
STM1869A	STM1869A	1966091	1966378	STM1869A-MONOMER
STM3835	STM3835	4038868	4041282	STM3835-MONOMER
STM0527	STM0527	588726	589961	STM0527-MONOMER
STM4329	STM4329	4574790	4575083	STM4329-MONOMER
STM1828	STM1828	1926498	1928057	STM1828-MONOMER
STM0624	STM0624	686569	687645	STM0624-MONOMER
STM3730	STM3730	3923530	3924753	STM3730-MONOMER
STM1084	STM1084	1173840	1174169	STM1084-MONOMER
STM1748	STM1748	1841998	1842645	STM1748-MONOMER
STM1556	STM1556	1633274	1634725	STM1556-MONOMER
STM4234	STM4234	4455225	4456097	STM4234-MONOMER
STM2878	STM2878	3022078	3023709	STM2878-MONOMER
STM1672	STM1672	1765638	1766747	STM1672-MONOMER
STM0129	STM0129	151143	152618	STM0129-MONOMER
STM1000	STM1000	1091482	1092882	STM1000-MONOMER
STM3344	STM3344	3512413	3512805	STM3344-MONOMER
STM1607	STM1607	1697532	1698200	STM1607-MONOMER
STM2054	STM2054	2130091	2130645	STM2054-MONOMER
STM2771	STM2771	2913234	2914754	STM2771-MONOMER
STM3817	STM3817	4016540	4017277	STM3817-MONOMER
STM1543	STM1543	1618313	1619599	STM1543-MONOMER
STM4311	STM4311	4559432	4559890	STM4311-MONOMER
STM1453	STM1453	1528548	1529183	STM1453-MONOMER
STM0608	STM0608	670452	671015	STM0608-MONOMER
STM1466	STM1466	1539192	1540700	STM1466-MONOMER
STM1066	STM1066	1157629	1157796	STM1066-MONOMER
STM0036	STM0036	41723	42913	STM0036-MONOMER
STM1533	STM1533	1608896	1609957	STM1533-MONOMER
STM1364	STM1364	1445112	1446230	STM1364-MONOMER
STM2857	STM2857	3001362	3002483	STM2857-MONOMER
STM1939	STM1939	2032586	2032912	STM1939-MONOMER
STM0113	STM0113	132167	133738	STM0113-MONOMER
STM1284	STM1284	1360410	1361696	STM1284-MONOMER
STM2029	STM2029	2107757	2108530	STM2029-MONOMER
STM3249	STM3249	3417376	3418146	STM3249-MONOMER
STM3328	STM3328	3490499	3492835	STM3328-MONOMER
STM1239	STM1239	1326073	1327197	STM1239-MONOMER
STM3796	STM3796	3995929	3997617	STM3796-MONOMER
STM0507	STM0507	566442	567128	STM0507-MONOMER
STM0588	STM0588	645465	649349	MONOMER1R65-12 // STM0588-MONOMER
STM3413	STM3413	3582408	3582776	STM3413-MONOMER
STM1047	STM1047	1132004	1132708	STM1047-MONOMER
STM3712	STM3712	3907309	3908262	STM3712-MONOMER
STM1513	STM1513	1592067	1592249	STM1513-MONOMER
STM3030	STM3030	3192429	3193061	STM3030-MONOMER
STM2839	STM2839	2983369	2984889	STM2839-MONOMER
STM4211	STM4211	4430547	4432901	STM4211-MONOMER
STM0094	STM0094	108424	109236	STM0094-MONOMER
STM0987	STM0987	1074488	1074670	STM0987-MONOMER
STM2009	STM2009	2091304	2092758	STM2009-MONOMER
STM0978	STM0978	1062637	1063920	STM0978-MONOMER
STM3311	STM3311	3477607	3478158	STM3311-MONOMER
STM3238	STM3238	3402022	3403332	STM3238-MONOMER
STM3775	STM3775	3975955	3977337	STM3775-MONOMER
STM2743	STM2743	2881976	2882803	STM2743-MONOMER
STM0568	STM0568	624202	625596	STM0568-MONOMER
STM2844	STM2844	2990873	2991682	STM2844-MONOMER
STM4277	STM4277	4516120	4517556	STM4277-MONOMER
STM1434	STM1434	1511693	1512340	STM1434-MONOMER
STM1031	STM1031	1116860	1118998	STM1031-MONOMER
STM0810	STM0810	875590	876150	STM0810-MONOMER
STM1493	STM1493	1570321	1571223	STM1493-MONOMER
STM0008	STM0008	8729	9319	STM0008-MONOMER
STM2816	STM2816	2964558	2965928	STM2816-MONOMER
STM0711	STM0711	778051	778794	STM0711-MONOMER
STM0071	STM0071	82564	84117	STM0071-MONOMER
STM1917	STM1917	2012687	2013736	STM1917-MONOMER
STM1978	STM1978	2064946	2065323	STM1978-MONOMER
STM0604	STM0604	666055	666672	STM0604-MONOMER
STM3290	STM3290	3458864	3460273	STM3290-MONOMER
STM3220	STM3220	3388361	3389497	STM3220-MONOMER
STM3747	STM3747	3941264	3942655	STM3747-MONOMER
STM0530	STM0530	593037	594296	STM0530-MONOMER
STM4249	STM4249	4470699	4471412	STM4249-MONOMER
STM0487	STM0487	543905	545803	STM0487-MONOMER
STM1015	STM1015	1107233	1107982	STM1015-MONOMER
STM0459	STM0459	516269	516727	STM0459-MONOMER
STM1470	STM1470	1545392	1546321	STM1470-MONOMER
STM3693	STM3693	3887576	3888352	STM3693-MONOMER
STM2791	STM2791	2940138	2941586	STM2791-MONOMER
STM0374	STM0374	428188	428811	STM0374-MONOMER
STM0055	STM0055	64862	66637	STM0055-MONOMER
STM2404	STM2404	2519132	2520367	STM2404-MONOMER
STM1960	STM1960	2049399	2050802	STM1960-MONOMER
STM4546	STM4546	4804646	4805557	STM4546-MONOMER
STM3265	STM3265	3435334	3435729	STM3265-MONOMER
STM4186	STM4186	4406806	4407213	STM4186-MONOMER
STM0526	STM0526	587930	588715	STM0526-MONOMER
STM2228	STM2228	2328919	2330679	STM2228-MONOMER
STM3728	STM3728	3922238	3922474	STM3728-MONOMER
STM0957	STM0957	1033351	1035117	STM0957-MONOMER
STM4233	STM4233	4454714	4455211	STM4233-MONOMER
STM0277	STM0277	317684	318169	STM0277-MONOMER
STM0999	STM0999	1089784	1090875	STM0999-MONOMER
